occurrenceID,eventID,measurementType,measurementValue,measurementUnit,measurementUnitID,measurementTypeID
AMBON_Zooplankton_2017_BBL1_?_Pisces_larvae_?_TWINRING_150UM_MICROSCOPY_nan,AMBON_Zooplankton_2017_BBL1_2017-08-20T22:48:00Z,Abundance_[#/m3],1.172,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_BBL1_?_Isopoda_?_?_TWINRING_150UM_MICROSCOPY_nan,AMBON_Zooplankton_2017_BBL1_2017-08-20T22:48:00Z,Abundance_[#/m3],1.172,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_BBL1_?_Evadne_nordmanni_?_?_TWINRING_150UM_MICROSCOPY_0.0086,AMBON_Zooplankton_2017_BBL1_2017-08-20T22:48:00Z,Abundance_[#/m3],1.172,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_BBL1_?_Pseudocalanus_newmani_?_?_TWINRING_150UM_MICROSCOPY_0.0121,AMBON_Zooplankton_2017_BBL1_2017-08-20T22:48:00Z,Abundance_[#/m3],4.686,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_BBL1_?_Pseudocalanus_acuspes_?_?_TWINRING_150UM_MICROSCOPY_0.0335,AMBON_Zooplankton_2017_BBL1_2017-08-20T22:48:00Z,Abundance_[#/m3],4.686,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_BBL1_?_Echinodermata_larvae_?_TWINRING_150UM_MICROSCOPY_0.0357,AMBON_Zooplankton_2017_BBL1_2017-08-20T22:48:00Z,Abundance_[#/m3],337.425,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_BBL1_?_Podon_leuckartii_?_?_TWINRING_150UM_MICROSCOPY_0.0514,AMBON_Zooplankton_2017_BBL1_2017-08-20T22:48:00Z,Abundance_[#/m3],18.746,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_BBL1_?_Fritillaria_borealis_?_?_TWINRING_150UM_MICROSCOPY_0.0685,AMBON_Zooplankton_2017_BBL1_2017-08-20T22:48:00Z,Abundance_[#/m3],206.204,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_BBL1_?_Pseudocalanus_male_male_TWINRING_150UM_MICROSCOPY_0.0888,AMBON_Zooplankton_2017_BBL1_2017-08-20T22:48:00Z,Abundance_[#/m3],18.746,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_BBL1_?_Pseudocalanus_?_?_TWINRING_150UM_MICROSCOPY_0.1333,AMBON_Zooplankton_2017_BBL1_2017-08-20T22:48:00Z,Abundance_[#/m3],93.729,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_BBL1_?_Aglantha_digitale_?_?_TWINRING_150UM_MICROSCOPY_0.1526,AMBON_Zooplankton_2017_BBL1_2017-08-20T22:48:00Z,Abundance_[#/m3],32.805,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_BBL1_?_Calanoida_nauplii_?_TWINRING_150UM_MICROSCOPY_0.1838,AMBON_Zooplankton_2017_BBL1_2017-08-20T22:48:00Z,Abundance_[#/m3],449.9,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_BBL1_?_Ophiuroidea_larvae_?_TWINRING_150UM_MICROSCOPY_0.2739,AMBON_Zooplankton_2017_BBL1_2017-08-20T22:48:00Z,Abundance_[#/m3],974.784,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_BBL1_?_Cirripedia_cyprid_?_TWINRING_150UM_MICROSCOPY_0.2947,AMBON_Zooplankton_2017_BBL1_2017-08-20T22:48:00Z,Abundance_[#/m3],32.805,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_BBL1_?_Calanus_glacialis_marshallae_?_?_TWINRING_150UM_MICROSCOPY_0.3122,AMBON_Zooplankton_2017_BBL1_2017-08-20T22:48:00Z,Abundance_[#/m3],1.172,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_BBL1_?_Gastropoda_larvae_?_TWINRING_150UM_MICROSCOPY_0.3277,AMBON_Zooplankton_2017_BBL1_2017-08-20T22:48:00Z,Abundance_[#/m3],674.85,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_BBL1_?_Acartia_?_?_TWINRING_150UM_MICROSCOPY_0.3791,AMBON_Zooplankton_2017_BBL1_2017-08-20T22:48:00Z,Abundance_[#/m3],524.883,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_BBL1_?_Acartia_longiremis_?_?_TWINRING_150UM_MICROSCOPY_0.4872,AMBON_Zooplankton_2017_BBL1_2017-08-20T22:48:00Z,Abundance_[#/m3],121.848,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_BBL1_?_Bivalvia_?_?_TWINRING_150UM_MICROSCOPY_0.7778,AMBON_Zooplankton_2017_BBL1_2017-08-20T22:48:00Z,Abundance_[#/m3],2099.534,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_BBL1_?_Echinodermata_bipinnaria_?_TWINRING_150UM_MICROSCOPY_0.9783,AMBON_Zooplankton_2017_BBL1_2017-08-20T22:48:00Z,Abundance_[#/m3],374.917,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_BBL1_?_Cirripedia_nauplii_?_TWINRING_150UM_MICROSCOPY_1.8726,AMBON_Zooplankton_2017_BBL1_2017-08-20T22:48:00Z,Abundance_[#/m3],4049.101,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_BBL1_?_Oithona_similis_?_?_TWINRING_150UM_MICROSCOPY_3.1294,AMBON_Zooplankton_2017_BBL1_2017-08-20T22:48:00Z,Abundance_[#/m3],2849.367,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_BBL1_?_Centropages_abdominalis_?_?_TWINRING_150UM_MICROSCOPY_3.9523,AMBON_Zooplankton_2017_BBL1_2017-08-20T22:48:00Z,Abundance_[#/m3],1593.396,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_BBL1_?_Polychaeta_larvae_?_TWINRING_150UM_MICROSCOPY_4.5245,AMBON_Zooplankton_2017_BBL1_2017-08-20T22:48:00Z,Abundance_[#/m3],2062.042,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML1.1_?_Pisces_larvae_?_TWINRING_150UM_MICROSCOPY_nan,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00Z,Abundance_[#/m3],0.198,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML1.1_?_Isopoda_?_?_TWINRING_150UM_MICROSCOPY_nan,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00Z,Abundance_[#/m3],0.198,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML1.1_?_Rotifera_?_?_TWINRING_150UM_MICROSCOPY_1e-05,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00Z,Abundance_[#/m3],12.641,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML1.1_?_Harpacticoida_?_?_TWINRING_150UM_MICROSCOPY_0.0006,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00Z,Abundance_[#/m3],0.198,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML1.1_?_Harpacticoida_?_?_TWINRING_150UM_MICROSCOPY_0.0007,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00Z,Abundance_[#/m3],0.198,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML1.1_?_Cyclopoida_nauplii_?_TWINRING_150UM_MICROSCOPY_0.002,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00Z,Abundance_[#/m3],3.16,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML1.1_?_Calanus_glacialis_marshallae_?_?_TWINRING_150UM_MICROSCOPY_0.0038,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00Z,Abundance_[#/m3],0.79,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML1.1_?_Limacina_helicina_?_?_TWINRING_150UM_MICROSCOPY_0.0083,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00Z,Abundance_[#/m3],37.922,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML1.1_?_Pseudocalanus_newmani_?_?_TWINRING_150UM_MICROSCOPY_0.0148,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00Z,Abundance_[#/m3],4.74,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML1.1_?_Obelia_longissima_?_?_TWINRING_150UM_MICROSCOPY_0.0167,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00Z,Abundance_[#/m3],0.79,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML1.1_?_Pseudocalanus_male_male_TWINRING_150UM_MICROSCOPY_0.0183,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00Z,Abundance_[#/m3],7.9,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML1.1_?_Parasagitta_elegans_?_?_TWINRING_150UM_MICROSCOPY_0.0304,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00Z,Abundance_[#/m3],0.79,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML1.1_?_Pseudocalanus_acuspes_?_?_TWINRING_150UM_MICROSCOPY_0.0618,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00Z,Abundance_[#/m3],11.061,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML1.1_?_Cirripedia_nauplii_?_TWINRING_150UM_MICROSCOPY_0.077,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00Z,Abundance_[#/m3],151.687,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML1.1_?_Ophiuroidea_larvae_?_TWINRING_150UM_MICROSCOPY_0.096,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00Z,Abundance_[#/m3],606.746,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML1.1_?_Podon_leuckartii_?_?_TWINRING_150UM_MICROSCOPY_0.11,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00Z,Abundance_[#/m3],44.242,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML1.1_?_Fritillaria_borealis_?_?_TWINRING_150UM_MICROSCOPY_0.117,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00Z,Abundance_[#/m3],619.388,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML1.1_?_Eurytemora_herdmani_?_?_TWINRING_150UM_MICROSCOPY_0.1422,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00Z,Abundance_[#/m3],18.961,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML1.1_?_Gastropoda_larvae_?_TWINRING_150UM_MICROSCOPY_0.1476,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00Z,Abundance_[#/m3],935.402,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML1.1_?_Eurytemora_?_?_TWINRING_150UM_MICROSCOPY_0.1779,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00Z,Abundance_[#/m3],82.164,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML1.1_?_Melicertum_octocostatum_?_?_TWINRING_150UM_MICROSCOPY_0.1926,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00Z,Abundance_[#/m3],0.198,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML1.1_?_Echinodermata_bipinnaria_?_TWINRING_150UM_MICROSCOPY_0.2021,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00Z,Abundance_[#/m3],189.609,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML1.1_?_Calanoida_nauplii_?_TWINRING_150UM_MICROSCOPY_0.2027,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00Z,Abundance_[#/m3],632.029,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML1.1_?_Echinodermata_larvae_?_TWINRING_150UM_MICROSCOPY_0.2951,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00Z,Abundance_[#/m3],7382.076,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML1.1_?_Bivalvia_?_?_TWINRING_150UM_MICROSCOPY_0.3559,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00Z,Abundance_[#/m3],2578.677,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML1.1_?_Pseudocalanus_?_?_TWINRING_150UM_MICROSCOPY_0.4078,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00Z,Abundance_[#/m3],322.335,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML1.1_?_Acartia_hudsonica_?_?_TWINRING_150UM_MICROSCOPY_0.5039,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00Z,Abundance_[#/m3],151.687,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML1.1_?_Acartia_longiremis_?_?_TWINRING_150UM_MICROSCOPY_0.5732,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00Z,Abundance_[#/m3],126.406,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML1.1_?_Acartia_?_?_TWINRING_150UM_MICROSCOPY_0.634,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00Z,Abundance_[#/m3],808.997,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML1.1_?_Aglantha_digitale_?_?_TWINRING_150UM_MICROSCOPY_0.7644,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00Z,Abundance_[#/m3],442.42,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML1.1_?_Cirripedia_cyprid_?_TWINRING_150UM_MICROSCOPY_1.1199,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00Z,Abundance_[#/m3],151.687,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML1.1_?_Oithona_similis_?_?_TWINRING_150UM_MICROSCOPY_1.9822,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00Z,Abundance_[#/m3],3134.862,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML1.1_?_Centropages_abdominalis_?_?_TWINRING_150UM_MICROSCOPY_2.0426,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00Z,Abundance_[#/m3],1112.37,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML1.1_?_Polychaeta_larvae_?_TWINRING_150UM_MICROSCOPY_4.1109,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00Z,Abundance_[#/m3],4853.967,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML3.1_?_Isopoda_?_?_TWINRING_150UM_MICROSCOPY_nan,AMBON_Zooplankton_2017_ML3.1_2017-08-17T06:18:00Z,Abundance_[#/m3],1.782,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML3.1_?_Rotifera_?_?_TWINRING_150UM_MICROSCOPY_1e-05,AMBON_Zooplankton_2017_ML3.1_2017-08-17T06:18:00Z,Abundance_[#/m3],3.563,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML3.1_?_Amphipoda_?_?_TWINRING_150UM_MICROSCOPY_0.0003,AMBON_Zooplankton_2017_ML3.1_2017-08-17T06:18:00Z,Abundance_[#/m3],0.223,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML3.1_?_Obelia_longissima_?_?_TWINRING_150UM_MICROSCOPY_0.001,AMBON_Zooplankton_2017_ML3.1_2017-08-17T06:18:00Z,Abundance_[#/m3],0.223,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML3.1_?_Microsetella_?_?_TWINRING_150UM_MICROSCOPY_0.0018,AMBON_Zooplankton_2017_ML3.1_2017-08-17T06:18:00Z,Abundance_[#/m3],1.782,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML3.1_?_Limacina_helicina_?_?_TWINRING_150UM_MICROSCOPY_0.0019,AMBON_Zooplankton_2017_ML3.1_2017-08-17T06:18:00Z,Abundance_[#/m3],3.563,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML3.1_?_Tortanus_discaudatus_?_?_TWINRING_150UM_MICROSCOPY_0.0031,AMBON_Zooplankton_2017_ML3.1_2017-08-17T06:18:00Z,Abundance_[#/m3],0.668,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML3.1_?_Cyclopoida_nauplii_?_TWINRING_150UM_MICROSCOPY_0.0032,AMBON_Zooplankton_2017_ML3.1_2017-08-17T06:18:00Z,Abundance_[#/m3],5.345,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML3.1_?_Calanus_glacialis_marshallae_?_?_TWINRING_150UM_MICROSCOPY_0.0042,AMBON_Zooplankton_2017_ML3.1_2017-08-17T06:18:00Z,Abundance_[#/m3],0.223,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML3.1_?_Gammaridae_?_?_TWINRING_150UM_MICROSCOPY_0.0062,AMBON_Zooplankton_2017_ML3.1_2017-08-17T06:18:00Z,Abundance_[#/m3],0.445,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML3.1_?_Ophiuroidea_larvae_?_TWINRING_150UM_MICROSCOPY_0.0062,AMBON_Zooplankton_2017_ML3.1_2017-08-17T06:18:00Z,Abundance_[#/m3],21.38,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML3.1_?_Pseudocalanus_mimus_?_?_TWINRING_150UM_MICROSCOPY_0.0062,AMBON_Zooplankton_2017_ML3.1_2017-08-17T06:18:00Z,Abundance_[#/m3],0.891,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML3.1_?_Harpacticoida_?_?_TWINRING_150UM_MICROSCOPY_0.0103,AMBON_Zooplankton_2017_ML3.1_2017-08-17T06:18:00Z,Abundance_[#/m3],2.672,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML3.1_?_Evadne_nordmanni_?_?_TWINRING_150UM_MICROSCOPY_0.0145,AMBON_Zooplankton_2017_ML3.1_2017-08-17T06:18:00Z,Abundance_[#/m3],7.127,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML3.1_?_Echinodermata_bipinnaria_?_TWINRING_150UM_MICROSCOPY_0.0154,AMBON_Zooplankton_2017_ML3.1_2017-08-17T06:18:00Z,Abundance_[#/m3],7.127,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML3.1_?_Gastropoda_larvae_?_TWINRING_150UM_MICROSCOPY_0.0482,AMBON_Zooplankton_2017_ML3.1_2017-08-17T06:18:00Z,Abundance_[#/m3],85.519,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML3.1_?_Cumacea_?_?_TWINRING_150UM_MICROSCOPY_0.0516,AMBON_Zooplankton_2017_ML3.1_2017-08-17T06:18:00Z,Abundance_[#/m3],3.563,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML3.1_?_Decapoda_larvae_?_TWINRING_150UM_MICROSCOPY_0.0588,AMBON_Zooplankton_2017_ML3.1_2017-08-17T06:18:00Z,Abundance_[#/m3],0.223,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML3.1_?_Echinodermata_larvae_?_TWINRING_150UM_MICROSCOPY_0.0605,AMBON_Zooplankton_2017_ML3.1_2017-08-17T06:18:00Z,Abundance_[#/m3],427.595,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML3.1_?_Fritillaria_borealis_?_?_TWINRING_150UM_MICROSCOPY_0.0761,AMBON_Zooplankton_2017_ML3.1_2017-08-17T06:18:00Z,Abundance_[#/m3],149.658,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
