occurrenceID,eventID,measurementType,measurementValue,measurementUnit,measurementUnitID,measurementTypeID
AMBON_Zooplankton_2017_BBL10_?_Rathkea_octopunctata_?_?_TWINRING_150UM_MICROSCOPY_0.0032,AMBON_Zooplankton_2017_BBL10_2017-08-22T03:47:00Z,Abundance_[#/m3],2.67,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_BBL10_?_Limacina_helicina_?_?_TWINRING_150UM_MICROSCOPY_0.0034,AMBON_Zooplankton_2017_BBL10_2017-08-22T03:47:00Z,Abundance_[#/m3],10.679,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_BBL10_?_Cnidaria_?_?_TWINRING_150UM_MICROSCOPY_0.0059,AMBON_Zooplankton_2017_BBL10_2017-08-22T03:47:00Z,Abundance_[#/m3],0.133,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_BBL10_?_Acartia_?_?_TWINRING_150UM_MICROSCOPY_0.0075,AMBON_Zooplankton_2017_BBL10_2017-08-22T03:47:00Z,Abundance_[#/m3],7.476,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_BBL10_?_Oikopleura_vanhoeffeni_?_?_TWINRING_150UM_MICROSCOPY_0.0079,AMBON_Zooplankton_2017_BBL10_2017-08-22T03:47:00Z,Abundance_[#/m3],0.534,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_BBL10_?_Metridia_?_?_TWINRING_150UM_MICROSCOPY_0.0084,AMBON_Zooplankton_2017_BBL10_2017-08-22T03:47:00Z,Abundance_[#/m3],1.068,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_BBL10_?_Caligidae_?_?_TWINRING_150UM_MICROSCOPY_0.0085,AMBON_Zooplankton_2017_BBL10_2017-08-22T03:47:00Z,Abundance_[#/m3],7.476,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_BBL10_?_Ctenophora_?_?_TWINRING_150UM_MICROSCOPY_0.0101,AMBON_Zooplankton_2017_BBL10_2017-08-22T03:47:00Z,Abundance_[#/m3],1.068,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_BBL10_?_Metridia_pacifica_?_?_TWINRING_150UM_MICROSCOPY_0.0113,AMBON_Zooplankton_2017_BBL10_2017-08-22T03:47:00Z,Abundance_[#/m3],0.534,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_BBL10_?_Echinodermata_larvae_?_TWINRING_150UM_MICROSCOPY_0.0121,AMBON_Zooplankton_2017_BBL10_2017-08-22T03:47:00Z,Abundance_[#/m3],106.795,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_BBL10_?_Calanus_glacialis_marshallae_?_?_TWINRING_150UM_MICROSCOPY_0.0174,AMBON_Zooplankton_2017_BBL10_2017-08-22T03:47:00Z,Abundance_[#/m3],1.068,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_BBL10_?_Acartia_longiremis_?_?_TWINRING_150UM_MICROSCOPY_0.0188,AMBON_Zooplankton_2017_BBL10_2017-08-22T03:47:00Z,Abundance_[#/m3],5.34,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_BBL10_?_Calanoida_nauplii_?_TWINRING_150UM_MICROSCOPY_0.0225,AMBON_Zooplankton_2017_BBL10_2017-08-22T03:47:00Z,Abundance_[#/m3],40.582,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_BBL10_?_Triconia_borealis_?_?_TWINRING_150UM_MICROSCOPY_0.0229,AMBON_Zooplankton_2017_BBL10_2017-08-22T03:47:00Z,Abundance_[#/m3],7.476,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_BBL10_?_Centropages_abdominalis_?_?_TWINRING_150UM_MICROSCOPY_0.0244,AMBON_Zooplankton_2017_BBL10_2017-08-22T03:47:00Z,Abundance_[#/m3],5.34,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_BBL10_?_Polychaeta_larvae_?_TWINRING_150UM_MICROSCOPY_0.0379,AMBON_Zooplankton_2017_BBL10_2017-08-22T03:47:00Z,Abundance_[#/m3],17.087,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_BBL10_?_Pseudocalanus_newmani_?_?_TWINRING_150UM_MICROSCOPY_0.0473,AMBON_Zooplankton_2017_BBL10_2017-08-22T03:47:00Z,Abundance_[#/m3],13.883,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_BBL10_?_Pseudocalanus_mimus_?_?_TWINRING_150UM_MICROSCOPY_0.0527,AMBON_Zooplankton_2017_BBL10_2017-08-22T03:47:00Z,Abundance_[#/m3],5.34,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_BBL10_?_Calanus_glacialis_marshallae_?_?_TWINRING_150UM_MICROSCOPY_0.0663,AMBON_Zooplankton_2017_BBL10_2017-08-22T03:47:00Z,Abundance_[#/m3],0.2,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_BBL10_?_Obelia_longissima_?_?_TWINRING_150UM_MICROSCOPY_0.082,AMBON_Zooplankton_2017_BBL10_2017-08-22T03:47:00Z,Abundance_[#/m3],0.534,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_BBL10_?_Pseudocalanus_male_male_TWINRING_150UM_MICROSCOPY_0.0886,AMBON_Zooplankton_2017_BBL10_2017-08-22T03:47:00Z,Abundance_[#/m3],27.767,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_BBL10_?_Decapoda_megalopa_?_TWINRING_150UM_MICROSCOPY_0.0939,AMBON_Zooplankton_2017_BBL10_2017-08-22T03:47:00Z,Abundance_[#/m3],0.067,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_BBL10_?_Parasagitta_elegans_?_?_TWINRING_150UM_MICROSCOPY_0.1116,AMBON_Zooplankton_2017_BBL10_2017-08-22T03:47:00Z,Abundance_[#/m3],8.544,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_BBL10_?_Mertensia_ovum_?_?_TWINRING_150UM_MICROSCOPY_0.1306,AMBON_Zooplankton_2017_BBL10_2017-08-22T03:47:00Z,Abundance_[#/m3],0.067,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_BBL10_?_Ophiuroidea_larvae_?_TWINRING_150UM_MICROSCOPY_0.1682,AMBON_Zooplankton_2017_BBL10_2017-08-22T03:47:00Z,Abundance_[#/m3],217.861,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_BBL10_?_Pseudocalanus_acuspes_?_?_TWINRING_150UM_MICROSCOPY_0.1743,AMBON_Zooplankton_2017_BBL10_2017-08-22T03:47:00Z,Abundance_[#/m3],30.97,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_BBL10_?_Melicertum_octocostatum_?_?_TWINRING_150UM_MICROSCOPY_0.1896,AMBON_Zooplankton_2017_BBL10_2017-08-22T03:47:00Z,Abundance_[#/m3],0.067,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_BBL10_?_Cirripedia_cyprid_?_TWINRING_150UM_MICROSCOPY_0.22,AMBON_Zooplankton_2017_BBL10_2017-08-22T03:47:00Z,Abundance_[#/m3],9.612,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_BBL10_?_Fritillaria_borealis_?_?_TWINRING_150UM_MICROSCOPY_0.324,AMBON_Zooplankton_2017_BBL10_2017-08-22T03:47:00Z,Abundance_[#/m3],871.443,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_BBL10_?_Oithona_similis_?_?_TWINRING_150UM_MICROSCOPY_0.4383,AMBON_Zooplankton_2017_BBL10_2017-08-22T03:47:00Z,Abundance_[#/m3],371.645,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_BBL10_?_Parasagitta_elegans_?_?_TWINRING_150UM_MICROSCOPY_0.7807,AMBON_Zooplankton_2017_BBL10_2017-08-22T03:47:00Z,Abundance_[#/m3],1.268,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_BBL10_?_Bivalvia_?_?_TWINRING_150UM_MICROSCOPY_1.092,AMBON_Zooplankton_2017_BBL10_2017-08-22T03:47:00Z,Abundance_[#/m3],5792.536,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_BBL10_?_Pseudocalanus_?_?_TWINRING_150UM_MICROSCOPY_1.6476,AMBON_Zooplankton_2017_BBL10_2017-08-22T03:47:00Z,Abundance_[#/m3],760.377,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_CL3_?_Rotifera_?_?_TWINRING_150UM_MICROSCOPY_1e-05,AMBON_Zooplankton_2017_CL3_2017-08-22T03:47:00Z,Abundance_[#/m3],4.718,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_CL3_?_Limacina_helicina_?_?_TWINRING_150UM_MICROSCOPY_0.0013,AMBON_Zooplankton_2017_CL3_2017-08-22T03:47:00Z,Abundance_[#/m3],4.718,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_CL3_?_Echinodermata_larvae_?_TWINRING_150UM_MICROSCOPY_0.0014,AMBON_Zooplankton_2017_CL3_2017-08-22T03:47:00Z,Abundance_[#/m3],14.154,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_CL3_?_Bryozoa_cyphonautes_?_TWINRING_150UM_MICROSCOPY_0.0019,AMBON_Zooplankton_2017_CL3_2017-08-22T03:47:00Z,Abundance_[#/m3],4.718,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_CL3_?_Cyclopoida_nauplii_?_TWINRING_150UM_MICROSCOPY_0.0026,AMBON_Zooplankton_2017_CL3_2017-08-22T03:47:00Z,Abundance_[#/m3],4.718,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_CL3_?_Aglantha_digitale_?_?_TWINRING_150UM_MICROSCOPY_0.0029,AMBON_Zooplankton_2017_CL3_2017-08-22T03:47:00Z,Abundance_[#/m3],0.074,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_CL3_?_Cirripedia_nauplii_?_TWINRING_150UM_MICROSCOPY_0.0031,AMBON_Zooplankton_2017_CL3_2017-08-22T03:47:00Z,Abundance_[#/m3],7.077,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_CL3_?_Microsetella_?_?_TWINRING_150UM_MICROSCOPY_0.0044,AMBON_Zooplankton_2017_CL3_2017-08-22T03:47:00Z,Abundance_[#/m3],2.359,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_CL3_?_Gastropoda_larvae_?_TWINRING_150UM_MICROSCOPY_0.0061,AMBON_Zooplankton_2017_CL3_2017-08-22T03:47:00Z,Abundance_[#/m3],42.463,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_CL3_?_Metridia_?_?_TWINRING_150UM_MICROSCOPY_0.0063,AMBON_Zooplankton_2017_CL3_2017-08-22T03:47:00Z,Abundance_[#/m3],4.718,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_CL3_?_Oikopleura_vanhoeffeni_?_?_TWINRING_150UM_MICROSCOPY_0.0065,AMBON_Zooplankton_2017_CL3_2017-08-22T03:47:00Z,Abundance_[#/m3],1.18,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_CL3_?_Acartia_?_?_TWINRING_150UM_MICROSCOPY_0.0125,AMBON_Zooplankton_2017_CL3_2017-08-22T03:47:00Z,Abundance_[#/m3],14.154,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_CL3_?_Triconia_borealis_?_?_TWINRING_150UM_MICROSCOPY_0.0125,AMBON_Zooplankton_2017_CL3_2017-08-22T03:47:00Z,Abundance_[#/m3],4.718,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_CL3_?_Eucalanus_bungii_nauplii_?_TWINRING_150UM_MICROSCOPY_0.0149,AMBON_Zooplankton_2017_CL3_2017-08-22T03:47:00Z,Abundance_[#/m3],2.359,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_CL3_?_Eucalanus_bungii_?_?_TWINRING_150UM_MICROSCOPY_0.0198,AMBON_Zooplankton_2017_CL3_2017-08-22T03:47:00Z,Abundance_[#/m3],2.949,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_CL3_?_Pseudocalanus_mimus_?_?_TWINRING_150UM_MICROSCOPY_0.0244,AMBON_Zooplankton_2017_CL3_2017-08-22T03:47:00Z,Abundance_[#/m3],2.359,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_CL3_?_Pseudocalanus_male_male_TWINRING_150UM_MICROSCOPY_0.0314,AMBON_Zooplankton_2017_CL3_2017-08-22T03:47:00Z,Abundance_[#/m3],9.436,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_CL3_?_Hyperoche_medusarum_?_?_TWINRING_150UM_MICROSCOPY_0.0347,AMBON_Zooplankton_2017_CL3_2017-08-22T03:47:00Z,Abundance_[#/m3],0.074,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_CL3_?_Eucalanus_bungii_?_?_TWINRING_150UM_MICROSCOPY_0.0593,AMBON_Zooplankton_2017_CL3_2017-08-22T03:47:00Z,Abundance_[#/m3],0.369,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_CL3_?_Catablema_vesicarium_?_?_TWINRING_150UM_MICROSCOPY_0.0753,AMBON_Zooplankton_2017_CL3_2017-08-22T03:47:00Z,Abundance_[#/m3],0.074,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_CL3_?_Thysanoessa_inermis_?_?_TWINRING_150UM_MICROSCOPY_0.0983,AMBON_Zooplankton_2017_CL3_2017-08-22T03:47:00Z,Abundance_[#/m3],0.074,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_CL3_?_Paguridae_zoea_?_TWINRING_150UM_MICROSCOPY_0.1053,AMBON_Zooplankton_2017_CL3_2017-08-22T03:47:00Z,Abundance_[#/m3],0.221,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_CL3_?_Brachyura_zoea_?_TWINRING_150UM_MICROSCOPY_0.1372,AMBON_Zooplankton_2017_CL3_2017-08-22T03:47:00Z,Abundance_[#/m3],0.516,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_CL3_?_Pseudocalanus_newmani_?_?_TWINRING_150UM_MICROSCOPY_0.1398,AMBON_Zooplankton_2017_CL3_2017-08-22T03:47:00Z,Abundance_[#/m3],33.027,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_CL3_?_Pseudocalanus_minutus_?_?_TWINRING_150UM_MICROSCOPY_0.1532,AMBON_Zooplankton_2017_CL3_2017-08-22T03:47:00Z,Abundance_[#/m3],9.436,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_CL3_?_Bivalvia_?_?_TWINRING_150UM_MICROSCOPY_0.2091,AMBON_Zooplankton_2017_CL3_2017-08-22T03:47:00Z,Abundance_[#/m3],1075.725,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_CL3_?_Polychaeta_larvae_?_TWINRING_150UM_MICROSCOPY_0.2612,AMBON_Zooplankton_2017_CL3_2017-08-22T03:47:00Z,Abundance_[#/m3],99.08,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_CL3_?_Pseudocalanus_acuspes_?_?_TWINRING_150UM_MICROSCOPY_0.272,AMBON_Zooplankton_2017_CL3_2017-08-22T03:47:00Z,Abundance_[#/m3],42.463,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_CL3_?_Euphausiacea_juvenile_?_TWINRING_150UM_MICROSCOPY_0.2945,AMBON_Zooplankton_2017_CL3_2017-08-22T03:47:00Z,Abundance_[#/m3],0.663,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_CL3_?_Calanoida_nauplii_?_TWINRING_150UM_MICROSCOPY_0.3151,AMBON_Zooplankton_2017_CL3_2017-08-22T03:47:00Z,Abundance_[#/m3],660.533,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_CL3_?_Neocalanus_flemingeri_?_?_TWINRING_150UM_MICROSCOPY_0.3483,AMBON_Zooplankton_2017_CL3_2017-08-22T03:47:00Z,Abundance_[#/m3],0.516,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_CL3_?_Neocalanus_plumchrus_?_?_TWINRING_150UM_MICROSCOPY_0.3843,AMBON_Zooplankton_2017_CL3_2017-08-22T03:47:00Z,Abundance_[#/m3],0.516,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_CL3_?_Acartia_longiremis_?_?_TWINRING_150UM_MICROSCOPY_0.3941,AMBON_Zooplankton_2017_CL3_2017-08-22T03:47:00Z,Abundance_[#/m3],80.208,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_CL3_?_Cirripedia_cyprid_?_TWINRING_150UM_MICROSCOPY_0.5068,AMBON_Zooplankton_2017_CL3_2017-08-22T03:47:00Z,Abundance_[#/m3],25.95,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_CL3_?_Fritillaria_borealis_?_?_TWINRING_150UM_MICROSCOPY_0.8109,AMBON_Zooplankton_2017_CL3_2017-08-22T03:47:00Z,Abundance_[#/m3],5586.223,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_CL3_?_Parasagitta_elegans_?_?_TWINRING_150UM_MICROSCOPY_0.8989,AMBON_Zooplankton_2017_CL3_2017-08-22T03:47:00Z,Abundance_[#/m3],0.59,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_CL3_?_Melicertum_octocostatum_?_?_TWINRING_150UM_MICROSCOPY_0.903,AMBON_Zooplankton_2017_CL3_2017-08-22T03:47:00Z,Abundance_[#/m3],0.147,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_CL3_?_Centropages_abdominalis_?_?_TWINRING_150UM_MICROSCOPY_1.324,AMBON_Zooplankton_2017_CL3_2017-08-22T03:47:00Z,Abundance_[#/m3],193.442,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_CL3_?_Parasagitta_elegans_?_?_TWINRING_150UM_MICROSCOPY_1.3783,AMBON_Zooplankton_2017_CL3_2017-08-22T03:47:00Z,Abundance_[#/m3],7.077,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_CL3_?_Oithona_similis_?_?_TWINRING_150UM_MICROSCOPY_1.461,AMBON_Zooplankton_2017_CL3_2017-08-22T03:47:00Z,Abundance_[#/m3],1906.11,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_CL3_?_Decapoda_megalopa_?_TWINRING_150UM_MICROSCOPY_1.9501,AMBON_Zooplankton_2017_CL3_2017-08-22T03:47:00Z,Abundance_[#/m3],1.696,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_CL3_?_Euphausiacea_furcilia_?_TWINRING_150UM_MICROSCOPY_2.0972,AMBON_Zooplankton_2017_CL3_2017-08-22T03:47:00Z,Abundance_[#/m3],15.924,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_CL3_?_Pseudocalanus_?_?_TWINRING_150UM_MICROSCOPY_2.2493,AMBON_Zooplankton_2017_CL3_2017-08-22T03:47:00Z,Abundance_[#/m3],905.874,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_CL3_?_Calanus_glacialis_marshallae_?_?_TWINRING_150UM_MICROSCOPY_3.1159,AMBON_Zooplankton_2017_CL3_2017-08-22T03:47:00Z,Abundance_[#/m3],9.436,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_CL3_?_Neocalanus_cristatus_?_?_TWINRING_150UM_MICROSCOPY_4.7632,AMBON_Zooplankton_2017_CL3_2017-08-22T03:47:00Z,Abundance_[#/m3],0.958,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML6.9_?_Isopoda_?_?_TWINRING_150UM_MICROSCOPY_nan,AMBON_Zooplankton_2017_ML6.9_2017-08-22T03:47:00Z,Abundance_[#/m3],0.223,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
