ufn,semsp_id,seine_id,species,fork_length_field,weight_field,weight,fork_length
U9723,2015-07-06-D11-PI-1,DE237N1,PI,NA,NA,NA,NA
U9724,2015-07-06-D11-PI-2,DE237N1,PI,NA,NA,NA,NA
U9725,2015-07-06-D11-PI-3,DE237N1,PI,NA,NA,NA,NA
U9726,2015-07-06-D11-PI-4,DE237N1,PI,NA,NA,NA,NA
U9727,2015-07-06-D11-PI-6,DE237N1,PI,NA,NA,NA,NA
U9728,2015-07-06-D11-SO-1,DE237N1,SO,NA,NA,NA,NA
U9729,2015-07-06-D11-SO-10,DE237N1,SO,NA,NA,NA,NA
U9730,2015-07-06-D11-SO-18,DE237N1,SO,NA,NA,NA,NA
U9731,2015-07-06-D11-SO-2,DE237N1,SO,NA,NA,NA,NA
U9732,2015-07-06-D11-SO-23,DE237N1,SO,NA,NA,NA,NA
U9733,2015-07-06-D11-SO-3,DE237N1,SO,NA,NA,NA,NA
U9734,2015-07-06-D11-SO-4,DE237N1,SO,NA,NA,NA,NA
U9735,2015-07-06-D11-SO-5,DE237N1,SO,NA,NA,NA,NA
U9736,2015-07-06-D11-SO-6,DE237N1,SO,NA,NA,NA,NA
U9737,2015-07-06-D11-SO-7,DE237N1,SO,NA,NA,NA,NA
U9738,2015-07-06-D11-SO-8,DE237N1,SO,NA,NA,NA,NA
U9739,2015-07-06-D11-SO-9,DE237N1,SO,NA,NA,NA,NA
U9740,2015-07-07-D09-CU-1,DE239N2,CU,NA,NA,NA,NA
U9741,2015-07-07-D09-CU-2,DE239N2,CU,NA,NA,NA,NA
U9742,2015-07-07-D09-CU-3,DE239N2,CU,NA,NA,NA,NA
U9743,2015-07-07-D09-CU-5,DE239N2,CU,NA,NA,NA,NA
U9744,2015-07-07-D09-CU-6,DE239N2,CU,NA,NA,NA,NA
U9745,2015-07-07-D11-CU-1,DE238N1,CU,NA,NA,NA,NA
U9746,2015-07-07-D11-CU-10,DE238N1,CU,NA,NA,NA,NA
U9747,2015-07-07-D11-CU-2,DE238N1,CU,NA,NA,NA,NA
U9748,2015-07-07-D11-CU-3,DE238N1,CU,NA,NA,NA,NA
U9749,2015-07-07-D11-CU-4,DE238N1,CU,NA,NA,NA,NA
U9750,2015-07-07-D11-CU-5,DE238N1,CU,NA,NA,NA,NA
U9751,2015-07-07-D11-CU-6,DE238N1,CU,NA,NA,NA,NA
U9752,2015-07-07-D11-CU-7,DE238N1,CU,NA,NA,NA,NA
U9753,2015-07-07-D11-CU-8,DE238N1,CU,NA,NA,NA,NA
U9754,2015-07-07-D11-CU-9,DE238N1,CU,NA,NA,NA,NA
U9755,2015-07-07-D11-PI-1,DE238N1,PI,NA,NA,NA,NA
U9756,2015-07-07-D11-PI-10,DE238N1,PI,NA,NA,NA,NA
U9757,2015-07-07-D11-PI-2,DE238N1,PI,NA,NA,NA,NA
U9758,2015-07-07-D11-PI-3,DE238N1,PI,NA,NA,NA,NA
U9759,2015-07-07-D11-PI-4,DE238N1,PI,NA,NA,NA,NA
U9760,2015-07-07-D11-PI-5,DE238N1,PI,NA,NA,NA,NA
U9761,2015-07-07-D11-PI-6,DE238N1,PI,NA,NA,NA,NA
U9762,2015-07-07-D11-PI-7,DE238N1,PI,NA,NA,NA,NA
U9763,2015-07-07-D11-PI-8,DE238N1,PI,NA,NA,NA,NA
U9764,2015-07-07-D11-PI-9,DE238N1,PI,NA,NA,NA,NA
U9765,2015-07-07-D11-SO-1,DE238N1,SO,NA,NA,NA,NA
U9766,2015-07-07-D11-SO-10,DE238N1,SO,NA,NA,NA,NA
U9767,2015-07-07-D11-SO-11,DE238N1,SO,NA,NA,NA,NA
U9768,2015-07-07-D11-SO-12,DE238N1,SO,NA,NA,NA,NA
U9769,2015-07-07-D11-SO-13,DE238N1,SO,NA,NA,NA,NA
U9770,2015-07-07-D11-SO-14,DE238N1,SO,NA,NA,NA,NA
U9771,2015-07-07-D11-SO-15,DE238N1,SO,NA,NA,NA,NA
U9772,2015-07-07-D11-SO-16,DE238N1,SO,NA,NA,NA,NA
U9773,2015-07-07-D11-SO-17,DE238N1,SO,NA,NA,NA,NA
U9774,2015-07-07-D11-SO-2,DE238N1,SO,NA,NA,NA,NA
U9775,2015-07-07-D11-SO-3,DE238N1,SO,NA,NA,NA,NA
U9776,2015-07-07-D11-SO-4,DE238N1,SO,NA,NA,NA,NA
U9777,2015-07-07-D11-SO-5,DE238N1,SO,NA,NA,NA,NA
U9778,2015-07-07-D11-SO-6,DE238N1,SO,NA,NA,NA,NA
U9779,2015-07-07-D11-SO-7,DE238N1,SO,NA,NA,NA,NA
U9780,2015-07-07-D11-SO-8,DE238N1,SO,NA,NA,NA,NA
U9781,2015-07-07-D11-SO-9,DE238N1,SO,NA,NA,NA,NA
U9782,2015-07-07-J09-CU-1,JE225N1,CU,NA,NA,NA,NA
U9783,2015-07-07-J09-CU-6,JE225N1,CU,NA,NA,NA,NA
U9784,2015-07-07-J09-CU-7,JE225N1,CU,NA,NA,NA,NA
U9785,2015-07-07-J09-CU-8,JE225N1,CU,NA,NA,NA,NA
U9786,2015-07-07-J09-CU-9,JE225N1,CU,NA,NA,NA,NA
U9787,2015-07-07-J09-SO-13,JE225N1,SO,NA,NA,NA,NA
U9788,2015-07-07-J09-SO-14,JE225N1,SO,NA,NA,NA,NA
U9789,2015-07-07-J09-SO-19,JE225N1,SO,NA,NA,NA,NA
U9790,2015-07-07-J09-SO-20,JE225N1,SO,NA,NA,NA,NA
U9791,2015-07-07-J09-SO-22,JE225N1,SO,NA,NA,NA,NA
U9792,2015-07-07-J09-SO-24,JE225N1,SO,NA,NA,NA,NA
U9793,2015-07-07-J09-SO-25,JE225N1,SO,NA,NA,NA,NA
U9794,2015-07-07-J09-SO-26,JE225N1,SO,NA,NA,NA,NA
U9795,2015-07-07-J09-SO-29,JE225N1,SO,NA,NA,NA,NA
U9796,2015-07-07-J09-SO-30,JE225N1,SO,NA,NA,NA,NA
U9797,2015-07-14-D11-CU-1,DE241N1,CU,NA,NA,NA,NA
U9798,2015-07-14-D11-CU-10,DE241N1,CU,NA,NA,NA,NA
U9799,2015-07-14-D11-CU-2,DE241N1,CU,NA,NA,NA,NA
U9800,2015-07-14-D11-CU-3,DE241N1,CU,NA,NA,NA,NA
U9801,2015-07-14-D11-CU-4,DE241N1,CU,NA,NA,NA,NA
U9802,2015-07-14-D11-CU-5,DE241N1,CU,NA,NA,NA,NA
U9803,2015-07-14-D11-CU-6,DE241N1,CU,NA,NA,NA,NA
U9804,2015-07-14-D11-CU-7,DE241N1,CU,NA,NA,NA,NA
U9805,2015-07-14-D11-CU-8,DE241N1,CU,NA,NA,NA,NA
U9806,2015-07-14-D11-CU-9,DE241N1,CU,NA,NA,NA,NA
U9807,2015-07-14-D11-HE-1,DE241N1,HE,NA,NA,NA,NA
U9808,2015-07-14-D11-PI-1,DE241N1,PI,NA,NA,NA,NA
U9809,2015-07-14-D11-PI-10,DE241N1,PI,NA,NA,NA,NA
U9810,2015-07-14-D11-PI-2,DE241N1,PI,NA,NA,NA,NA
U9811,2015-07-14-D11-PI-3,DE241N1,PI,NA,NA,NA,NA
U9812,2015-07-14-D11-PI-4,DE241N1,PI,NA,NA,NA,NA
U9813,2015-07-14-D11-PI-5,DE241N1,PI,NA,NA,NA,NA
U9814,2015-07-14-D11-PI-6,DE241N1,PI,NA,NA,NA,NA
U9815,2015-07-14-D11-PI-7,DE241N1,PI,NA,NA,NA,NA
U9816,2015-07-14-D11-PI-8,DE241N1,PI,NA,NA,NA,NA
U9817,2015-07-14-D11-PI-9,DE241N1,PI,NA,NA,NA,NA
U9818,2016-05-13-D04-CO-1,DE258N1,CO,NA,NA,NA,NA
U9819,2016-05-13-D04-CO-2,DE258N1,CO,NA,NA,NA,NA
U9820,2016-05-13-D04-CU-1,DE258N1,CU,NA,NA,NA,NA
U9821,2016-05-13-D04-PI-1,DE258N1,PI,NA,NA,NA,NA
U9822,2016-05-13-D04-PI-2,DE258N1,PI,NA,NA,NA,NA
U9823,2016-05-13-D04-PI-3,DE258N1,PI,NA,NA,NA,NA
U9824,2016-05-13-D04-SO-1,DE258N1,SO,NA,NA,NA,NA
U9825,2016-05-13-D04-SO-10,DE258N1,SO,NA,NA,NA,NA
U9826,2016-05-13-D04-SO-11,DE258N1,SO,NA,NA,NA,NA
U9827,2016-05-13-D04-SO-12,DE258N1,SO,NA,NA,NA,NA
U9828,2016-05-13-D04-SO-13,DE258N1,SO,NA,NA,NA,NA
U9829,2016-05-13-D04-SO-14,DE258N1,SO,NA,NA,NA,NA
U9830,2016-05-13-D04-SO-15,DE258N1,SO,NA,NA,NA,NA
U9831,2016-05-13-D04-SO-18,DE258N1,SO,NA,NA,NA,NA
U9832,2016-05-13-D04-SO-2,DE258N1,SO,NA,NA,NA,NA
U9833,2016-05-13-D04-SO-27,DE258N1,SO,NA,NA,NA,NA
U9834,2016-05-13-D04-SO-28,DE258N1,SO,NA,NA,NA,NA
U9835,2016-05-13-D04-SO-29,DE258N1,SO,NA,NA,NA,NA
U9836,2016-05-13-D04-SO-3,DE258N1,SO,NA,NA,NA,NA
U9837,2016-05-13-D04-SO-30,DE258N1,SO,NA,NA,NA,NA
U9838,2016-05-13-D04-SO-4,DE258N1,SO,NA,NA,NA,NA
U9839,2016-05-13-D04-SO-5,DE258N1,SO,NA,NA,NA,NA
U9840,2016-05-13-D04-SO-6,DE258N1,SO,NA,NA,NA,NA
U9841,2016-05-13-D04-SO-7,DE258N1,SO,NA,NA,NA,NA
U9842,2016-05-13-D04-SO-8,DE258N1,SO,NA,NA,NA,NA
U9843,2016-05-13-D04-SO-9,DE258N1,SO,NA,NA,NA,NA
U9844,2016-05-13-D25-CU-1,DE255N2,CU,NA,NA,NA,NA
U9845,2016-05-13-D25-CU-10,DE255N2,CU,NA,NA,NA,NA
U9846,2016-05-13-D25-CU-2,DE255N2,CU,NA,NA,NA,NA
U9847,2016-05-13-D25-CU-3,DE255N2,CU,NA,NA,NA,NA
U9848,2016-05-13-D25-CU-4,DE255N2,CU,NA,NA,NA,NA
U9849,2016-05-13-D25-CU-5,DE255N2,CU,NA,NA,NA,NA
U9850,2016-05-13-D25-CU-6,DE255N2,CU,NA,NA,NA,NA
U9851,2016-05-13-D25-CU-7,DE255N2,CU,NA,NA,NA,NA
U9852,2016-05-13-D25-CU-8,DE255N2,CU,NA,NA,NA,NA
U9853,2016-05-13-D25-CU-9,DE255N2,CU,NA,NA,NA,NA
U9854,2016-05-13-D25-HE-1,DE255N2,HE,NA,NA,NA,NA
U9855,2016-05-13-D25-HE-2,DE255N2,HE,NA,NA,NA,NA
U9856,2016-05-13-D25-HE-3,DE255N2,HE,NA,NA,NA,NA
U9857,2016-05-13-D25-HE-4,DE255N2,HE,NA,NA,NA,NA
U9858,2016-05-13-D25-HE-5,DE255N2,HE,NA,NA,NA,NA
U9859,2016-05-13-D25-HE-6,DE255N2,HE,NA,NA,NA,NA
U9860,2016-05-13-D25-HE-7,DE255N2,HE,NA,NA,NA,NA
U9861,2016-05-13-D25-HE-8,DE255N2,HE,NA,NA,NA,NA
U9862,2016-05-13-D25-HE-9,DE255N2,HE,NA,NA,NA,NA
U9863,2016-05-13-D25-PI-1,DE255N2,PI,NA,NA,NA,NA
U9864,2016-05-13-D25-PI-10,DE255N2,PI,NA,NA,NA,NA
U9865,2016-05-13-D25-PI-2,DE255N2,PI,NA,NA,NA,NA
U9866,2016-05-13-D25-PI-3,DE255N2,PI,NA,NA,NA,NA
U9867,2016-05-13-D25-PI-4,DE255N2,PI,NA,NA,NA,NA
U9868,2016-05-13-D25-PI-5,DE255N2,PI,NA,NA,NA,NA
U9869,2016-05-13-D25-PI-6,DE255N2,PI,NA,NA,NA,NA
U9870,2016-05-13-D25-PI-7,DE255N2,PI,NA,NA,NA,NA
U9871,2016-05-13-D25-PI-8,DE255N2,PI,NA,NA,NA,NA
U9872,2016-05-13-D25-PI-9,DE255N2,PI,NA,NA,NA,NA
U9873,2016-05-13-D25-SO-1,DE255N2,SO,NA,NA,NA,NA
U9874,2016-05-13-D25-SO-10,DE255N2,SO,NA,NA,NA,NA
U9875,2016-05-13-D25-SO-11,DE255N2,SO,NA,NA,NA,NA
U9876,2016-05-13-D25-SO-12,DE255N2,SO,NA,NA,NA,NA
U9877,2016-05-13-D25-SO-13,DE255N2,SO,NA,NA,NA,NA
U9878,2016-05-13-D25-SO-14,DE255N2,SO,NA,NA,NA,NA
U9879,2016-05-13-D25-SO-15,DE255N2,SO,NA,NA,NA,NA
U9880,2016-05-13-D25-SO-16,DE255N2,SO,NA,NA,NA,NA
U9881,2016-05-13-D25-SO-17,DE255N2,SO,NA,NA,NA,NA
U9882,2016-05-13-D25-SO-2,DE255N2,SO,NA,NA,NA,NA
U9883,2016-05-13-D25-SO-24,DE255N2,SO,NA,NA,NA,NA
U9884,2016-05-13-D25-SO-25,DE255N2,SO,NA,NA,NA,NA
U9885,2016-05-13-D25-SO-26,DE255N2,SO,NA,NA,NA,NA
U9886,2016-05-13-D25-SO-3,DE255N2,SO,NA,NA,NA,NA
U9887,2016-05-13-D25-SO-31,DE255N2,SO,NA,NA,NA,NA
U9888,2016-05-13-D25-SO-4,DE255N2,SO,NA,NA,NA,NA
U9889,2016-05-13-D25-SO-5,DE255N2,SO,NA,NA,NA,NA
U9890,2016-05-13-D25-SO-6,DE255N2,SO,NA,NA,NA,NA
U9891,2016-05-13-D25-SO-7,DE255N2,SO,NA,NA,NA,NA
U9892,2016-05-13-D25-SO-8,DE255N2,SO,NA,NA,NA,NA
U9893,2016-05-13-D25-SO-9,DE255N2,SO,NA,NA,NA,NA
U9894,2016-05-14-D07-CO-1,DE261N1,CO,NA,NA,NA,NA
U9895,2016-05-14-D07-CU-1,DE261N1,CU,NA,NA,NA,NA
U9896,2016-05-14-D07-CU-2,DE261N1,CU,NA,NA,NA,NA
U9897,2016-05-14-D07-CU-3,DE261N1,CU,NA,NA,NA,NA
U9898,2016-05-14-D07-HE-1,DE261N1,HE,NA,NA,NA,NA
U9899,2016-05-14-D07-HE-10,DE261N1,HE,NA,NA,NA,NA
U9900,2016-05-14-D07-HE-2,DE261N1,HE,NA,NA,NA,NA
U9901,2016-05-14-D07-HE-3,DE261N1,HE,NA,NA,NA,NA
U9902,2016-05-14-D07-HE-4,DE261N1,HE,NA,NA,NA,NA
U9903,2016-05-14-D07-HE-5,DE261N1,HE,NA,NA,NA,NA
U9904,2016-05-14-D07-HE-6,DE261N1,HE,NA,NA,NA,NA
U9905,2016-05-14-D07-HE-7,DE261N1,HE,NA,NA,NA,NA
U9906,2016-05-14-D07-HE-8,DE261N1,HE,NA,NA,NA,NA
U9907,2016-05-14-D07-HE-9,DE261N1,HE,NA,NA,NA,NA
U9908,2016-05-14-D07-PI-1,DE261N1,PI,NA,NA,NA,NA
U9909,2016-05-14-D07-PI-2,DE261N1,PI,NA,NA,NA,NA
U9910,2016-05-14-D08-HE-3,DE260N1,HE,NA,NA,NA,NA
U9911,2016-05-14-D08-HE-6,DE260N1,HE,NA,NA,NA,NA
U9912,2016-05-14-D08-HE-9,DE260N1,HE,NA,NA,NA,NA
U9913,2016-05-14-D08-SO-1,DE260N1,SO,NA,NA,NA,NA
U9914,2016-05-14-D24-CU-1,DE259N1,CU,NA,NA,NA,NA
U9915,2016-05-14-D24-HE-1,DE259N1,HE,NA,NA,NA,NA
U9916,2016-05-14-D24-HE-10,DE259N1,HE,NA,NA,NA,NA
U9917,2016-05-14-D24-HE-2,DE259N1,HE,NA,NA,NA,NA
U9918,2016-05-14-D24-HE-3,DE259N1,HE,NA,NA,NA,NA
U9919,2016-05-14-D24-HE-4,DE259N1,HE,NA,NA,NA,NA
U9920,2016-05-14-D24-HE-5,DE259N1,HE,NA,NA,NA,NA
U9921,2016-05-14-D24-HE-6,DE259N1,HE,NA,NA,NA,NA
U9922,2016-05-14-D24-HE-7,DE259N1,HE,NA,NA,NA,NA
U9923,2016-05-14-D24-HE-8,DE259N1,HE,NA,NA,NA,NA
U9924,2016-05-14-D24-HE-9,DE259N1,HE,NA,NA,NA,NA
U9925,2016-05-14-D24-PI-1,DE259N1,PI,NA,NA,NA,NA
U9926,2016-05-14-D24-SO-1,DE259N1,SO,NA,NA,NA,NA
U9927,2016-05-14-D24-SO-10,DE259N1,SO,NA,NA,NA,NA
U9928,2016-05-14-D24-SO-11,DE259N1,SO,NA,NA,NA,NA
U9929,2016-05-14-D24-SO-12,DE259N1,SO,NA,NA,NA,NA
U9930,2016-05-14-D24-SO-13,DE259N1,SO,NA,NA,NA,NA
U9931,2016-05-14-D24-SO-14,DE259N1,SO,NA,NA,NA,NA
U9932,2016-05-14-D24-SO-15,DE259N1,SO,NA,NA,NA,NA
U9933,2016-05-14-D24-SO-2,DE259N1,SO,NA,NA,NA,NA
U9934,2016-05-14-D24-SO-22,DE259N1,SO,NA,NA,NA,NA
U9935,2016-05-14-D24-SO-23,DE259N1,SO,NA,NA,NA,NA
U9936,2016-05-14-D24-SO-25,DE259N1,SO,NA,NA,NA,NA
U9937,2016-05-14-D24-SO-26,DE259N1,SO,NA,NA,NA,NA
U9938,2016-05-14-D24-SO-27,DE259N1,SO,NA,NA,NA,NA
U9939,2016-05-14-D24-SO-3,DE259N1,SO,NA,NA,NA,NA
U9940,2016-05-14-D24-SO-4,DE259N1,SO,NA,NA,NA,NA
U9941,2016-05-14-D24-SO-5,DE259N1,SO,NA,NA,NA,NA
U9942,2016-05-14-D24-SO-6,DE259N1,SO,NA,NA,NA,NA
U9943,2016-05-14-D24-SO-7,DE259N1,SO,NA,NA,NA,NA
U9944,2016-05-14-D24-SO-8,DE259N1,SO,NA,NA,NA,NA
U9945,2016-05-14-D24-SO-9,DE259N1,SO,NA,NA,NA,NA
U9946,2016-05-16-D21-CU-1,DE267N1,CU,NA,NA,NA,NA
U9947,2016-05-16-D21-CU-2,DE267N1,CU,NA,NA,NA,NA
U9948,2016-05-16-D21-CU-3,DE267N1,CU,NA,NA,NA,NA
U9949,2016-05-16-D21-HE-1,DE267N1,HE,NA,NA,NA,NA
U9950,2016-05-16-D21-HE-2,DE267N1,HE,NA,NA,NA,NA
U9951,2016-05-16-D21-HE-3,DE267N1,HE,NA,NA,NA,NA
U9952,2016-05-16-D21-HE-4,DE267N1,HE,NA,NA,NA,NA
U9953,2016-05-16-D21-HE-5,DE267N1,HE,NA,NA,NA,NA
U9954,2016-05-16-D21-HE-6,DE267N1,HE,NA,NA,NA,NA
U9955,2016-05-16-D21-SO-1,DE267N1,SO,NA,NA,NA,NA
U9956,2016-05-16-D21-SO-10,DE267N1,SO,NA,NA,NA,NA
U9957,2016-05-16-D21-SO-11,DE267N1,SO,NA,NA,NA,NA
U9958,2016-05-16-D21-SO-12,DE267N1,SO,NA,NA,NA,NA
U9959,2016-05-16-D21-SO-13,DE267N1,SO,NA,NA,NA,NA
U9960,2016-05-16-D21-SO-14,DE267N1,SO,NA,NA,NA,NA
U9961,2016-05-16-D21-SO-15,DE267N1,SO,NA,NA,NA,NA
U9962,2016-05-16-D21-SO-18,DE267N1,SO,NA,NA,NA,NA
U9963,2016-05-16-D21-SO-2,DE267N1,SO,NA,NA,NA,NA
U9964,2016-05-16-D21-SO-23,DE267N1,SO,NA,NA,NA,NA
U9965,2016-05-16-D21-SO-27,DE267N1,SO,NA,NA,NA,NA
U9966,2016-05-16-D21-SO-29,DE267N1,SO,NA,NA,NA,NA
U9967,2016-05-16-D21-SO-3,DE267N1,SO,NA,NA,NA,NA
U9968,2016-05-16-D21-SO-30,DE267N1,SO,NA,NA,NA,NA
U9969,2016-05-16-D21-SO-4,DE267N1,SO,NA,NA,NA,NA
U9970,2016-05-16-D21-SO-5,DE267N1,SO,NA,NA,NA,NA
U9971,2016-05-16-D21-SO-6,DE267N1,SO,NA,NA,NA,NA
U9972,2016-05-16-D21-SO-7,DE267N1,SO,NA,NA,NA,NA
U9973,2016-05-16-D21-SO-8,DE267N1,SO,NA,NA,NA,NA
U9974,2016-05-16-D21-SO-9,DE267N1,SO,NA,NA,NA,NA
U9975,2016-05-18-D25-CU-1,DE269N2,CU,NA,NA,NA,NA
U9976,2016-05-18-D25-CU-2,DE269N2,CU,NA,NA,NA,NA
U9977,2016-05-18-D25-CU-3,DE269N2,CU,NA,NA,NA,NA
U9978,2016-05-18-D25-CU-4,DE269N2,CU,NA,NA,NA,NA
U9979,2016-05-18-D25-CU-5,DE269N2,CU,NA,NA,NA,NA
U9980,2016-05-18-D25-PI-1,DE269N2,PI,NA,NA,NA,NA
U9981,2016-05-18-D25-PI-2,DE269N2,PI,NA,NA,NA,NA
U9982,2016-05-18-D25-PI-3,DE269N2,PI,NA,NA,NA,NA
U9983,2016-05-18-D25-SO-1,DE269N2,SO,NA,NA,NA,NA
U9984,2016-05-18-D25-SO-10,DE269N2,SO,NA,NA,NA,NA
U9985,2016-05-18-D25-SO-11,DE269N2,SO,NA,NA,NA,NA
U9986,2016-05-18-D25-SO-12,DE269N2,SO,NA,NA,NA,NA
U9987,2016-05-18-D25-SO-13,DE269N2,SO,NA,NA,NA,NA
U9988,2016-05-18-D25-SO-14,DE269N2,SO,NA,NA,NA,NA
U9989,2016-05-18-D25-SO-15,DE269N2,SO,NA,NA,NA,NA
U9990,2016-05-18-D25-SO-16,DE269N2,SO,NA,NA,NA,NA
U9991,2016-05-18-D25-SO-18,DE269N2,SO,NA,NA,NA,NA
U9992,2016-05-18-D25-SO-19,DE269N2,SO,NA,NA,NA,NA
U9993,2016-05-18-D25-SO-2,DE269N2,SO,NA,NA,NA,NA
U9994,2016-05-18-D25-SO-20,DE269N2,SO,NA,NA,NA,NA
U9995,2016-05-18-D25-SO-21,DE269N2,SO,NA,NA,NA,NA
U9996,2016-05-18-D25-SO-3,DE269N2,SO,NA,NA,NA,NA
U9997,2016-05-18-D25-SO-4,DE269N2,SO,NA,NA,NA,NA
U9998,2016-05-18-D25-SO-5,DE269N2,SO,NA,NA,NA,NA
U9999,2016-05-18-D25-SO-6,DE269N2,SO,NA,NA,NA,NA
U20201,NA,DE607N1,SO,101,9,NA,NA
U20202,NA,DE607N1,SO,115,13,NA,NA
U20203,NA,DE607N1,SO,111,12,NA,NA
U20204,NA,DE607N1,SO,106,10,NA,NA
U20205,NA,DE607N1,SO,116,13.5,NA,NA
U20206,NA,DE607N1,SO,119,11.5,NA,NA
U20207,NA,DE607N1,SO,116,12.5,NA,NA
U20208,NA,DE607N1,SO,125,16,NA,NA
U20209,NA,DE607N1,SO,101,12,NA,NA
U20210,NA,DE607N1,SO,125,16.5,NA,NA
U20211,NA,DE607N1,CU,125,19,NA,NA
U20212,NA,DE607N1,CU,120,16,NA,NA
U20213,NA,DE607N1,CU,95,8,NA,NA
U20221,NA,DE607N1,SO,NA,NA,NA,NA
U20222,NA,DE607N1,SO,NA,NA,NA,NA
U20223,NA,DE607N1,SO,NA,NA,NA,NA
U20224,NA,DE607N1,SO,NA,NA,NA,NA
U20225,NA,DE607N1,SO,NA,NA,NA,NA
U20226,NA,DE607N1,SO,NA,NA,NA,NA
U20227,NA,DE607N1,SO,NA,NA,NA,NA
U20228,NA,DE607N1,SO,NA,NA,NA,NA
U20229,NA,DE607N1,SO,NA,NA,NA,NA
U20230,NA,DE607N1,SO,NA,NA,NA,NA
U20231,NA,DE607N1,SO,NA,NA,NA,NA
U20232,NA,DE607N1,SO,NA,NA,NA,NA
U20233,NA,DE607N1,SO,NA,NA,NA,NA
U20234,NA,DE607N1,SO,NA,NA,NA,NA
U20235,NA,DE607N1,SO,NA,NA,NA,NA
U20236,NA,DE607N1,SO,NA,NA,NA,NA
U20237,NA,DE607N1,SO,NA,NA,NA,NA
U20238,NA,DE607N1,SO,NA,NA,NA,NA
U20239,NA,DE607N1,SO,NA,NA,NA,NA
U20240,NA,DE607N1,SO,NA,NA,NA,NA
U20251,NA,DE607N1,CO,NA,NA,NA,NA
U20241,NA,DE607N1,CK,NA,NA,NA,NA
U20321,NA,DE610N1,SO,110,NA,NA,NA
U20322,NA,DE610N1,SO,110,NA,NA,NA
U20323,NA,DE610N1,SO,114,NA,NA,NA
U20324,NA,DE610N1,SO,105,NA,NA,NA
U20325,NA,DE610N1,SO,112,14.3,NA,NA
U20326,NA,DE610N1,SO,104,10,NA,NA
U20327,NA,DE610N1,SO,104,11.5,NA,NA
U20328,NA,DE610N1,SO,106,12,NA,NA
U20329,NA,DE610N1,SO,110,12.5,NA,NA
U20330,NA,DE610N1,SO,112,13,NA,NA
U20351,NA,DE610N1,PI,86,5.4,NA,NA
U20331,NA,DE610N1,SO,NA,NA,NA,NA
U20332,NA,DE610N1,SO,NA,NA,NA,NA
U20333,NA,DE610N1,SO,NA,NA,NA,NA
U20334,NA,DE610N1,SO,NA,NA,NA,NA
U20335,NA,DE610N1,SO,NA,NA,NA,NA
U20336,NA,DE610N1,SO,NA,NA,NA,NA
U20337,NA,DE610N1,SO,NA,NA,NA,NA
U20338,NA,DE610N1,SO,NA,NA,NA,NA
U20339,NA,DE610N1,SO,NA,NA,NA,NA
U20340,NA,DE610N1,SO,NA,NA,NA,NA
U20341,NA,DE610N1,SO,NA,NA,NA,NA
U20342,NA,DE610N1,SO,NA,NA,NA,NA
U20343,NA,DE610N1,SO,NA,NA,NA,NA
U20344,NA,DE610N1,SO,NA,NA,NA,NA
U20345,NA,DE610N1,SO,NA,NA,NA,NA
U20346,NA,DE610N1,SO,NA,NA,NA,NA
U20347,NA,DE610N1,SO,NA,NA,NA,NA
U20348,NA,DE610N1,SO,NA,NA,NA,NA
U20349,NA,DE610N1,SO,NA,NA,NA,NA
U20350,NA,DE610N1,SO,NA,NA,NA,NA
U20101,NA,DE614N3,SO,109,11.5,NA,NA
U20102,NA,DE614N3,SO,123,15.7,NA,NA
U20103,NA,DE614N3,SO,109,12,NA,NA
U20104,NA,DE614N3,SO,103,10.3,NA,NA
U20105,NA,DE614N3,SO,99,9.8,NA,NA
U20106,NA,DE614N3,SO,108,9,NA,NA
U20107,NA,DE614N3,SO,105,12.2,NA,NA
U20108,NA,DE614N3,SO,125,17.3,NA,NA
U20109,NA,DE614N3,SO,110,11.8,NA,NA
U20110,NA,DE614N3,SO,114,11.5,NA,NA
U20111,NA,DE614N3,PI,81,4,NA,NA
U20112,NA,DE614N3,PI,84,5.5,NA,NA
U20113,NA,DE614N3,PI,83,5,NA,NA
U20114,NA,DE614N3,PI,82,4.5,NA,NA
U20115,NA,DE614N3,PI,74,3.5,NA,NA
U20116,NA,DE614N3,PI,76,3.7,NA,NA
U20117,NA,DE614N3,PI,86,5.4,NA,NA
U20118,NA,DE614N3,PI,79,4,NA,NA
U20119,NA,DE614N3,PI,89,6.2,NA,NA
U20120,NA,DE614N3,PI,82,4.6,NA,NA
U20491,NA,DE614N3,CU,113,13.3,NA,NA
U20492,NA,DE614N3,CU,109,12,NA,NA
U20493,NA,DE614N3,CU,100,10.2,NA,NA
U20494,NA,DE614N3,CU,124,16.5,NA,NA
U20495,NA,DE614N3,CU,119,15.3,NA,NA
U20496,NA,DE614N3,CU,115,12.5,NA,NA
U20121,NA,DE614N3,SO,NA,NA,NA,NA
U20122,NA,DE614N3,SO,NA,NA,NA,NA
U20123,NA,DE614N3,SO,NA,NA,NA,NA
U20124,NA,DE614N3,SO,NA,NA,NA,NA
U20125,NA,DE614N3,SO,NA,NA,NA,NA
U20126,NA,DE614N3,SO,NA,NA,NA,NA
U20127,NA,DE614N3,SO,NA,NA,NA,NA
U20128,NA,DE614N3,SO,NA,NA,NA,NA
U20129,NA,DE614N3,SO,NA,NA,NA,NA
U20130,NA,DE614N3,SO,NA,NA,NA,NA
U20131,NA,DE614N3,SO,NA,NA,NA,NA
U20132,NA,DE614N3,SO,NA,NA,NA,NA
