ufn,semsp_id,seine_id,species,fork_length_field,weight_field,weight,fork_length
U2752,2016-06-02-D21-SO-22,DE296N1,SO,NA,NA,8.4,92
U2753,2016-06-02-D21-SO-29,DE296N1,SO,NA,NA,7.6,91
U2754,2016-06-02-D21-SO-27,DE296N1,SO,NA,NA,8.4,95
U2755,2016-06-02-D21-SO-28,DE296N1,SO,NA,NA,11.1,105
U2756,2016-06-02-D21-SO-21,DE296N1,SO,NA,NA,13.3,113
U2757,2016-06-02-D21-SO-26,DE296N1,SO,NA,NA,9,96
U2758,2016-06-02-D21-SO-25,DE296N1,SO,NA,NA,8.9,97
U2759,2016-05-19-D08-SO-4,DE274N1,SO,NA,NA,3.8,79
U2504,2016-05-19-D24-SO-16,DE275N1,SO,NA,NA,6.1,85
U2505,2016-05-19-D24-SO-18,DE275N1,SO,NA,NA,5.2,79
U2506,2016-05-19-D24-SO-21,DE275N1,SO,NA,NA,4.9,79
U2507,2016-05-19-D24-SO-20,DE275N1,SO,NA,NA,4.8,77
U2801,2016-05-23-D27-SO-3,DE278N1,SO,NA,NA,5.9,89
U2802,2016-05-23-D27-SO-2,DE278N1,SO,NA,NA,6.5,90
U2803,2016-05-23-D27-SO-25,DE278N1,SO,NA,NA,5.8,87
U2804,2016-05-23-D27-SO-27,DE278N1,SO,NA,NA,6.3,92
U2805,2016-05-23-D27-SO-19,DE278N1,SO,NA,NA,6.5,89
U2806,2016-05-19-D24-SO-22,DE275N1,SO,NA,NA,7.2,94
U2807,2016-05-19-D24-SO-26,DE275N1,SO,NA,NA,6.2,89
U2808,2016-05-19-D24-SO-25,DE275N1,SO,NA,NA,5.1,86
U2809,2016-05-19-D24-SO-17,DE275N1,SO,NA,NA,5.4,85
U2810,2016-05-19-D24-SO-23,DE275N1,SO,NA,NA,4.9,85
U2811,2016-05-19-D24-SO-24,DE275N1,SO,NA,NA,2.9,73
U2760,2016-05-19-D08-SO-10,DE274N1,SO,NA,NA,4.2,80
U2761,2016-05-19-D08-SO-3,DE274N1,SO,NA,NA,4.7,83
U2762,2016-05-19-D08-SO-2,DE274N1,SO,NA,NA,7.6,96
U2763,2016-05-19-D08-SO-13,DE274N1,SO,NA,NA,4.3,82
U2764,2016-05-19-D08-SO-5,DE274N1,SO,NA,NA,4.9,84
U2765,2016-05-19-D08-SO-15,DE274N1,SO,NA,NA,4.4,82
U2766,2016-05-19-D08-SO-7,DE274N1,SO,NA,NA,5.1,85
U2767,2016-05-19-D08-SO-14,DE274N1,SO,NA,NA,6,88
U2768,2016-05-19-D08-SO-6,DE274N1,SO,NA,NA,4.1,77
U2508,2016-05-16-D21-SO-26,DE267N1,SO,NA,NA,6.2,87
U2509,2016-05-16-D21-SO-21,DE267N1,SO,NA,NA,9.2,100
U2510,2016-05-16-D21-SO-24,DE267N1,SO,NA,NA,6.2,89
U2511,2016-05-16-D21-SO-19,DE267N1,SO,NA,NA,6.7,91
U2389,2016-05-13-D04-SO-22,DE258N1,SO,NA,NA,7.3,94
U2390,2016-05-13-D04-SO-19,DE258N1,SO,NA,NA,11.3,114
U2391,2016-05-13-D04-SO-20,DE258N1,SO,NA,NA,13.7,115
U2392,2016-06-09-J10-SO-16,JE263N1,SO,NA,NA,15.2,120
U2393,2016-06-09-J10-SO-17,JE263N1,SO,NA,NA,12.8,111
U2394,2016-06-09-J10-SO-14,JE263N1,SO,NA,NA,8.1,96
U2812,2016-05-16-D21-SO-17,DE267N1,SO,NA,NA,6.8,93
U2813,2016-05-16-D21-SO-20,DE267N1,SO,NA,NA,7,86
U2814,2016-05-16-D21-SO-28,DE267N1,SO,NA,NA,8.1,99
U2815,2016-05-16-D21-SO-22,DE267N1,SO,NA,NA,6.1,88
U2816,2016-05-16-D21-SO-25,DE267N1,SO,NA,NA,7,92
U2817,2016-05-16-D21-SO-16,DE267N1,SO,NA,NA,8.7,98
U2769,2016-05-13-D04-SO-26,DE258N1,SO,NA,NA,14.5,120
U2770,2016-05-13-D04-SO-23,DE258N1,SO,NA,NA,9.4,103
U2771,2016-05-13-D04-SO-25,DE258N1,SO,NA,NA,10.7,109
U2772,2016-05-13-D04-SO-16,DE258N1,SO,NA,NA,7.4,94
U2773,2016-05-13-D04-SO-21,DE258N1,SO,NA,NA,19.8,134
U2774,2016-05-13-D04-SO-17,DE258N1,SO,NA,NA,7.3,91
U2775,2016-05-13-D04-SO-24,DE258N1,SO,NA,NA,6.9,90
U2776,2016-06-09-J10-SO-13,JE263N1,SO,NA,NA,10.8,103
U2777,2016-06-09-J10-SO-11,JE263N1,SO,NA,NA,13.6,110
U2778,2016-06-09-J10-SO-20,JE263N1,SO,NA,NA,9.6,99
U2395,2016-06-09-J10-SO-18,JE263N1,SO,NA,NA,13,114
U2396,2016-06-09-J10-SO-12,JE263N1,SO,NA,NA,10.9,102
U2397,2016-06-09-J10-SO-19,JE263N1,SO,NA,NA,7.8,93
U2398,2016-06-02-D11-SO-10,DE295N1,SO,NA,NA,8.4,97
U2399,2016-06-02-D11-SO-7,DE295N1,SO,NA,NA,8.1,96
U2400,2016-06-02-D11-SO-1,DE295N1,SO,NA,NA,NA,104
U2901,2016-06-02-D11-SO-2,DE295N1,SO,NA,NA,8.8,96
U2902,2016-06-02-D11-SO-5,DE295N1,SO,NA,NA,5.8,86
U2903,2016-05-18-D25-SO-17,DE269N2,SO,NA,NA,3.7,75
U2818,2016-05-18-D25-SO-30,DE269N2,SO,NA,NA,5,90
U2819,2016-05-18-D25-SO-27,DE269N2,SO,NA,NA,3.3,75
U2820,2016-05-18-D25-SO-25,DE269N2,SO,NA,NA,4.2,81
U2821,2016-05-18-D25-SO-23,DE269N2,SO,NA,NA,5.5,90
U2822,2016-05-18-D25-SO-24,DE269N2,SO,NA,NA,5.8,93
U2823,2016-05-18-D25-SO-28,DE269N2,SO,NA,NA,4.7,86
U2779,2016-06-09-J10-SO-15,JE263N1,SO,NA,NA,9,97
U2780,2016-06-02-D11-SO-9,DE295N1,SO,NA,NA,4.6,79
U2781,2016-06-02-D11-SO-8,DE295N1,SO,NA,NA,7.5,93
U2782,2016-06-02-D11-SO-4,DE295N1,SO,NA,NA,7.9,94
U2783,2016-06-02-D11-SO-3,DE295N1,SO,NA,NA,7.1,91
U2784,2016-06-02-D11-SO-6,DE295N1,SO,NA,NA,9.2,100
U2785,2016-05-14-D08-SO-2,DE260N1,SO,NA,NA,4.4,77
U2786,2016-05-18-D25-SO-29,DE269N2,SO,NA,NA,6.9,93
U2787,2016-05-18-D25-SO-22,DE269N2,SO,NA,NA,4.5,80
U2788,2016-05-18-D25-SO-26,DE269N2,SO,NA,NA,4.8,82
U2824,2015-06-05-D07-CU-6,DE163N1,CU,NA,NA,8,94
U2625,2015-06-05-D07-CU-10,DE163N1,CU,NA,NA,9.6,94
U2626,2015-05-21-D07-CU-1,DE115N2,CU,NA,NA,9.6,96
U2627,2015-05-21-D07-CU-4,DE115N2,CU,NA,NA,18.4,122
U2912,2015-05-16-D07-CU-1,DE107N1,CU,NA,NA,7.1,90
U2913,2015-06-19-J09-CU-9,JE189N2,CU,NA,NA,20.6,133
U2825,2015-06-19-J09-CU-4,JE189N2,CU,NA,NA,17.2,126
U2826,2015-06-01-J02-CU-2,JE136N1,CU,NA,NA,18.3,123
U2797,2015-06-16-J02-CU-2,JE180N2,CU,NA,NA,17.8,122
U2628,2015-06-05-D07-CU-5,DE163N1,CU,NA,NA,8,86
U2629,2015-06-05-D07-CU-1,DE163N1,CU,NA,NA,8.2,93
U2630,2015-06-19-J09-CU-8,JE189N2,CU,NA,NA,19.1,128
U2631,2015-06-19-J09-CU-3,JE189N2,CU,NA,NA,17.6,123
U2789,2015-06-16-J02-CU-4,JE180N2,CU,NA,NA,24.7,132
U2790,2015-06-16-J02-CU-7,JE180N2,CU,NA,NA,19.9,122
U2791,2015-06-16-J02-CU-6,JE180N2,CU,NA,NA,21.6,127
U2792,2015-07-01-J09-CU-2,JE218N1,CU,NA,NA,19.5,127
U2632,2015-06-19-J09-CU-2,JE189N2,CU,NA,NA,20.4,128
U2633,2015-06-05-D07-CU-9,DE163N1,CU,NA,NA,6.6,89
U2634,2015-05-21-D07-CU-3,DE115N2,CU,NA,NA,7.5,90
U2635,2015-05-16-D07-CU-8,DE107N1,CU,NA,NA,14.9,114
U2904,2015-07-07-J09-CU-5,JE225N1,CU,NA,NA,26.5,141
U2905,2015-07-07-J09-CU-10,JE225N1,CU,NA,NA,22.9,133
U2906,2015-06-18-D09-CU-10,DE199N1,CU,NA,NA,13.3,112
U2907,2015-06-18-D09-CU-6,DE199N1,CU,NA,NA,15.4,117
U2908,2015-07-01-J09-CU-9,JE218N1,CU,NA,NA,14.4,114
U2909,2015-06-16-J02-CU-3,JE180N2,CU,NA,NA,21.4,130
U2910,2015-06-16-J09-CU-8,JE181N2,CU,NA,NA,24.3,137
U2911,2015-06-16-J09-CU-9,JE181N2,CU,NA,NA,19.5,131
U2914,2015-05-31-J09-CU-3,JE134N1,CU,NA,NA,30.5,146
U2827,2015-05-16-D07-CU-4,DE107N1,CU,NA,NA,14.6,114
U2828,2015-05-16-D07-CU-2,DE107N1,CU,NA,NA,17.9,122
U2830,2015-05-16-D07-CU-5,DE107N1,CU,NA,NA,10.7,101
U2831,2015-05-21-D07-CU-7,DE115N2,CU,NA,NA,5.1,84
U2793,2015-07-07-J09-CU-2,JE225N1,CU,NA,NA,22.6,132
U2794,2015-07-07-J09-CU-3,JE225N1,CU,NA,NA,21.5,129
U2795,2015-06-18-D09-CU-7,DE199N1,CU,NA,NA,12,107
U2796,2015-06-18-D09-CU-3,DE199N1,CU,NA,NA,17.9,122
U2798,2015-07-07-J09-CU-4,JE225N1,CU,NA,NA,20.2,128
U2799,2015-07-01-J09-CU-4,JE218N1,CU,NA,NA,24,131
U2800,2015-06-18-D09-CU-9,DE199N1,CU,NA,NA,22,131
U3001,2015-05-31-J09-CU-6,JE134N1,CU,NA,NA,15.9,116
U2832,2015-05-24-J02-CU-4,JE110N2,CU,NA,NA,13.4,118
U2833,2015-05-24-J02-CU-3,JE110N2,CU,NA,NA,16.9,120
U3002,2015-06-16-J09-CU-7,JE181N2,CU,NA,NA,21.6,129
U3003,2015-05-31-J09-CU-8,JE134N1,CU,NA,NA,14.8,113
U3004,2015-06-16-J09-CU-4,JE181N2,CU,NA,NA,20,124
U3005,2015-05-31-J09-CU-4,JE134N1,CU,NA,NA,11.7,109
U3006,2015-07-01-J09-CU-5,JE218N1,CU,NA,NA,19.1,123
U3007,2015-05-21-D07-CU-9,DE115N2,CU,NA,NA,9.7,97
U3008,2015-06-07-D07-CU-8,DE169N2,CU,NA,NA,7.1,88
U3009,2015-06-22-D09-CU-3,DE214N1,CU,NA,NA,12.4,108
U3010,2015-06-22-D09-CU-9,DE214N1,CU,NA,NA,16.7,120
U2512,2015-06-19-J09-CU-7,JE189N2,CU,NA,NA,18.9,124
U2513,2015-06-07-D07-PI-6,DE169N2,PI,NA,NA,9.1,92
U2514,2015-06-22-D09-PI-4,DE214N1,PI,NA,NA,12.6,110
U2515,2015-06-22-D09-PI-2,DE214N1,PI,NA,NA,8.7,96
U2516,2015-06-22-D09-PI-1,DE214N1,PI,NA,NA,15.9,115
U2517,2015-06-09-D07-PI-1,DE173N1,PI,NA,NA,10.6,100
U2518,2015-06-23-J09-PI-9,JE202N1,PI,NA,NA,25,129
U2519,2015-06-23-J09-PI-1,JE202N1,PI,NA,NA,24.1,138
U2520,2015-06-23-J09-PI-3,JE202N1,PI,NA,NA,25,132
U2915,2015-06-16-J09-CU-10,JE181N2,CU,NA,NA,14.7,113
U2916,2015-05-31-J09-CU-9,JE134N1,CU,NA,NA,16.6,126
U2917,2015-07-01-J09-CU-6,JE218N1,CU,NA,NA,21.1,130
U2918,2015-06-07-J09-CU-10,JE159N1,CU,NA,NA,18.7,124
U2919,2015-06-07-D07-CU-7,DE169N2,CU,NA,NA,8.4,94
U2920,2015-06-22-D09-CU-8,DE214N1,CU,NA,NA,8.7,101
U2921,2015-05-24-J02-CU-2,JE110N2,CU,NA,NA,18.4,124
U2922,2015-05-24-J02-CU-5,JE110N2,CU,NA,NA,10.1,102
U2923,2015-05-24-J02-CU-6,JE110N2,CU,NA,NA,19.1,127
U2924,2015-06-22-D09-CU-7,DE214N1,CU,NA,NA,13,111
U2925,2015-07-14-D09-CU-2,DE240N1,CU,NA,NA,42.8,162
U2926,2015-07-14-D09-CU-7,DE240N1,CU,NA,NA,25.9,137
U2927,2015-06-13-D07-CU-3,DE182N1,CU,NA,NA,13.5,111
U2928,2015-06-13-D07-CU-10,DE182N1,CU,NA,NA,13.4,111
U2929,2015-07-14-D09-CU-6,DE240N1,CU,NA,NA,27.5,140
U2930,2015-07-14-D09-CU-8,DE240N1,CU,NA,NA,40.3,160
U2834,2015-06-22-D09-PI-7,DE214N1,PI,NA,NA,13.8,113
U2835,2015-06-22-D09-PI-5,DE214N1,PI,NA,NA,12.9,119
U2836,2015-06-22-D09-PI-6,DE214N1,PI,NA,NA,10.8,111
U2837,2015-06-22-D09-PI-3,DE214N1,PI,NA,NA,12.9,117
U2838,2015-06-09-D09-PI-1,DE170N2,PI,NA,NA,18.4,122
U2839,2015-06-09-D07-PI-2,DE173N1,PI,NA,NA,10,95
U2840,2015-06-23-J09-PI-5,JE202N1,PI,NA,NA,27,139
U2841,2015-06-23-J09-PI-2,JE202N1,PI,NA,NA,20.4,128
U3011,2015-05-26-J09-CU-8,JE118N1,CU,NA,NA,26.6,139
U3012,2015-05-26-J09-CU-2,JE118N1,CU,NA,NA,17.4,109
U3013,2015-06-22-D09-CU-6,DE214N1,CU,NA,NA,11.8,112
U3014,2015-07-14-D09-CU-4,DE240N1,CU,NA,NA,27.4,139
U3015,2015-07-14-D09-CU-5,DE240N1,CU,NA,NA,23.3,133
U3016,2015-07-14-D09-CU-3,DE240N1,CU,NA,NA,26,140
U3017,2015-06-13-D07-CU-9,DE182N1,CU,NA,NA,14.4,114
U3018,2015-05-26-J09-CU-10,JE118N1,CU,NA,NA,15,116
U3019,2015-07-14-D09-CU-1,DE240N1,CU,NA,NA,9.3,98
U3020,2015-06-09-D07-CU-5,DE173N1,CU,NA,NA,13.9,112
U2842,2015-06-16-J02-PI-4,JE180N2,PI,NA,NA,12.6,106
U2843,2015-06-16-J02-PI-7,JE180N2,PI,NA,NA,9.3,100
U2844,2015-06-16-J02-PI-5,JE180N2,PI,NA,NA,8.8,93
U2845,2015-06-16-J02-PI-3,JE180N2,PI,NA,NA,9.9,104
U2846,2015-06-16-J02-PI-10,JE180N2,PI,NA,NA,11.1,104
U3021,2015-06-13-D07-CU-5,DE182N1,CU,NA,NA,9.6,100
U3022,2015-06-09-D07-CU-9,DE173N1,CU,NA,NA,19.6,121
U3023,2015-06-13-D07-CU-4,DE182N1,CU,NA,NA,10.6,100
U3024,2015-06-09-D07-CU-8,DE173N1,CU,NA,NA,9.9,99
U2636,2015-05-26-J09-CU-1,JE118N1,CU,NA,NA,6.3,86
U2931,2015-06-09-D07-CU-4,DE173N1,CU,NA,NA,11.1,105
U2932,2015-06-07-J09-CU-8,JE159N1,CU,NA,NA,16.2,125
U2933,2015-05-26-J09-CU-6,JE118N1,CU,NA,NA,16.4,121
U2934,2015-06-07-D07-CU-10,DE169N2,CU,NA,NA,8.2,98
U3025,2015-06-09-D07-CU-2,DE173N1,CU,NA,NA,15.1,111
U3026,2015-06-07-D07-CU-2,DE169N2,CU,NA,NA,8.8,93
U3027,2015-06-07-J09-CU-9,JE159N1,CU,NA,NA,14.3,117
U2637,2015-06-16-J02-PI-9,JE180N2,PI,NA,NA,9.2,101
U2638,2015-06-16-J02-PI-1,JE180N2,PI,NA,NA,13.1,111
U2639,2015-06-16-J02-PI-8,JE180N2,PI,NA,NA,9,98
U2640,2015-06-16-J02-PI-6,JE180N2,PI,NA,NA,9.7,98
U2641,2015-06-16-J02-PI-2,JE180N2,PI,NA,NA,11.7,110
U2642,2015-06-16-J09-PI-3,JE181N2,PI,NA,NA,17.3,126
U2643,2015-06-16-J09-PI-6,JE181N2,PI,NA,NA,15.1,120
U2644,2015-06-16-J09-PI-2,JE181N2,PI,NA,NA,13.5,117
U2521,2015-06-16-J09-PI-4,JE181N2,PI,NA,NA,24.1,134
U2522,2015-06-16-J09-PI-9,JE181N2,PI,NA,NA,17.4,120
U2523,2015-06-19-J09-PI-10,JE189N2,PI,NA,NA,20.2,127
U2847,2015-06-16-J09-PI-5,JE181N2,PI,NA,NA,12.7,112
U2848,2015-06-16-J09-PI-7,JE181N2,PI,NA,NA,17.3,125
U2849,2015-06-16-J09-PI-8,JE181N2,PI,NA,NA,16,122
U2850,2015-06-16-J09-PI-1,JE181N2,PI,NA,NA,24.9,132
U2851,2015-06-19-J09-PI-6,JE189N2,PI,NA,NA,18.1,124
U2852,2015-06-19-J09-PI-9,JE189N2,PI,NA,NA,22.8,133
U3028,2015-06-07-J09-CU-4,JE159N1,CU,NA,NA,20.3,128
U3029,2015-06-07-J09-CU-3,JE159N1,CU,NA,NA,17.7,123
U2645,2015-06-19-J02-CO-1,JE191N1,CO,NA,NA,31.9,136
U2646,2015-06-13-D07-CO-3,DE182N1,CO,NA,NA,29.7,138
U2853,2015-06-19-J09-PI-3,JE189N2,PI,NA,NA,25.6,138
U2854,2015-06-19-J09-PI-8,JE189N2,PI,NA,NA,17.5,122
U2855,2015-06-19-J09-PI-7,JE189N2,PI,NA,NA,23.1,132
U3030,2015-06-07-J09-CO-1,JE159N1,CO,NA,NA,45,166
U3031,2015-05-31-J09-CO-1,JE134N1,CO,NA,NA,20.4,127
U3032,2015-07-01-J09-CO-2,JE218N1,CO,NA,NA,21.4,124
U3033,2015-07-01-J09-CO-1,JE218N1,CO,NA,NA,27.7,133
U3034,2015-07-01-J09-CO-3,JE218N1,CO,NA,NA,36.7,149
U3035,2015-06-09-J02-CO-6,JE163N1,CO,NA,NA,33.6,147
U3036,2015-06-09-J02-CO-5,JE163N1,CO,NA,NA,34.3,147
U3037,2015-06-09-J02-CO-2,JE163N1,CO,NA,NA,38.6,149
U3038,2015-06-09-J02-CO-4,JE163N1,CO,NA,NA,42.7,156
U2647,2015-05-24-J02-CO-1,JE110N2,CO,NA,NA,60.2,168
U2524,2015-06-19-J09-PI-2,JE189N2,PI,NA,NA,23.6,132
U2525,2015-06-07-D07-PI-3,DE169N2,PI,NA,NA,10.2,100
U2526,2015-06-13-D07-PI-1,DE182N1,PI,NA,NA,12.3,106
U2527,2015-07-14-D09-PI-1,DE240N1,PI,NA,NA,17.5,125
U2528,2015-05-21-D07-PI-7,DE115N2,PI,NA,NA,7.1,88
U2529,2015-06-13-D07-PI-3,DE182N1,PI,NA,NA,11.1,104
U2530,2015-06-07-D07-PI-4,DE169N2,PI,NA,NA,9.7,98
U2531,2015-06-07-J09-PI-8,JE159N1,PI,NA,NA,18.7,124
U2532,2015-06-07-J09-PI-6,JE159N1,PI,NA,NA,16.5,122
U2533,2015-06-07-J09-PI-9,JE159N1,PI,NA,NA,18.9,129
U2856,2015-06-19-J09-PI-5,JE189N2,PI,NA,NA,18,126
U2857,2015-06-19-J09-PI-1,JE189N2,PI,NA,NA,16.7,122
U2858,2015-06-19-J09-PI-4,JE189N2,PI,NA,NA,18.8,127
U2859,2015-05-21-D07-PI-4,DE115N2,PI,NA,NA,6.8,87
U2860,2015-06-13-D07-PI-2,DE182N1,PI,NA,NA,9.7,103
U2861,2015-06-07-D07-PI-1,DE169N2,PI,NA,NA,9,97
U2862,2015-06-07-D07-PI-5,DE169N2,PI,NA,NA,10.5,103
U2863,2015-06-07-D07-PI-2,DE169N2,PI,NA,NA,8.9,98
U2864,2015-06-07-J09-PI-7,JE159N1,PI,NA,NA,22.6,132
U2865,2015-06-07-J09-PI-1,JE159N1,PI,NA,NA,11.6,111
U2866,2015-06-07-J09-PI-5,JE159N1,PI,NA,NA,18.7,124
U3039,2015-06-09-J02-CO-7,JE163N1,CO,NA,NA,41.4,152
U3040,2015-06-09-J02-CO-1,JE163N1,CO,NA,NA,57.8,175
U3041,2015-07-07-J09-CO-1,JE225N1,CO,NA,NA,29.9,136
U3042,2015-06-11-D07-CO-6,DE175N1,CO,NA,NA,55.7,165
U3043,2015-06-11-D07-CO-4,DE175N1,CO,NA,NA,45,155
U3044,2015-06-11-D07-CO-5,DE175N1,CO,NA,NA,47.9,153
U3045,2015-06-11-D07-CO-1,DE175N1,CO,NA,NA,45.9,157
U3046,2015-06-11-D07-CO-3,DE175N1,CO,NA,NA,41.2,147
U3047,2015-06-11-D07-CO-2,DE175N1,CO,NA,NA,40.7,152
U2648,2015-06-09-J02-CO-3,JE163N1,CO,NA,NA,51.5,167
U2649,2015-05-21-D07-CO-1,DE115N2,CO,NA,NA,36,142
U2650,2015-06-11-D07-CO-10,DE175N1,CO,NA,NA,40.4,147
U2651,2015-06-11-D07-CO-7,DE175N1,CO,NA,NA,38.1,149
U2867,2015-06-07-J09-PI-2,JE159N1,PI,NA,NA,18.3,126
U2868,2015-06-07-J09-PI-10,JE159N1,PI,NA,NA,18.8,124
U2869,2015-06-07-J09-PI-4,JE159N1,PI,NA,NA,11.3,107
U2870,2015-06-07-J09-PI-3,JE159N1,PI,NA,NA,17.4,123
U2871,2015-07-07-J09-PI-1,JE225N1,PI,NA,NA,45.8,164
U2872,2015-07-07-J09-PI-7,JE225N1,PI,NA,NA,17.9,126
U2873,2015-07-07-J09-PI-9,JE225N1,PI,NA,NA,27,136
U2874,2015-07-07-J09-PI-10,JE225N1,PI,NA,NA,15.6,120
U2875,2015-07-07-J09-PI-6,JE225N1,PI,NA,NA,19.7,133
U2876,2015-07-07-J09-PI-4,JE225N1,PI,NA,NA,34.5,151
U2877,2015-07-07-J09-PI-2,JE225N1,PI,NA,NA,19.6,126
U2878,2015-07-07-J09-PI-8,JE225N1,PI,NA,NA,11.2,118
U3048,2015-06-11-D07-CO-8,DE175N1,CO,NA,NA,45.5,156
U3049,2015-06-11-D07-CO-9,DE175N1,CO,NA,NA,54.5,166
U3050,2015-06-13-D07-CO-5,DE182N1,CO,NA,NA,96,198
U3051,2015-06-13-D07-CO-1,DE182N1,CO,NA,NA,39.4,152
U3052,2015-06-13-D07-CO-4,DE182N1,CO,NA,NA,46.2,157
U3053,2015-05-27-J09-CO-6,JE122N2,CO,NA,NA,34.7,146
U3054,2015-05-27-J09-CO-3,JE122N2,CO,NA,NA,24.2,132
U3055,2015-05-27-J09-CO-5,JE122N2,CO,NA,NA,33.2,142
U3056,2015-06-13-D07-CO-2,DE182N1,CO,NA,NA,50.2,155
U2879,2015-07-07-J09-PI-3,JE225N1,PI,NA,NA,27.2,144
U2880,2015-07-07-J09-PI-5,JE225N1,PI,NA,NA,24.6,138
U2881,2015-06-23-J02-PI-4,JE201N3,PI,NA,NA,NA,139
U2882,2015-06-23-J02-PI-9,JE201N3,PI,NA,NA,24.2,135
U2883,2015-06-23-J02-PI-10,JE201N3,PI,NA,NA,19.3,132
U2884,2015-06-23-J02-PI-3,JE201N3,PI,NA,NA,27,137
U3057,2015-05-27-J09-CO-2,JE122N2,CO,NA,NA,36.2,152
U3058,2015-06-09-D07-CO-1,DE173N1,CO,NA,NA,62.8,161
U3059,2015-06-23-J09-CO-1,JE202N1,CO,NA,NA,30.1,139
U3060,2015-06-09-D07-CO-2,DE173N1,CO,NA,NA,59.5,167
U3061,2015-05-27-J09-CO-4,JE122N2,CO,NA,NA,26.8,136
U3062,2015-06-23-J09-CO-2,JE202N1,CO,NA,NA,71.1,181
U3063,2015-06-09-D07-CO-3,DE173N1,CO,NA,NA,64.3,171
U3064,2015-05-27-J09-CO-1,JE122N2,CO,NA,NA,24.9,130
U3065,2015-05-16-D07-CO-1,DE107N1,CO,NA,NA,24.5,130
U3066,2015-06-09-D07-CO-4,DE173N1,CO,NA,NA,33.5,140
U3067,2015-06-16-J02-CO-2,JE180N2,CO,NA,NA,40.2,146
U2885,2015-06-23-J02-PI-8,JE201N3,PI,NA,NA,24.2,136
U2886,2015-06-23-J02-PI-5,JE201N3,PI,NA,NA,31.3,146
U2887,2015-06-23-J02-PI-2,JE201N3,PI,NA,NA,22.2,133
U2888,2015-06-23-J02-PI-7,JE201N3,PI,NA,NA,25.1,137
U2889,2015-06-23-J02-PI-1,JE201N3,PI,NA,NA,25.2,135
U2890,2015-06-23-J02-PI-6,JE201N3,PI,NA,NA,22.7,134
U2891,2015-06-19-J02-PI-2,JE191N1,PI,NA,NA,23.9,133
U2892,2015-06-19-J02-PI-6,JE191N1,PI,NA,NA,16.2,118
U2893,2015-06-19-J02-PI-5,JE191N1,PI,NA,NA,19.4,124
U2894,2015-06-19-J02-PI-1,JE191N1,PI,NA,NA,29.5,139
U3068,2015-06-16-J02-CO-1,JE180N2,CO,NA,NA,54.4,160
U3069,2015-06-16-J09-CO-6,JE181N2,CO,NA,NA,21.3,127
U3070,2015-06-16-J09-CO-8,JE181N2,CO,NA,NA,22.7,129
U3071,2015-06-16-J09-CO-3,JE181N2,CO,NA,NA,30,140
U3072,2015-06-16-J09-CO-2,JE181N2,CO,NA,NA,31,147
U3073,2015-06-16-J09-CO-4,JE181N2,CO,NA,NA,48.1,158
U3074,2015-06-28-J02-CO-3,JE210N2,CO,NA,NA,52,160
U3075,2015-06-28-J02-CO-4,JE210N2,CO,NA,NA,58.1,170
U3076,2015-06-28-J02-CO-6,JE210N2,CO,NA,NA,46.7,157
U2652,2015-06-09-D07-CO-5,DE173N1,CO,NA,NA,42.8,150
U2653,2015-06-16-J09-CO-1,JE181N2,CO,NA,NA,47.7,172
U2654,2015-06-16-J09-CO-7,JE181N2,CO,NA,NA,38.1,157
U2655,2015-06-16-J09-CO-5,JE181N2,CO,NA,NA,38.6,151
U2895,2015-06-19-J02-PI-8,JE191N1,PI,NA,NA,15.6,120
U2896,2015-06-19-J02-PI-4,JE191N1,PI,NA,NA,26.2,136
U2897,2015-06-19-J02-PI-3,JE191N1,PI,NA,NA,12.6,107
U2898,2015-06-19-J02-PI-9,JE191N1,PI,NA,NA,9.3,102
U3077,2015-06-28-J02-CO-1,JE210N2,CO,NA,NA,60.6,178
U3078,2015-06-28-J02-CO-8,JE210N2,CO,NA,NA,45.2,167
U3079,2015-06-28-J02-CO-2,JE210N2,CO,NA,NA,78.1,179
U3080,2015-06-28-J02-CO-9,JE210N2,CO,NA,NA,68.4,180
U3081,2015-06-28-J02-CO-5,JE210N2,CO,NA,NA,44.6,158
U2656,2015-06-28-J02-CO-10,JE210N2,CO,NA,NA,67.4,180
U2657,2015-06-28-J02-CO-7,JE210N2,CO,NA,NA,41.4,155
U3082,2015-06-19-J02-CU-5,JE191N1,CU,NA,NA,26.4,137
U3083,2015-06-19-J02-CU-10,JE191N1,CU,NA,NA,28.1,142
U3084,2015-06-19-J02-CU-4,JE191N1,CU,NA,NA,33.9,148
U3085,2015-06-19-J02-CU-6,JE191N1,CU,NA,NA,22.7,133
U3086,2015-06-19-J02-CU-8,JE191N1,CU,NA,NA,27.5,135
U3087,2015-06-23-J02-CU-2,JE201N3,CU,NA,NA,24,136
U3088,2015-06-23-J02-CU-6,JE201N3,CU,NA,NA,29.3,143
U3089,2015-06-20-D09-CU-5,DE206N1,CU,NA,NA,24.7,136
U3090,2015-06-05-D09-CU-8,DE162N1,CU,NA,NA,17,121
U3091,2015-06-27-D09-CU-5,DE221N1,CU,NA,NA,30.8,144
U3092,2015-06-20-D09-CU-1,DE206N1,CU,NA,NA,10.2,103
U2658,2015-06-19-J02-PI-10,JE191N1,PI,NA,NA,19.8,126
U2659,2015-06-19-J02-PI-7,JE191N1,PI,NA,NA,11.5,105
U3093,2015-06-23-J02-CU-3,JE201N3,CU,NA,NA,14.4,117
