seine_id,survey_id,lat,long,set_time,so_total,so_taken,pi_total,pi_taken,cu_total,cu_taken,co_total,co_taken,he_total,he_taken,ck_total,ck_taken
JE193N1,JE193,50.48001,-126.41469,2015-06-20 09:21:00 PDT,5,5,100,10,200,10,0,0,0,0,NA,NA
JE195N1,JE195,50.45804,-126.16997,2015-06-20 15:30:00 PDT,24,24,50,10,250,10,0,0,0,0,NA,NA
JE196N1,JE196,50.4763,-126.02838,2015-06-21 05:55:00 PDT,1200,30,20,9,1500,10,1,1,80,10,NA,NA
JE197N1,JE197,50.49608,-126.21645,2015-06-21 09:07:00 PDT,200,30,1,1,200,10,0,0,2,2,NA,NA
JE198N2,JE198,50.55821,-126.73327,2015-06-21 13:02:00 PDT,100,30,8,8,600,10,0,0,1,1,NA,NA
JE199N2,JE199,50.54774,-126.67774,2015-06-23 06:20:00 PDT,50,30,20,10,300,10,1,1,5,5,NA,NA
JE200N1,JE200,50.58209,-126.71978,2015-06-23 09:36:00 PDT,18,18,2,2,200,10,0,0,0,0,NA,NA
JE201N3,JE201,50.60237,-126.70219,2015-06-23 12:30:00 PDT,18,18,10,10,70,10,0,0,0,0,NA,NA
JE202N1,JE202,50.54414,-126.81843,2015-06-23 15:45:00 PDT,500,30,300,10,300,10,2,2,30,10,NA,NA
JE203N1,JE203,50.47705,-126.02871,2015-06-24 05:30:00 PDT,8,8,20,10,200,10,1,1,70,10,NA,NA
JE204N2,JE204,50.45524,-126.11718,2015-06-24 08:05:00 PDT,37,29,4,4,13,10,0,0,0,0,NA,NA
JE205N1,JE205,50.49837,-126.21404,2015-06-24 10:20:00 PDT,60,30,20,10,400,10,0,0,1,1,NA,NA
JE206N2,JE206,50.4787,-126.41567,2015-06-24 13:55:00 PDT,19,19,100,10,300,10,0,0,300,10,NA,NA
JE207N2,JE207,50.55961,-126.7542,2015-06-27 07:00:00 PDT,10,10,115,10,115,10,4,4,0,0,NA,NA
JE208N2,JE208,50.58165,-126.71952,2015-06-27 11:15:00 PDT,10,10,100,10,400,10,0,0,2,2,NA,NA
JE209N1,JE209,50.5438,-126.81988,2015-06-27 15:00:00 PDT,100,30,800,10,1200,10,0,0,10,10,NA,NA
JE210N2,JE210,50.60255,-126.70201,2015-06-28 06:05:00 PDT,0,0,300,10,200,10,20,10,5,5,NA,NA
JE211N1,JE211,50.54277,-126.64149,2015-06-28 10:50:00 PDT,0,0,100,10,100,10,1,1,15,10,NA,NA
JE212N1,JE212,50.47895,-126.41667,2015-06-29 05:45:00 PDT,0,0,100,10,100,10,0,0,2,2,NA,NA
JE213N1,JE213,50.45942,-126.16916,2015-06-29 08:40:00 PDT,400,30,100,10,500,10,0,0,6,5,NA,NA
JE216N1,JE216,50.55809,-126.73246,2015-07-01 06:50:00 PDT,3,4,20,10,400,10,0,0,2,2,NA,NA
JE217N1,JE217,50.54703,-126.67197,2015-07-01 08:40:00 PDT,3,3,60,10,8,8,0,0,5,5,NA,NA
JE218N1,JE218,50.54329,-126.8169,2015-07-01 13:00:00 PDT,40,30,200,10,100,10,10,3,20,10,NA,NA
JE231N1,JE231,50.506881,-126.247378,2016-05-20 11:43:00 PDT,2000,30,1,1,2,2,0,0,0,0,NA,NA
JE233N1,JE233,50.473969,-126.247378,2016-05-21 05:22:00 PDT,2000,30,0,0,0,0,0,0,1,1,NA,NA
JE234N2,JE234,50.458043,-126.152637,2016-05-21 08:58:00 PDT,150,30,15,10,0,0,1,1,0,0,NA,NA
JE236N1,JE236,50.480359,-126.412275,2016-05-21 14:35:00 PDT,25,25,2,2,0,0,3,3,1,1,NA,NA
JE237N1,JE237,50.543296,-126.816816,2016-05-22 05:06:00 PDT,40,30,20,10,9,9,5,5,1,1,NA,NA
JE238N1,JE238,50.558361,-126.732241,2016-05-22 08:21:00 PDT,300,30,6,6,7,7,0,0,0,0,NA,NA
JE240N1,JE240,50.601718,-126.701857,2016-05-22 12:45:00 PDT,500,30,15,10,8,8,1,1,0,0,NA,NA
JE243N2,JE243,50.522967,-126.377383,2016-05-26 07:50:00 PDT,400,30,5,5,7,7,6,6,0,0,NA,NA
JE244N1,JE244,50.495266,-126.211667,2016-05-26 11:00:00 PDT,400,30,500,10,100,10,0,0,0,0,NA,NA
JE245N2,JE245,50.477037,-126.028592,2016-05-27 05:45:00 PDT,300,30,9,9,30,10,7,7,0,0,NA,NA
JE246N1,JE246,50.4559,-126.1191,2016-05-27 07:55:00 PDT,70,30,0,0,0,0,16,10,0,0,NA,NA
JE248N1,JE248,50.543432,-126.8134,2016-05-27 14:20:00 PDT,400,30,2,2,1,1,1,1,0,0,NA,NA
JE249N1,JE249,50.576696,-126.721158,2016-05-27 16:40:00 PDT,200,30,10,10,50,10,1,1,0,0,NA,NA
JE250N2,JE250,50.60125,-126.704457,2016-05-28 05:15:00 PDT,750,30,6,6,15,10,0,0,0,0,NA,NA
JE251N1,JE251,50.545897,-126.668909,2016-05-28 09:10:00 PDT,100,30,0,0,1,1,85,10,0,0,NA,NA
JE252N1,JE252,50.60125,-126.704457,2016-06-01 10:22:00 PDT,2000,30,100,10,900,10,4,4,7,7,NA,NA
JE253N1,JE253,50.576696,-126.721158,2016-06-01 13:35:00 PDT,18,18,200,10,100,10,0,0,0,0,NA,NA
JE254N1,JE254,50.477038,-126.028566,2016-06-02 05:37:00 PDT,80,30,1,1,5,5,1,1,0,0,NA,NA
JE255N2,JE255,50.543432,-126.8134,2016-06-02 09:49:00 PDT,600,30,6,5,400,10,6,6,1,1,NA,NA
JE256N1,JE256,50.540979,-126.78085,2016-06-02 14:51:00 PDT,300,30,100,10,100,10,0,0,2,2,NA,NA
JE257N1,JE257,50.507301,-126.24325,2016-06-03 13:17:00 PDT,4000,30,300,1,700,10,0,0,1,0,NA,NA
JE258N1,JE258,50.459012,-126.1695,2016-06-03 16:22:00 PDT,400,30,100,10,100,10,0,0,0,0,NA,NA
JE259N3,JE259,50.458983,-126.169594,2016-06-04 06:13:00 PDT,3000,30,0,0,100,10,0,0,0,0,NA,NA
JE261N1,JE261,50.543029,-126.632233,2016-06-04 13:44:00 PDT,700,30,100,10,100,6,2,2,0,0,NA,NA
JE262N1,JE262,50.544941,-126.816489,2016-06-09 07:22:00 PDT,600,29,300,10,300,10,1,1,1,1,NA,NA
JE263N1,JE263,50.55543,-126.724521,2016-06-09 12:26:00 PDT,50,30,50,10,100,10,8,8,0,0,NA,NA
JE264N1,JE264,50.602327,-126.701507,2016-06-09 13:19:00 PDT,200,30,80,10,100,10,2,2,2,2,NA,NA
JE265N1,JE265,50.5771,-126.721684,2016-06-10 05:34:00 PDT,27,22,200,10,200,10,0,0,0,0,NA,NA
JE266N1,JE266,50.547475,-126.676942,2016-06-10 08:07:00 PDT,100,30,50,10,50,2,1,1,0,0,NA,NA
JE267N1,JE267,50.51821,-126.406079,2016-06-10 10:34:00 PDT,200,30,9,9,13,10,0,0,0,0,NA,NA
JE268N1,JE268,50.480214,-126.4142,2016-06-10 13:45:00 PDT,1000,30,2000,10,2000,10,0,0,100,10,NA,NA
JE269N1,JE269,50.476173,-126.029443,2016-06-11 05:13:00 PDT,2000,29,2000,10,2000,10,1,1,2,1,NA,NA
JE270N1,JE270,50.456683,-126.153895,2016-06-11 08:47:00 PDT,300,30,700,10,500,10,0,0,6,5,NA,NA
JE271N1,JE271,50.500269,-126.209365,2016-06-11 11:45:00 PDT,1000,30,200,10,1000,10,0,0,0,0,NA,NA
JE272N2,JE272,50.602051,-126.704553,2016-06-17 07:35:00 PDT,2000,30,100,10,100,7,3,3,3,1,NA,NA
JE273N1,JE273,50.579213,-126.71432,2016-06-17 13:15:00 PDT,80,30,2000,10,1000,10,0,0,1,1,NA,NA
JE274N2,JE274,50.579393,-126.714162,2016-06-18 06:37:00 PDT,100,30,400,10,400,10,7,7,0,0,NA,NA
JE276N1,JE276,50.546326,-126.669166,2016-06-18 13:42:00 PDT,6,6,100,10,20,10,0,0,2,2,NA,NA
JE282N1,JE282,50.506323,-126.241304,2016-06-19 13:20:00 PDT,500,30,3000,10,500,10,0,0,7,7,NA,NA
JE283N1,JE283,50.455728,-126.116461,2016-06-20 05:47:00 PDT,300,30,100,10,100,10,0,0,0,0,NA,NA
JE285N1,JE285,50.55803,-126.73463,2016-06-23 13:20:00 PDT,100,30,100,10,100,10,50,10,5,5,NA,NA
JE286N1,JE286,50.55803,-126.73463,2016-06-23 16:17:00 PDT,27,26,1000,10,700,10,2,2,7,7,NA,NA
JE288N1,JE288,50.6017,-126.70318,2016-06-24 06:30:00 PDT,4,4,20,10,20,10,1,1,0,0,NA,NA
JE290N2,JE290,50.4806,-126.40961,2016-06-24 15:05:00 PDT,10,10,300,10,300,10,0,0,2,2,NA,NA
JE291N1,JE291,50.47508,-126.03392,2016-06-25 05:21:00 PDT,300,30,600,10,300,10,1,1,1,1,NA,NA
JE292N1,JE292,50.45733,-126.16553,2016-06-25 07:52:00 PDT,50,30,400,10,20,10,0,0,0,0,NA,NA
JE293N2,JE293,50.49874,-126.21257,2016-06-25 11:40:00 PDT,28,28,300,10,300,10,0,0,0,0,NA,NA
JE298N1,JE298,50.543818,-126.794456,2016-07-04 13:35:00 PDT,50,15,200,10,200,10,7,7,0,0,NA,NA
JE302N1,JE302,50.456886,-126.162647,2016-07-05 12:45:00 PDT,200,30,300,10,300,10,0,0,1,1,NA,NA
JE303N1,JE303,50.457049,-126.162651,2016-07-06 07:05:00 PDT,22,22,300,10,300,10,2,1,0,0,NA,NA
JE304N2,JE304,50.54522,-126.65949,2017-06-06 08:20:00 PDT,23,23,0,0,59,10,8,8,0,0,0,0
JE305N1,JE305,50.6022,-126.70567,2017-06-06 15:27:00 PDT,600,7,0,0,100,0,100,0,10,0,0,0
JE306N1,JE306,50.5438,-126.80927,2017-06-13 07:10:00 PDT,325,30,0,0,50,10,45,10,0,0,0,0
JE307N1,JE307,50.54411,-126.65398,2017-06-14 06:23:00 PDT,300,30,0,0,250,10,25,10,25,10,1,1
JE308N1,JE308,50.60233,-126.70309,2017-06-20 09:37:00 PDT,200,30,4,1,500,10,5,5,30,10,1,1
JE309N1,JE309,50.54487,-126.81252,2017-06-21 06:37:00 PDT,175,30,0,0,75,10,0,0,2,2,0,0
JE310N2,JE310,50.54582,-126.81618,2017-06-27 11:17:00 PDT,390,4,60,0,660,0,10,0,10,0,0,0
JE310N1,JE310,50.54574,-126.81679,2017-06-27 07:10:00 PDT,26,26,3,3,58,10,2,2,1,1,0,0
JE311N5,JE311,50.60278,-126.70284,2017-06-28 10:27:00 PDT,43,30,15,10,530,10,4,4,5,4,2,2
JE314N1,JE314,50.54372,-126.81769,2017-07-06 06:45:00 PDT,1,1,15,10,580,10,4,2,2,2,0,0
JE312N1,JE312,50.54505,-126.65729,2017-07-07 06:56:00 PDT,0,0,6,6,425,10,0,0,20,10,0,0
DE506N1,DE506,50.18167,-125.1523,2018-05-14 07:25:00 PDT,0,0,30,10,70,10,2,2,0,0,0,0
DE510N1,DE510,50.309206,-125.323291,2018-05-15 10:15:00 PDT,0,0,117,10,217,10,0,0,0,0,0,0
DE516N2,DE516,50.316117,-125.052167,2018-05-17 09:46:00 PDT,0,0,30,10,0,7,15,10,0,0,1,1
JE402N1,JE402,50.53927,-126.78078,2018-05-21 08:49:00 PDT,3,3,0,0,0,0,87,10,6,5,0,0
DE517N2,DE517,50.31006,-125.317963,2018-05-22 08:15:00 PDT,40,30,50,10,10,8,1,1,2,2,0,0
DE531N1,DE531,50.271333,-125.368,2018-05-23 09:00:00 PDT,1564,30,1956,10,391,4,0,0,2,2,1,0
DE512N1,DE512,50.316807,-125.050581,2018-05-24 10:06:00 PDT,0,0,8,8,9,9,0,0,0,0,0,0
DE513N2,DE513,50.30705,-125.332333,2018-05-28 08:00:00 PDT,189,30,21,5,10,10,0,0,4,0,2,0
DE519N1,DE519,50.27045,-125.3656,2018-05-29 07:35:00 PDT,8,3,104,10,21,10,0,0,0,0,0,0
DE514N1,DE514,50.440686,-125.294356,2018-05-30 09:00:00 PDT,4,4,24,10,266,10,0,0,0,0,1,1
JE417N1,JE417,50.54342,-126.81474,2018-05-31 07:22:00 PDT,146,30,49,10,39,10,20,10,0,0,1,0
JE418N1,JE418,50.54561,-126.66166,2018-06-03 06:57:00 PDT,113,30,28,10,22,10,1,1,5,5,0,0
DE520N3,DE520,50.306917,-125.3288,2018-06-04 08:35:00 PDT,8,8,56,10,56,10,0,0,0,0,0,0
DE521N1,DE521,50.267967,-125.358733,2018-06-05 06:50:00 PDT,48,24,302,10,132,10,0,0,55,6,0,0
JE414N1,JE414,50.54387,-126.80852,2018-06-07 07:03:00 PDT,488,30,203,10,81,10,33,3,8,0,0,0
DE522N1,DE522,50.443485,-125.28775,2018-06-07 07:43:00 PDT,450,30,1060,10,1060,10,30,0,460,10,0,0
DE523N3,DE523,50.30345,-125.33885,2018-06-11 08:45:00 PDT,31,26,340,10,150,10,2,0,1,0,0,0
JE415N2,JE415,50.60197,-126.70232,2018-06-12 07:41:00 PDT,8,8,26,10,22,10,0,0,3,0,0,0
DE525N1,DE525,50.233733,-125.395717,2018-06-12 11:15:00 PDT,20,0,4060,10,1740,10,1,0,6,0,0,0
JE419N1,JE419,50.54416,-126.80831,2018-06-14 07:25:00 PDT,27,16,537,10,537,10,0,0,10,0,0,0
DE527N3,DE527,50.308417,-125.3309,2018-06-18 09:10:00 PDT,0,0,513,10,37,10,0,0,0,0,0,0
DE530N2,DE530,50.239,-125.401233,2018-06-19 10:51:00 PDT,0,0,613,10,412,10,0,0,1,0,1,1
JE420N1,JE420,50.60216,-126.70131,2018-06-20 09:34:00 PDT,8,8,46,10,34,10,0,0,0,0,0,0
DE532N3,DE532,50.435,-125.263767,2018-06-20 09:45:00 PDT,15,10,1242,10,2288,10,0,0,9,9,0,0
JE421N2,JE421,50.54314,-126.81464,2018-06-21 12:14:00 PDT,376,13,909,0,545,0,0,0,0,0,0,0
JE421N1,JE421,50.54372,-126.81902,2018-06-21 08:24:00 PDT,17,17,359,10,359,10,0,0,19,10,0,0
JE422N2,JE422,50.54267,-126.65017,2018-06-23 10:28:00 PDT,12,12,131,0,87,0,0,0,1,1,0,0
JE422N1,JE422,50.54477,-126.65859,2018-06-23 07:18:00 PDT,5,5,219,10,99,10,3,1,0,0,0,0
DE533N2,DE533,50.29995,-125.341167,2018-06-25 09:14:00 PDT,0,0,78,10,17,10,0,0,0,0,0,0
DE534N2,DE534,50.26815,-125.360967,2018-06-26 08:55:00 PDT,1,1,212,10,12,10,0,0,0,0,1,1
DE535N1,DE535,50.438867,-125.267883,2018-06-27 07:20:00 PDT,0,0,183,10,68,10,0,0,0,0,0,0
DE536N1,DE536,50.298867,-125.337917,2018-06-27 11:00:00 PDT,2,2,100,0,151,1,0,0,0,0,0,0
JE423N2,JE423,50.54343,-126.81577,2018-06-28 08:59:00 PDT,4,4,297,0,208,10,0,0,0,0,1,1
JE423N1,JE423,50.54327,-126.81796,2018-06-28 06:50:00 PDT,1,1,45,10,3,0,0,0,0,0,0,0
DE537N1,DE537,50.3092,-125.325,2018-07-03 07:09:00 PDT,0,0,85,10,1,1,0,0,0,0,0,0
JE426N1,JE426,50.54591,-126.6658,2018-07-03 07:14:00 PDT,1,1,185,10,185,10,0,0,1,1,0,0
DE538N2,DE538,50.268783,-125.358283,2018-07-04 07:55:00 PDT,0,0,6,6,1,1,0,0,1,1,2,2
JE427N1,JE427,50.54367,-126.81252,2018-07-04 07:14:00 PDT,0,0,198,10,136,10,0,0,0,0,0,0
DE539N2,DE539,50.435883,-125.264217,2018-07-05 07:45:00 PDT,0,0,168,10,77,10,0,0,0,0,0,0
JE428N1,JE428,50.54549,-126.6642,2018-07-09 06:51:00 PDT,1,1,179,10,52,10,1,1,0,0,0,0
JE429N1,JE429,50.54308,-126.81553,2018-07-09 09:45:00 PDT,1,1,209,10,60,10,0,0,0,0,0,0
DE540N1,DE540,50.309033,-125.323467,2018-07-17 08:28:00 PDT,0,0,50,10,0,0,0,0,0,0,1,1
DE541N1,DE541,50.30655,-125.33625,2018-08-01 08:50:00 PDT,0,0,110,10,6,6,0,0,0,0,0,0
DE607N1,DE607,50.31025,-125.320467,2019-05-21 09:00:00 PDT,1498,30,0,0,18,3,2,1,2,0,3,1
DE608N1,DE608,50.2688,-125.357533,2019-05-22 08:25:00 PDT,0,0,456,10,3,3,0,0,0,0,0,0
DE609N1,DE609,50.442683,-125.277333,2019-05-23 08:30:00 PDT,90,30,0,0,0,0,1,1,0,0,0,0
JE506N1,JE506,50.54025,-126.78289,2019-05-26 07:16:00 PDT,195,10,0,0,528,10,37,0,0,0,0,0
DE610N1,DE610,50.305683,-125.3377,2019-05-25 07:35:00 PDT,1667,30,1,1,0,0,0,0,0,0,0,0
DE612N1,DE612,50.2692,-125.360867,2019-05-26 06:53:00 PDT,2,2,4690,10,523,3,0,0,0,0,1,1
DE613N3,DE613,50.2453,-125.395267,2019-05-26 11:40:00 PDT,5,5,0,0,7,7,1,1,0,0,0,0
DE616N1,DE616,50.45645,-125.2677,2019-05-27 09:55:00 PDT,215,30,0,0,91,11,1,1,6,6,0,0
DE614N3,DE614,50.304033,-125.3394,2019-05-28 08:25:00 PDT,280,30,14,10,6,6,1,0,1,1,0,0
JE508N1,JE508,50.60181,-126.70432,2019-05-29 08:40:00 PDT,2868,30,0,0,34,5,0,0,39,10,0,0
JE509N2,JE509,50.54062,-126.78237,2019-05-30 07:59:00 PDT,201,30,0,0,2,2,0,0,6,6,0,0
DE617N1,DE617,50.275033,-125.378217,2019-05-29 06:55:00 PDT,3,3,760,10,6,6,0,0,0,0,2,2
JE510N3,JE510,50.54615,-126.6701,2019-05-31 08:40:00 PDT,71,30,0,0,16,10,12,1,24,10,0,0
DE619N2,DE619,50.45715,-125.268117,2019-05-30 10:15:00 PDT,801,33,0,0,18,10,0,0,4,3,0,0
DE620N1,DE620,50.271417,-125.366183,2019-06-01 07:30:00 PDT,1,1,288,10,428,10,0,0,0,0,1,1
DE626N1,DE626,50.3055,-125.3351,2019-06-05 07:14:00 PDT,72,31,73,10,71,10,0,0,1,1,0,0
DE621N2,DE621,50.308533,-125.3281,2019-06-02 07:50:00 PDT,42,30,604,10,604,10,1,1,6,3,0,0
JE511N1,JE511,50.53986,-126.77921,2019-06-05 05:56:00 PDT,505,10,0,0,55,0,0,0,0,0,0,0
JE514N1,JE514,50.54037,-126.78188,2019-06-06 06:06:00 PDT,280,30,0,0,30,2,0,0,3,0,0,0
JE515N1,JE515,50.6018,-126.70077,2019-06-06 12:15:00 PDT,7,7,0,0,8,8,15,10,2,2,0,0
JE516N1,JE516,50.5447,-126.66235,2019-06-09 06:45:00 PDT,58,30,0,0,37,10,2,2,0,0,0,0
JE517N1,JE517,50.54026,-126.78209,2019-06-10 07:06:00 PDT,81,30,0,0,51,10,0,0,1,1,0,0
DE623N1,DE623,50.457167,-125.262433,2019-06-03 08:28:00 PDT,80,30,0,0,0,0,0,0,1,1,0,0
DE624N1,DE624,50.274683,-125.377683,2019-06-04 07:30:00 PDT,1,1,273,10,122,10,0,0,0,0,0,0
DE627N1,DE627,50.44365,-125.27435,2019-06-06 08:10:00 PDT,35,30,0,0,46,10,1,0,1,0,0,0
DE628N3,DE628,50.303733,-125.3323,2019-06-10 07:40:00 PDT,68,30,0,0,67,10,1,0,1,1,0,0
JE518N1,JE518,50.54608,-126.66772,2019-06-11 07:12:00 PDT,73,30,0,0,397,10,0,0,3,2,0,0
DE629N1,DE629,50.2772,-125.376983,2019-06-11 07:00:00 PDT,3,3,165,10,385,11,0,0,0,0,0,0
DE630N1,DE630,50.243817,-125.3971,2019-06-11 09:55:00 PDT,180,30,2,2,235,10,0,0,3,3,0,0
DE631N1,DE631,50.43845,-125.267033,2019-06-12 07:50:00 PDT,11,11,0,0,53,10,1,0,0,0,0,0
JE519N1,JE519,50.5392,-126.77885,2019-06-16 07:50:00 PDT,155,30,10,10,135,10,5,5,9,7,0,0
DE632N2,DE632,50.30785,-125.329683,2019-06-17 07:50:00 PDT,13,13,115,12,78,10,0,0,6,3,1,1
DE633N2,DE633,50.275117,-125.37835,2019-06-18 08:05:00 PDT,0,0,175,10,175,10,0,0,0,0,0,0
DE634N1,DE634,50.456533,-125.268783,2019-06-20 08:28:00 PDT,12,12,116,10,256,10,1,0,1,1,1,1
DE636N2,DE636,50.309833,-125.330533,2019-06-24 07:43:00 PDT,1,1,254,11,463,10,0,0,0,0,3,3
JE522N2,JE522,50.53825,-126.77136,2019-06-24 07:32:00 PDT,14,14,46,10,94,10,0,0,3,3,0,0
DE638N1,DE638,50.272117,-125.37515,2019-06-25 06:44:00 PDT,0,0,1,1,58,10,0,0,0,0,0,0
DE639N2,DE639,50.23995,-125.396583,2019-06-25 09:30:00 PDT,39,4,80,10,253,8,0,0,3,0,3,0
DE641N2,DE641,50.457617,-125.2586,2019-06-26 08:50:00 PDT,0,0,3873,11,213,10,0,0,2,1,0,0
JE524N2,JE524,50.60129,-126.70315,2019-06-28 11:10:00 PDT,2,2,0,0,51,11,0,0,6,6,0,0
JE525N2,JE525,50.53973,-126.77827,2019-06-29 07:26:00 PDT,1,1,90,10,130,10,0,0,4,4,0,0
DE642N2,DE642,50.304533,-125.336083,2019-07-02 07:43:00 PDT,3,3,10,10,194,10,1,1,4,4,0,0
DE642N3,DE642,50.308817,-125.325983,2019-07-02 11:24:00 PDT,17,14,440,0,440,1,0,0,3,0,0,0
DE643N1,DE643,50.2727,-125.376983,2019-07-03 06:59:00 PDT,0,0,76,10,165,10,0,0,1,1,1,1
DE644N3,DE644,50.23085,-125.394533,2019-07-03 10:59:00 PDT,0,0,34,10,72,0,0,0,0,0,0,0
JE526N1,JE526,50.54523,-126.66216,2019-07-04 07:12:00 PDT,2,2,67,10,144,11,1,0,0,0,1,1
DE646N3,DE646,50.456867,-125.26715,2019-07-04 10:14:00 PDT,5,5,2,2,421,12,1,1,0,0,0,0
JE527N1,JE527,50.53932,-126.78125,2019-07-06 07:48:00 PDT,2,2,117,10,258,10,0,0,0,0,0,0
DE647N3,DE647,50.312667,-125.32365,2019-07-08 07:43:00 PDT,1,1,72,10,105,12,0,0,4,4,0,0
DE648N1,DE648,50.26936667,-125.3628167,2019-07-09 06:27:00 PDT,0,0,72,10,43,10,0,0,8,8,0,0
JE528N2,JE528,50.54428,-126.6545,2019-07-09 07:35:00 PDT,5,5,78,10,280,10,0,0,11,10,0,0
JE529N3,JE529,50.54053,-126.78,2019-07-11 08:50:00 PDT,3,3,142,10,320,12,1,0,4,4,0,0
DE651N1,DE651,50.4573,-125.265333,2019-07-11 08:51:00 PDT,1,1,148,10,45,10,0,0,10,10,0,0
DE652N1,DE652,50.308483,-125.324317,2019-07-22 08:20:00 PDT,2,2,71,10,10,10,0,0,0,0,0,0
