eventID,occurrenceID,measurementType,measurementValue,measurementUnit,measurementUnitID
DE151N1,hakai-jsp-U5083,fork length,94,mm,"NA"
DE151N1,hakai-jsp-U5084,fork length,113,mm,"NA"
DE151N1,hakai-jsp-U5085,fork length,101,mm,"NA"
DE151N1,hakai-jsp-U5086,fork length,102,mm,"NA"
DE151N1,hakai-jsp-U5087,fork length,103,mm,"NA"
DE151N1,hakai-jsp-U5088,fork length,104,mm,"NA"
DE151N1,hakai-jsp-U5089,fork length,99,mm,"NA"
DE151N1,hakai-jsp-U5090,fork length,110,mm,"NA"
DE151N1,hakai-jsp-U5091,fork length,103,mm,"NA"
DE151N1,hakai-jsp-U5092,fork length,103,mm,"NA"
DE151N1,hakai-jsp-U5093,fork length,110,mm,"NA"
DE151N1,hakai-jsp-U5094,fork length,99,mm,"NA"
DE151N1,hakai-jsp-U5095,fork length,103,mm,"NA"
DE214N1,hakai-jsp-U5096,fork length,121,mm,"NA"
DE214N1,hakai-jsp-U5097,fork length,115,mm,"NA"
DE214N1,hakai-jsp-U5098,fork length,120,mm,"NA"
DE214N1,hakai-jsp-U5099,fork length,120,mm,"NA"
DE214N1,hakai-jsp-U5100,fork length,117,mm,"NA"
DE214N1,hakai-jsp-U5101,fork length,124,mm,"NA"
DE214N1,hakai-jsp-U5102,fork length,122,mm,"NA"
DE214N1,hakai-jsp-U5103,fork length,129,mm,"NA"
DE214N1,hakai-jsp-U5104,fork length,125,mm,"NA"
DE214N1,hakai-jsp-U5105,fork length,117,mm,"NA"
DE380N1,hakai-jsp-U11324,fork length,139,mm,"NA"
DE380N1,hakai-jsp-U11325,fork length,112,mm,"NA"
DE380N1,hakai-jsp-U11328,fork length,119,mm,"NA"
DE380N1,hakai-jsp-U11329,fork length,97,mm,"NA"
JE304N2,hakai-jsp-U12451,fork length,136,mm,"NA"
JE304N2,hakai-jsp-U12456,fork length,106,mm,"NA"
JE304N2,hakai-jsp-U12458,fork length,113,mm,"NA"
JE308N1,hakai-jsp-U12771,fork length,150,mm,"NA"
JE308N1,hakai-jsp-U12772,fork length,111,mm,"NA"
JE308N1,hakai-jsp-U12773,fork length,157,mm,"NA"
JE308N1,hakai-jsp-U12774,fork length,NA,mm,"NA"
JE308N1,hakai-jsp-U12775,fork length,NA,mm,"NA"
JE304N2,hakai-jsp-U12452,fork length,109,mm,"NA"
JE304N2,hakai-jsp-U12453,fork length,113,mm,"NA"
JE304N2,hakai-jsp-U12454,fork length,124,mm,"NA"
JE304N2,hakai-jsp-U12455,fork length,109,mm,"NA"
JE304N2,hakai-jsp-U12457,fork length,114,mm,"NA"
JE311N5,hakai-jsp-U13011,fork length,125,mm,"NA"
JE311N5,hakai-jsp-U13012,fork length,116,mm,"NA"
JE311N5,hakai-jsp-U13013,fork length,118,mm,"NA"
JE311N5,hakai-jsp-U13014,fork length,127,mm,"NA"
JE314N1,hakai-jsp-U13233,fork length,124,mm,"NA"
JE314N1,hakai-jsp-U13235,fork length,104,mm,"NA"
JE314N1,hakai-jsp-U13236,fork length,116,mm,"NA"
JE314N1,hakai-jsp-U13240,fork length,107,mm,"NA"
DE368N1,hakai-jsp-U10372,fork length,103,mm,"NA"
DE368N1,hakai-jsp-U10373,fork length,149,mm,"NA"
DE368N1,hakai-jsp-U10374,fork length,130,mm,"NA"
JE310N1,hakai-jsp-U12931,fork length,105,mm,"NA"
JE310N1,hakai-jsp-U12932,fork length,108,mm,"NA"
JE314N1,hakai-jsp-U13251,fork length,144,mm,"NA"
JE314N1,hakai-jsp-U13252,fork length,124,mm,"NA"
DE366N1,hakai-jsp-U10211,fork length,NA,mm,"NA"
DE366N1,hakai-jsp-U10212,fork length,NA,mm,"NA"
DE366N1,hakai-jsp-U10213,fork length,148,mm,"NA"
DE366N1,hakai-jsp-U10214,fork length,NA,mm,"NA"
DE366N1,hakai-jsp-U10215,fork length,120,mm,"NA"
DE368N1,hakai-jsp-U10351,fork length,69,mm,"NA"
DE368N1,hakai-jsp-U10352,fork length,66,mm,"NA"
DE368N1,hakai-jsp-U10353,fork length,NA,mm,"NA"
DE375N1,hakai-jsp-U10911,fork length,115,mm,"NA"
DE375N1,hakai-jsp-U10912,fork length,107,mm,"NA"
DE375N1,hakai-jsp-U10913,fork length,126,mm,"NA"
DE375N1,hakai-jsp-U10914,fork length,113,mm,"NA"
DE375N1,hakai-jsp-U10915,fork length,106,mm,"NA"
DE375N1,hakai-jsp-U10916,fork length,113,mm,"NA"
DE375N1,hakai-jsp-U10917,fork length,120,mm,"NA"
DE375N1,hakai-jsp-U10918,fork length,108,mm,"NA"
DE364N1,hakai-jsp-U10031,fork length,74,mm,"NA"
DE364N1,hakai-jsp-U10032,fork length,69,mm,"NA"
DE364N1,hakai-jsp-U10033,fork length,77,mm,"NA"
DE364N1,hakai-jsp-U10034,fork length,76,mm,"NA"
JE308N1,hakai-jsp-U12751,fork length,110,mm,"NA"
JE310N1,hakai-jsp-U12911,fork length,114,mm,"NA"
JE310N1,hakai-jsp-U12912,fork length,112,mm,"NA"
JE310N1,hakai-jsp-U12913,fork length,116,mm,"NA"
JE314N1,hakai-jsp-U13239,fork length,115,mm,"NA"
JE312N1,hakai-jsp-U13071,fork length,116,mm,"NA"
JE312N1,hakai-jsp-U13072,fork length,112,mm,"NA"
JE312N1,hakai-jsp-U13073,fork length,109,mm,"NA"
JE312N1,hakai-jsp-U13074,fork length,110,mm,"NA"
JE312N1,hakai-jsp-U13075,fork length,111,mm,"NA"
JE312N1,hakai-jsp-U13076,fork length,101,mm,"NA"
JE314N1,hakai-jsp-U13231,fork length,115,mm,"NA"
JE314N1,hakai-jsp-U13232,fork length,118,mm,"NA"
JE314N1,hakai-jsp-U13234,fork length,117,mm,"NA"
JE314N1,hakai-jsp-U13237,fork length,117,mm,"NA"
JE314N1,hakai-jsp-U13238,fork length,108,mm,"NA"
JE307N1,hakai-jsp-U12701,fork length,122,mm,"NA"
JE307N1,hakai-jsp-U12702,fork length,115,mm,"NA"
JE307N1,hakai-jsp-U12703,fork length,112,mm,"NA"
JE307N1,hakai-jsp-U12704,fork length,109,mm,"NA"
JE307N1,hakai-jsp-U12705,fork length,114,mm,"NA"
JE307N1,hakai-jsp-U12708,fork length,120,mm,"NA"
JE307N1,hakai-jsp-U12709,fork length,118,mm,"NA"
JE307N1,hakai-jsp-U12710,fork length,113,mm,"NA"
JE307N1,hakai-jsp-U12706,fork length,105,mm,"NA"
JE307N1,hakai-jsp-U12707,fork length,108,mm,"NA"
JE308N1,hakai-jsp-U12787,fork length,154,mm,"NA"
JE308N1,hakai-jsp-U12788,fork length,97,mm,"NA"
JE308N1,hakai-jsp-U12789,fork length,143,mm,"NA"
DE368N1,hakai-jsp-U14001,fork length,90,mm,"NA"
DE376N1,hakai-jsp-U14002,fork length,95,mm,"NA"
DE376N1,hakai-jsp-U14003,fork length,97,mm,"NA"
DE375N1,hakai-jsp-U14004,fork length,112,mm,"NA"
JE308N1,hakai-jsp-U14039,fork length,133,mm,"NA"
JE311N5,hakai-jsp-U14040,fork length,111,mm,"NA"
JE311N5,hakai-jsp-U14041,fork length,134,mm,"NA"
JE308N1,hakai-jsp-U12781,fork length,109,mm,"NA"
JE308N1,hakai-jsp-U12782,fork length,108,mm,"NA"
JE308N1,hakai-jsp-U12783,fork length,156,mm,"NA"
JE308N1,hakai-jsp-U12784,fork length,108,mm,"NA"
JE308N1,hakai-jsp-U12785,fork length,120,mm,"NA"
JE308N1,hakai-jsp-U12786,fork length,109,mm,"NA"
JE308N1,hakai-jsp-U12790,fork length,129,mm,"NA"
JE309N1,hakai-jsp-U12862,fork length,146,mm,"NA"
JE312N1,hakai-jsp-U13101,fork length,108,mm,"NA"
JE312N1,hakai-jsp-U13102,fork length,102,mm,"NA"
JE312N1,hakai-jsp-U13103,fork length,117,mm,"NA"
JE312N1,hakai-jsp-U13104,fork length,103,mm,"NA"
JE312N1,hakai-jsp-U13105,fork length,106,mm,"NA"
JE312N1,hakai-jsp-U13106,fork length,112,mm,"NA"
JE312N1,hakai-jsp-U13107,fork length,117,mm,"NA"
JE312N1,hakai-jsp-U13108,fork length,110,mm,"NA"
JE312N1,hakai-jsp-U13109,fork length,111,mm,"NA"
JE312N1,hakai-jsp-U13110,fork length,102,mm,"NA"
JE309N1,hakai-jsp-U12861,fork length,131,mm,"NA"
JE311N5,hakai-jsp-U13021,fork length,115,mm,"NA"
JE311N5,hakai-jsp-U13022,fork length,115,mm,"NA"
JE311N5,hakai-jsp-U13023,fork length,125,mm,"NA"
JE311N5,hakai-jsp-U13024,fork length,119,mm,"NA"
DE366N1,hakai-jsp-U10221,fork length,110,mm,"NA"
DE369N1,hakai-jsp-U10461,fork length,132,mm,"NA"
DE370N1,hakai-jsp-U10541,fork length,123,mm,"NA"
DE370N1,hakai-jsp-U10542,fork length,119,mm,"NA"
DE370N1,hakai-jsp-U10543,fork length,116,mm,"NA"
DE374N1,hakai-jsp-U10861,fork length,167,mm,"NA"
JE310N1,hakai-jsp-U12941,fork length,122,mm,"NA"
JE311N5,hakai-jsp-U13025,fork length,124,mm,"NA"
JE314N1,hakai-jsp-U13261,fork length,116,mm,"NA"
JE314N1,hakai-jsp-U13262,fork length,117,mm,"NA"
DE375N1,hakai-jsp-U10941,fork length,131,mm,"NA"
DE375N1,hakai-jsp-U10942,fork length,144,mm,"NA"
DE376N1,hakai-jsp-U11021,fork length,128,mm,"NA"
DE376N1,hakai-jsp-U11022,fork length,130,mm,"NA"
DE376N1,hakai-jsp-U11023,fork length,126,mm,"NA"
JE415N2,hakai-jsp-U16561,fork length,101,mm,"NA"
JE415N2,hakai-jsp-U16562,fork length,98,mm,"NA"
JE415N2,hakai-jsp-U16563,fork length,93,mm,"NA"
JE415N2,hakai-jsp-U16564,fork length,92,mm,"NA"
JE415N2,hakai-jsp-U16565,fork length,116,mm,"NA"
JE415N2,hakai-jsp-U16566,fork length,109,mm,"NA"
JE415N2,hakai-jsp-U16567,fork length,110,mm,"NA"
JE415N2,hakai-jsp-U16568,fork length,101,mm,"NA"
JE173N1,hakai-jsp-U5471,fork length,120,mm,"NA"
JE173N1,hakai-jsp-U5472,fork length,122,mm,"NA"
JE173N1,hakai-jsp-U5473,fork length,129,mm,"NA"
JE173N1,hakai-jsp-U5474,fork length,131,mm,"NA"
JE173N1,hakai-jsp-U5475,fork length,135,mm,"NA"
JE173N1,hakai-jsp-U5476,fork length,135,mm,"NA"
JE173N1,hakai-jsp-U5477,fork length,129,mm,"NA"
JE152N1,hakai-jsp-U5478,fork length,119,mm,"NA"
JE152N1,hakai-jsp-U5479,fork length,116,mm,"NA"
JE152N1,hakai-jsp-U5480,fork length,124,mm,"NA"
JE195N1,hakai-jsp-U5115,fork length,123,mm,"NA"
JE195N1,hakai-jsp-U5481,fork length,131,mm,"NA"
JE195N1,hakai-jsp-U5482,fork length,131,mm,"NA"
JE195N1,hakai-jsp-U5483,fork length,114,mm,"NA"
JE195N1,hakai-jsp-U5484,fork length,120,mm,"NA"
JE195N1,hakai-jsp-U5485,fork length,119,mm,"NA"
JE195N1,hakai-jsp-U5486,fork length,135,mm,"NA"
JE195N1,hakai-jsp-U5487,fork length,140,mm,"NA"
JE195N1,hakai-jsp-U5488,fork length,125,mm,"NA"
JE195N1,hakai-jsp-U5489,fork length,116,mm,"NA"
JE152N1,hakai-jsp-U5490,fork length,119,mm,"NA"
JE152N1,hakai-jsp-U5491,fork length,115,mm,"NA"
JE152N1,hakai-jsp-U5492,fork length,132,mm,"NA"
DE327N1,hakai-jsp-U5132,fork length,109,mm,"NA"
DE327N1,hakai-jsp-U5133,fork length,97,mm,"NA"
JE152N1,hakai-jsp-U5493,fork length,115,mm,"NA"
JE152N1,hakai-jsp-U5494,fork length,131,mm,"NA"
JE152N1,hakai-jsp-U5495,fork length,121,mm,"NA"
JE152N1,hakai-jsp-U5496,fork length,123,mm,"NA"
JE152N1,hakai-jsp-U5497,fork length,129,mm,"NA"
JE152N1,hakai-jsp-U5498,fork length,112,mm,"NA"
JE152N1,hakai-jsp-U5499,fork length,125,mm,"NA"
DE327N1,hakai-jsp-U5500,fork length,100,mm,"NA"
DE327N1,hakai-jsp-U5134,fork length,94,mm,"NA"
DE327N1,hakai-jsp-U5135,fork length,111,mm,"NA"
DE327N1,hakai-jsp-U5136,fork length,109,mm,"NA"
DE327N1,hakai-jsp-U5137,fork length,105,mm,"NA"
DE327N1,hakai-jsp-U5138,fork length,96,mm,"NA"
DE327N1,hakai-jsp-U5139,fork length,110,mm,"NA"
DE327N1,hakai-jsp-U5140,fork length,106,mm,"NA"
DE300N1,hakai-jsp-U5141,fork length,110,mm,"NA"
DE300N1,hakai-jsp-U5142,fork length,93,mm,"NA"
DE300N1,hakai-jsp-U5143,fork length,93,mm,"NA"
DE300N1,hakai-jsp-U5144,fork length,91,mm,"NA"
DE300N1,hakai-jsp-U5145,fork length,86,mm,"NA"
DE300N1,hakai-jsp-U5146,fork length,110,mm,"NA"
DE300N1,hakai-jsp-U5147,fork length,87,mm,"NA"
DE300N1,hakai-jsp-U5148,fork length,80,mm,"NA"
JE269N1,hakai-jsp-U5151,fork length,111,mm,"NA"
JE269N1,hakai-jsp-U5152,fork length,122,mm,"NA"
JE269N1,hakai-jsp-U5153,fork length,139,mm,"NA"
JE269N1,hakai-jsp-U5154,fork length,121,mm,"NA"
JE269N1,hakai-jsp-U5155,fork length,121,mm,"NA"
DE300N1,hakai-jsp-U5149,fork length,104,mm,"NA"
DE300N1,hakai-jsp-U5150,fork length,82,mm,"NA"
DE303N1,hakai-jsp-U5161,fork length,138,mm,"NA"
DE303N1,hakai-jsp-U5162,fork length,81,mm,"NA"
DE303N1,hakai-jsp-U5163,fork length,117,mm,"NA"
DE303N1,hakai-jsp-U5164,fork length,107,mm,"NA"
DE303N1,hakai-jsp-U5165,fork length,101,mm,"NA"
DE303N1,hakai-jsp-U5166,fork length,106,mm,"NA"
DE303N1,hakai-jsp-U5167,fork length,89,mm,"NA"
DE303N1,hakai-jsp-U5168,fork length,93,mm,"NA"
DE303N1,hakai-jsp-U5169,fork length,101,mm,"NA"
DE303N1,hakai-jsp-U5170,fork length,96,mm,"NA"
JE269N1,hakai-jsp-U5156,fork length,120,mm,"NA"
JE269N1,hakai-jsp-U5157,fork length,117,mm,"NA"
JE269N1,hakai-jsp-U5158,fork length,121,mm,"NA"
JE269N1,hakai-jsp-U5159,fork length,113,mm,"NA"
JE269N1,hakai-jsp-U5160,fork length,115,mm,"NA"
JE302N1,hakai-jsp-U5171,fork length,123,mm,"NA"
JE302N1,hakai-jsp-U5172,fork length,131,mm,"NA"
JE302N1,hakai-jsp-U5173,fork length,136,mm,"NA"
JE302N1,hakai-jsp-U5174,fork length,135,mm,"NA"
JE302N1,hakai-jsp-U5175,fork length,137,mm,"NA"
JE302N1,hakai-jsp-U5176,fork length,148,mm,"NA"
JE302N1,hakai-jsp-U5177,fork length,140,mm,"NA"
JE302N1,hakai-jsp-U5178,fork length,138,mm,"NA"
JE302N1,hakai-jsp-U5194,fork length,144,mm,"NA"
JE302N1,hakai-jsp-U5195,fork length,138,mm,"NA"
JE258N1,hakai-jsp-U5196,fork length,117,mm,"NA"
JE258N1,hakai-jsp-U5197,fork length,122,mm,"NA"
JE258N1,hakai-jsp-U5198,fork length,110,mm,"NA"
JE258N1,hakai-jsp-U5199,fork length,117,mm,"NA"
JE258N1,hakai-jsp-U5200,fork length,106,mm,"NA"
JE270N1,hakai-jsp-U5179,fork length,137,mm,"NA"
JE270N1,hakai-jsp-U5180,fork length,119,mm,"NA"
JE270N1,hakai-jsp-U5181,fork length,116,mm,"NA"
JE270N1,hakai-jsp-U5182,fork length,119,mm,"NA"
JE270N1,hakai-jsp-U5183,fork length,122,mm,"NA"
JE270N1,hakai-jsp-U5184,fork length,121,mm,"NA"
JE258N1,hakai-jsp-U5201,fork length,98,mm,"NA"
JE258N1,hakai-jsp-U5202,fork length,103,mm,"NA"
JE258N1,hakai-jsp-U5203,fork length,122,mm,"NA"
JE258N1,hakai-jsp-U5204,fork length,104,mm,"NA"
JE258N1,hakai-jsp-U5205,fork length,119,mm,"NA"
DE173N1,hakai-jsp-U5206,fork length,116,mm,"NA"
DE173N1,hakai-jsp-U5207,fork length,108,mm,"NA"
DE173N1,hakai-jsp-U5208,fork length,127,mm,"NA"
DE173N1,hakai-jsp-U5209,fork length,100,mm,"NA"
DE173N1,hakai-jsp-U5210,fork length,104,mm,"NA"
JE268N1,hakai-jsp-U5211,fork length,114,mm,"NA"
JE268N1,hakai-jsp-U5212,fork length,120,mm,"NA"
JE268N1,hakai-jsp-U5213,fork length,113,mm,"NA"
JE268N1,hakai-jsp-U5214,fork length,116,mm,"NA"
JE268N1,hakai-jsp-U5215,fork length,122,mm,"NA"
JE268N1,hakai-jsp-U5216,fork length,111,mm,"NA"
JE268N1,hakai-jsp-U5217,fork length,107,mm,"NA"
JE268N1,hakai-jsp-U5218,fork length,110,mm,"NA"
JE268N1,hakai-jsp-U5219,fork length,113,mm,"NA"
JE268N1,hakai-jsp-U5220,fork length,118,mm,"NA"
DE308N1,hakai-jsp-U5221,fork length,117,mm,"NA"
DE308N1,hakai-jsp-U5222,fork length,99,mm,"NA"
DE308N1,hakai-jsp-U5223,fork length,104,mm,"NA"
DE308N1,hakai-jsp-U5224,fork length,94,mm,"NA"
JE292N1,hakai-jsp-U5225,fork length,133,mm,"NA"
JE292N1,hakai-jsp-U5226,fork length,126,mm,"NA"
JE292N1,hakai-jsp-U5227,fork length,126,mm,"NA"
JE292N1,hakai-jsp-U5228,fork length,135,mm,"NA"
JE270N1,hakai-jsp-U5185,fork length,104,mm,"NA"
JE270N1,hakai-jsp-U5186,fork length,115,mm,"NA"
JE270N1,hakai-jsp-U5187,fork length,116,mm,"NA"
JE270N1,hakai-jsp-U5188,fork length,113,mm,"NA"
JE283N1,hakai-jsp-U5189,fork length,107,mm,"NA"
JE283N1,hakai-jsp-U5190,fork length,114,mm,"NA"
JE283N1,hakai-jsp-U5191,fork length,114,mm,"NA"
JE283N1,hakai-jsp-U5192,fork length,110,mm,"NA"
JE283N1,hakai-jsp-U5193,fork length,120,mm,"NA"
JE283N1,hakai-jsp-U5232,fork length,121,mm,"NA"
JE283N1,hakai-jsp-U5233,fork length,113,mm,"NA"
JE283N1,hakai-jsp-U5234,fork length,118,mm,"NA"
JE283N1,hakai-jsp-U5235,fork length,108,mm,"NA"
JE283N1,hakai-jsp-U5236,fork length,113,mm,"NA"
JE292N1,hakai-jsp-U5229,fork length,122,mm,"NA"
JE292N1,hakai-jsp-U5230,fork length,127,mm,"NA"
JE292N1,hakai-jsp-U5231,fork length,130,mm,"NA"
JE292N1,hakai-jsp-U5245,fork length,135,mm,"NA"
JE292N1,hakai-jsp-U5246,fork length,123,mm,"NA"
JE292N1,hakai-jsp-U5247,fork length,122,mm,"NA"
DE287N1,hakai-jsp-U5248,fork length,108,mm,"NA"
DE287N1,hakai-jsp-U5249,fork length,88,mm,"NA"
DE287N1,hakai-jsp-U5250,fork length,81,mm,"NA"
DE287N1,hakai-jsp-U5251,fork length,86,mm,"NA"
DE287N1,hakai-jsp-U5252,fork length,73,mm,"NA"
DE287N1,hakai-jsp-U5253,fork length,89,mm,"NA"
DE287N1,hakai-jsp-U5254,fork length,94,mm,"NA"
DE287N1,hakai-jsp-U5255,fork length,77,mm,"NA"
DE287N1,hakai-jsp-U5256,fork length,92,mm,"NA"
DE287N1,hakai-jsp-U5257,fork length,83,mm,"NA"
DE276N1,hakai-jsp-U5237,fork length,73,mm,"NA"
DE276N1,hakai-jsp-U5238,fork length,65,mm,"NA"
DE276N1,hakai-jsp-U5239,fork length,76,mm,"NA"
JE267N1,hakai-jsp-U5262,fork length,123,mm,"NA"
JE267N1,hakai-jsp-U5263,fork length,118,mm,"NA"
JE267N1,hakai-jsp-U5264,fork length,123,mm,"NA"
JE267N1,hakai-jsp-U5265,fork length,115,mm,"NA"
JE267N1,hakai-jsp-U5266,fork length,107,mm,"NA"
JE267N1,hakai-jsp-U5267,fork length,114,mm,"NA"
JE267N1,hakai-jsp-U5268,fork length,110,mm,"NA"
JE267N1,hakai-jsp-U5269,fork length,112,mm,"NA"
JE267N1,hakai-jsp-U5270,fork length,99,mm,"NA"
JE267N1,hakai-jsp-U5271,fork length,115,mm,"NA"
DE276N1,hakai-jsp-U5272,fork length,72,mm,"NA"
DE276N1,hakai-jsp-U5273,fork length,71,mm,"NA"
DE308N1,hakai-jsp-U5258,fork length,95,mm,"NA"
DE308N1,hakai-jsp-U5259,fork length,91,mm,"NA"
DE308N1,hakai-jsp-U5260,fork length,100,mm,"NA"
DE308N1,hakai-jsp-U5261,fork length,95,mm,"NA"
DE308N1,hakai-jsp-U5274,fork length,96,mm,"NA"
DE308N1,hakai-jsp-U5275,fork length,92,mm,"NA"
DE308N1,hakai-jsp-U5276,fork length,101,mm,"NA"
JE269N1,hakai-jsp-U5277,fork length,110,mm,"NA"
JE269N1,hakai-jsp-U5278,fork length,121,mm,"NA"
JE269N1,hakai-jsp-U5279,fork length,117,mm,"NA"
JE269N1,hakai-jsp-U5280,fork length,109,mm,"NA"
JE269N1,hakai-jsp-U5281,fork length,115,mm,"NA"
JE269N1,hakai-jsp-U5282,fork length,115,mm,"NA"
DE276N1,hakai-jsp-U5240,fork length,69,mm,"NA"
DE276N1,hakai-jsp-U5241,fork length,79,mm,"NA"
DE276N1,hakai-jsp-U5242,fork length,71,mm,"NA"
DE276N1,hakai-jsp-U5243,fork length,65,mm,"NA"
DE276N1,hakai-jsp-U5244,fork length,66,mm,"NA"
JE270N1,hakai-jsp-U5287,fork length,114,mm,"NA"
JE270N1,hakai-jsp-U5288,fork length,108,mm,"NA"
JE270N1,hakai-jsp-U5289,fork length,120,mm,"NA"
JE270N1,hakai-jsp-U5290,fork length,108,mm,"NA"
JE270N1,hakai-jsp-U5291,fork length,113,mm,"NA"
JE270N1,hakai-jsp-U5292,fork length,110,mm,"NA"
JE270N1,hakai-jsp-U5293,fork length,106,mm,"NA"
JE270N1,hakai-jsp-U5294,fork length,114,mm,"NA"
JE270N1,hakai-jsp-U5295,fork length,110,mm,"NA"
JE270N1,hakai-jsp-U5296,fork length,111,mm,"NA"
JE269N1,hakai-jsp-U5283,fork length,115,mm,"NA"
JE269N1,hakai-jsp-U5284,fork length,107,mm,"NA"
JE269N1,hakai-jsp-U5285,fork length,117,mm,"NA"
JE269N1,hakai-jsp-U5286,fork length,115,mm,"NA"
JE258N1,hakai-jsp-U5337,fork length,115,mm,"NA"
JE258N1,hakai-jsp-U5338,fork length,110,mm,"NA"
JE258N1,hakai-jsp-U5339,fork length,112,mm,"NA"
JE258N1,hakai-jsp-U5340,fork length,109,mm,"NA"
JE302N1,hakai-jsp-U5297,fork length,127,mm,"NA"
JE302N1,hakai-jsp-U5298,fork length,120,mm,"NA"
JE302N1,hakai-jsp-U5299,fork length,136,mm,"NA"
JE302N1,hakai-jsp-U5300,fork length,129,mm,"NA"
JE302N1,hakai-jsp-U5301,fork length,129,mm,"NA"
JE302N1,hakai-jsp-U5327,fork length,137,mm,"NA"
JE302N1,hakai-jsp-U5328,fork length,129,mm,"NA"
JE302N1,hakai-jsp-U5329,fork length,131,mm,"NA"
JE302N1,hakai-jsp-U5330,fork length,134,mm,"NA"
JE302N1,hakai-jsp-U5331,fork length,130,mm,"NA"
JE262N1,hakai-jsp-U5332,fork length,120,mm,"NA"
JE262N1,hakai-jsp-U5333,fork length,111,mm,"NA"
JE262N1,hakai-jsp-U5334,fork length,109,mm,"NA"
JE262N1,hakai-jsp-U5335,fork length,112,mm,"NA"
JE262N1,hakai-jsp-U5336,fork length,113,mm,"NA"
JE262N1,hakai-jsp-U5362,fork length,104,mm,"NA"
JE262N1,hakai-jsp-U5363,fork length,103,mm,"NA"
JE262N1,hakai-jsp-U5364,fork length,110,mm,"NA"
JE262N1,hakai-jsp-U5365,fork length,108,mm,"NA"
JE267N1,hakai-jsp-U5366,fork length,110,mm,"NA"
JE267N1,hakai-jsp-U5367,fork length,116,mm,"NA"
JE267N1,hakai-jsp-U5368,fork length,115,mm,"NA"
JE267N1,hakai-jsp-U5369,fork length,109,mm,"NA"
JE267N1,hakai-jsp-U5370,fork length,113,mm,"NA"
JE267N1,hakai-jsp-U5371,fork length,111,mm,"NA"
JE267N1,hakai-jsp-U5372,fork length,113,mm,"NA"
JE267N1,hakai-jsp-U5373,fork length,117,mm,"NA"
JE267N1,hakai-jsp-U5374,fork length,118,mm,"NA"
JE258N1,hakai-jsp-U5341,fork length,107,mm,"NA"
JE258N1,hakai-jsp-U5342,fork length,102,mm,"NA"
JE258N1,hakai-jsp-U5343,fork length,108,mm,"NA"
JE258N1,hakai-jsp-U5344,fork length,114,mm,"NA"
JE258N1,hakai-jsp-U5345,fork length,110,mm,"NA"
JE258N1,hakai-jsp-U5346,fork length,108,mm,"NA"
JE292N1,hakai-jsp-U5347,fork length,120,mm,"NA"
JE292N1,hakai-jsp-U5348,fork length,115,mm,"NA"
JE292N1,hakai-jsp-U5349,fork length,124,mm,"NA"
JE292N1,hakai-jsp-U5350,fork length,130,mm,"NA"
JE292N1,hakai-jsp-U5351,fork length,117,mm,"NA"
JE292N1,hakai-jsp-U5352,fork length,131,mm,"NA"
JE292N1,hakai-jsp-U5353,fork length,128,mm,"NA"
JE292N1,hakai-jsp-U5354,fork length,123,mm,"NA"
JE292N1,hakai-jsp-U5355,fork length,122,mm,"NA"
JE292N1,hakai-jsp-U5356,fork length,114,mm,"NA"
JE268N1,hakai-jsp-U5375,fork length,110,mm,"NA"
JE268N1,hakai-jsp-U5376,fork length,106,mm,"NA"
JE268N1,hakai-jsp-U5377,fork length,124,mm,"NA"
JE268N1,hakai-jsp-U5378,fork length,119,mm,"NA"
JE268N1,hakai-jsp-U5379,fork length,113,mm,"NA"
JE268N1,hakai-jsp-U5380,fork length,113,mm,"NA"
JE268N1,hakai-jsp-U5381,fork length,116,mm,"NA"
JE268N1,hakai-jsp-U5382,fork length,110,mm,"NA"
JE268N1,hakai-jsp-U5383,fork length,112,mm,"NA"
JE268N1,hakai-jsp-U5384,fork length,109,mm,"NA"
DE303N1,hakai-jsp-U5385,fork length,101,mm,"NA"
DE303N1,hakai-jsp-U5386,fork length,91,mm,"NA"
DE303N1,hakai-jsp-U5387,fork length,114,mm,"NA"
DE303N1,hakai-jsp-U5388,fork length,98,mm,"NA"
DE300N1,hakai-jsp-U5302,fork length,94,mm,"NA"
DE300N1,hakai-jsp-U5303,fork length,90,mm,"NA"
DE300N1,hakai-jsp-U5304,fork length,85,mm,"NA"
DE300N1,hakai-jsp-U5305,fork length,107,mm,"NA"
DE300N1,hakai-jsp-U5306,fork length,94,mm,"NA"
DE300N1,hakai-jsp-U5307,fork length,82,mm,"NA"
DE300N1,hakai-jsp-U5308,fork length,85,mm,"NA"
DE300N1,hakai-jsp-U5309,fork length,95,mm,"NA"
DE300N1,hakai-jsp-U5310,fork length,95,mm,"NA"
DE300N1,hakai-jsp-U5311,fork length,97,mm,"NA"
DE327N1,hakai-jsp-U5312,fork length,109,mm,"NA"
DE327N1,hakai-jsp-U5313,fork length,106,mm,"NA"
DE327N1,hakai-jsp-U5314,fork length,110,mm,"NA"
JE213N1,hakai-jsp-U5357,fork length,119,mm,"NA"
JE213N1,hakai-jsp-U5358,fork length,133,mm,"NA"
JE213N1,hakai-jsp-U5359,fork length,139,mm,"NA"
JE213N1,hakai-jsp-U5360,fork length,126,mm,"NA"
JE213N1,hakai-jsp-U5361,fork length,139,mm,"NA"
JE213N1,hakai-jsp-U5412,fork length,142,mm,"NA"
JE213N1,hakai-jsp-U5413,fork length,129,mm,"NA"
JE213N1,hakai-jsp-U5414,fork length,144,mm,"NA"
