eventID,occurrenceID,measurementType,measurementValue,measurementUnit,measurementUnitID
JE506N1,hakai-jsp-U21802,fork length,113,mm,"NA"
JE506N1,hakai-jsp-U21803,fork length,125,mm,"NA"
JE506N1,hakai-jsp-U21804,fork length,118,mm,"NA"
JE506N1,hakai-jsp-U21805,fork length,129,mm,"NA"
JE506N1,hakai-jsp-U21806,fork length,123,mm,"NA"
JE506N1,hakai-jsp-U21807,fork length,122,mm,"NA"
JE506N1,hakai-jsp-U21808,fork length,120,mm,"NA"
JE506N1,hakai-jsp-U21809,fork length,126,mm,"NA"
JE506N1,hakai-jsp-U21810,fork length,114,mm,"NA"
JE506N1,hakai-jsp-U21811,fork length,126,mm,"NA"
JE506N1,hakai-jsp-U21812,fork length,124,mm,"NA"
JE506N1,hakai-jsp-U21813,fork length,130,mm,"NA"
JE506N1,hakai-jsp-U21814,fork length,118,mm,"NA"
JE506N1,hakai-jsp-U21815,fork length,118,mm,"NA"
JE506N1,hakai-jsp-U21816,fork length,122,mm,"NA"
JE506N1,hakai-jsp-U21817,fork length,120,mm,"NA"
JE506N1,hakai-jsp-U21818,fork length,113,mm,"NA"
JE506N1,hakai-jsp-U21819,fork length,117,mm,"NA"
JE506N1,hakai-jsp-U21820,fork length,121,mm,"NA"
JE509N2,hakai-jsp-U21821,fork length,130,mm,"NA"
JE509N2,hakai-jsp-U21822,fork length,100,mm,"NA"
JE509N2,hakai-jsp-U21823,fork length,114,mm,"NA"
JE509N2,hakai-jsp-U21824,fork length,126,mm,"NA"
JE509N2,hakai-jsp-U21825,fork length,115,mm,"NA"
JE509N2,hakai-jsp-U21826,fork length,119,mm,"NA"
JE509N2,hakai-jsp-U21827,fork length,116,mm,"NA"
JE509N2,hakai-jsp-U21828,fork length,103,mm,"NA"
JE509N2,hakai-jsp-U21829,fork length,126,mm,"NA"
JE509N2,hakai-jsp-U21830,fork length,112,mm,"NA"
JE509N2,hakai-jsp-U21881,fork length,106,mm,"NA"
JE509N2,hakai-jsp-U21882,fork length,122,mm,"NA"
JE509N2,hakai-jsp-U21891,fork length,NA,mm,"NA"
JE509N2,hakai-jsp-U21892,fork length,NA,mm,"NA"
JE509N2,hakai-jsp-U21893,fork length,NA,mm,"NA"
JE509N2,hakai-jsp-U21894,fork length,NA,mm,"NA"
JE509N2,hakai-jsp-U21895,fork length,NA,mm,"NA"
JE509N2,hakai-jsp-U21896,fork length,NA,mm,"NA"
JE509N2,hakai-jsp-U21897,fork length,NA,mm,"NA"
JE509N2,hakai-jsp-U21898,fork length,NA,mm,"NA"
JE509N2,hakai-jsp-U21899,fork length,NA,mm,"NA"
JE509N2,hakai-jsp-U21900,fork length,NA,mm,"NA"
JE509N2,hakai-jsp-U21901,fork length,NA,mm,"NA"
JE509N2,hakai-jsp-U21902,fork length,NA,mm,"NA"
JE509N2,hakai-jsp-U21903,fork length,NA,mm,"NA"
JE509N2,hakai-jsp-U21904,fork length,NA,mm,"NA"
JE509N2,hakai-jsp-U21905,fork length,NA,mm,"NA"
JE509N2,hakai-jsp-U21906,fork length,NA,mm,"NA"
JE509N2,hakai-jsp-U21907,fork length,NA,mm,"NA"
JE509N2,hakai-jsp-U21908,fork length,NA,mm,"NA"
JE509N2,hakai-jsp-U21909,fork length,NA,mm,"NA"
JE509N2,hakai-jsp-U21910,fork length,NA,mm,"NA"
JE509N2,hakai-jsp-U21911,fork length,NA,mm,"NA"
JE509N2,hakai-jsp-U21912,fork length,NA,mm,"NA"
JE509N2,hakai-jsp-U21913,fork length,NA,mm,"NA"
JE509N2,hakai-jsp-U21914,fork length,NA,mm,"NA"
JE509N2,hakai-jsp-U21915,fork length,NA,mm,"NA"
JE509N2,hakai-jsp-U21916,fork length,NA,mm,"NA"
JE511N1,hakai-jsp-U22011,fork length,112,mm,"NA"
JE511N1,hakai-jsp-U22012,fork length,111,mm,"NA"
JE511N1,hakai-jsp-U22013,fork length,121,mm,"NA"
JE511N1,hakai-jsp-U22014,fork length,106,mm,"NA"
JE511N1,hakai-jsp-U22015,fork length,118,mm,"NA"
JE511N1,hakai-jsp-U22016,fork length,111,mm,"NA"
JE511N1,hakai-jsp-U22017,fork length,116,mm,"NA"
JE511N1,hakai-jsp-U22018,fork length,109,mm,"NA"
JE511N1,hakai-jsp-U22019,fork length,112,mm,"NA"
JE511N1,hakai-jsp-U22020,fork length,112,mm,"NA"
JE514N1,hakai-jsp-U22031,fork length,118,mm,"NA"
JE514N1,hakai-jsp-U22032,fork length,117,mm,"NA"
JE514N1,hakai-jsp-U22033,fork length,121,mm,"NA"
JE514N1,hakai-jsp-U22034,fork length,107,mm,"NA"
JE514N1,hakai-jsp-U22035,fork length,115,mm,"NA"
JE514N1,hakai-jsp-U22036,fork length,116,mm,"NA"
JE514N1,hakai-jsp-U22037,fork length,116,mm,"NA"
JE514N1,hakai-jsp-U22038,fork length,117,mm,"NA"
JE514N1,hakai-jsp-U22039,fork length,127,mm,"NA"
JE514N1,hakai-jsp-U22040,fork length,117,mm,"NA"
JE514N1,hakai-jsp-U22021,fork length,124,mm,"NA"
JE514N1,hakai-jsp-U22022,fork length,128,mm,"NA"
JE514N1,hakai-jsp-U22041,fork length,NA,mm,"NA"
JE514N1,hakai-jsp-U22042,fork length,NA,mm,"NA"
JE514N1,hakai-jsp-U22043,fork length,NA,mm,"NA"
JE514N1,hakai-jsp-U22044,fork length,NA,mm,"NA"
JE514N1,hakai-jsp-U22045,fork length,NA,mm,"NA"
JE514N1,hakai-jsp-U22046,fork length,NA,mm,"NA"
JE514N1,hakai-jsp-U22047,fork length,NA,mm,"NA"
JE514N1,hakai-jsp-U22048,fork length,NA,mm,"NA"
JE514N1,hakai-jsp-U22049,fork length,NA,mm,"NA"
JE514N1,hakai-jsp-U22050,fork length,NA,mm,"NA"
JE514N1,hakai-jsp-U22051,fork length,NA,mm,"NA"
JE514N1,hakai-jsp-U22052,fork length,NA,mm,"NA"
JE514N1,hakai-jsp-U22053,fork length,NA,mm,"NA"
JE514N1,hakai-jsp-U22054,fork length,NA,mm,"NA"
JE514N1,hakai-jsp-U22055,fork length,NA,mm,"NA"
JE514N1,hakai-jsp-U22056,fork length,NA,mm,"NA"
JE514N1,hakai-jsp-U22057,fork length,NA,mm,"NA"
JE514N1,hakai-jsp-U22058,fork length,NA,mm,"NA"
JE514N1,hakai-jsp-U22059,fork length,NA,mm,"NA"
JE514N1,hakai-jsp-U22060,fork length,NA,mm,"NA"
JE517N1,hakai-jsp-U22071,fork length,126,mm,"NA"
JE517N1,hakai-jsp-U22072,fork length,124,mm,"NA"
JE517N1,hakai-jsp-U22073,fork length,115,mm,"NA"
JE517N1,hakai-jsp-U22074,fork length,122,mm,"NA"
JE517N1,hakai-jsp-U22075,fork length,125,mm,"NA"
JE517N1,hakai-jsp-U22076,fork length,114,mm,"NA"
JE517N1,hakai-jsp-U22077,fork length,110,mm,"NA"
JE517N1,hakai-jsp-U22078,fork length,116,mm,"NA"
JE517N1,hakai-jsp-U22079,fork length,115,mm,"NA"
JE517N1,hakai-jsp-U22080,fork length,121,mm,"NA"
JE517N1,hakai-jsp-U22081,fork length,143,mm,"NA"
JE517N1,hakai-jsp-U22082,fork length,111,mm,"NA"
JE517N1,hakai-jsp-U22083,fork length,125,mm,"NA"
JE517N1,hakai-jsp-U22084,fork length,134,mm,"NA"
JE517N1,hakai-jsp-U22085,fork length,116,mm,"NA"
JE517N1,hakai-jsp-U22086,fork length,119,mm,"NA"
JE517N1,hakai-jsp-U22087,fork length,133,mm,"NA"
JE517N1,hakai-jsp-U22088,fork length,122,mm,"NA"
JE517N1,hakai-jsp-U22089,fork length,134,mm,"NA"
JE517N1,hakai-jsp-U22090,fork length,121,mm,"NA"
JE517N1,hakai-jsp-U22091,fork length,NA,mm,"NA"
JE517N1,hakai-jsp-U22092,fork length,NA,mm,"NA"
JE517N1,hakai-jsp-U22093,fork length,NA,mm,"NA"
JE517N1,hakai-jsp-U22094,fork length,NA,mm,"NA"
JE517N1,hakai-jsp-U22095,fork length,NA,mm,"NA"
JE517N1,hakai-jsp-U22096,fork length,NA,mm,"NA"
JE517N1,hakai-jsp-U22097,fork length,NA,mm,"NA"
JE517N1,hakai-jsp-U22098,fork length,NA,mm,"NA"
JE517N1,hakai-jsp-U22099,fork length,NA,mm,"NA"
JE517N1,hakai-jsp-U22100,fork length,NA,mm,"NA"
JE517N1,hakai-jsp-U22101,fork length,NA,mm,"NA"
JE517N1,hakai-jsp-U22102,fork length,NA,mm,"NA"
JE517N1,hakai-jsp-U22103,fork length,NA,mm,"NA"
JE517N1,hakai-jsp-U22104,fork length,NA,mm,"NA"
JE517N1,hakai-jsp-U22105,fork length,NA,mm,"NA"
JE517N1,hakai-jsp-U22106,fork length,NA,mm,"NA"
JE517N1,hakai-jsp-U22107,fork length,NA,mm,"NA"
JE517N1,hakai-jsp-U22108,fork length,NA,mm,"NA"
JE517N1,hakai-jsp-U22109,fork length,NA,mm,"NA"
JE517N1,hakai-jsp-U22110,fork length,NA,mm,"NA"
JE517N1,hakai-jsp-U22111,fork length,NA,mm,"NA"
JE519N1,hakai-jsp-U22171,fork length,118,mm,"NA"
JE519N1,hakai-jsp-U22172,fork length,113,mm,"NA"
JE519N1,hakai-jsp-U22173,fork length,120,mm,"NA"
JE519N1,hakai-jsp-U22174,fork length,119,mm,"NA"
JE519N1,hakai-jsp-U22175,fork length,119,mm,"NA"
JE519N1,hakai-jsp-U22176,fork length,118,mm,"NA"
JE519N1,hakai-jsp-U22177,fork length,120,mm,"NA"
JE519N1,hakai-jsp-U22178,fork length,122,mm,"NA"
JE519N1,hakai-jsp-U22179,fork length,120,mm,"NA"
JE519N1,hakai-jsp-U22180,fork length,120,mm,"NA"
JE519N1,hakai-jsp-U22281,fork length,117,mm,"NA"
JE519N1,hakai-jsp-U22282,fork length,113,mm,"NA"
JE519N1,hakai-jsp-U22283,fork length,114,mm,"NA"
JE519N1,hakai-jsp-U22284,fork length,118,mm,"NA"
JE519N1,hakai-jsp-U22285,fork length,112,mm,"NA"
JE519N1,hakai-jsp-U22286,fork length,115,mm,"NA"
JE519N1,hakai-jsp-U22287,fork length,120,mm,"NA"
JE519N1,hakai-jsp-U22288,fork length,112,mm,"NA"
JE519N1,hakai-jsp-U22289,fork length,114,mm,"NA"
JE519N1,hakai-jsp-U22290,fork length,116,mm,"NA"
JE519N1,hakai-jsp-U22181,fork length,110,mm,"NA"
JE519N1,hakai-jsp-U22182,fork length,112,mm,"NA"
JE519N1,hakai-jsp-U22183,fork length,124,mm,"NA"
JE519N1,hakai-jsp-U22184,fork length,118,mm,"NA"
JE519N1,hakai-jsp-U22185,fork length,116,mm,"NA"
JE519N1,hakai-jsp-U22186,fork length,116,mm,"NA"
JE519N1,hakai-jsp-U22187,fork length,113,mm,"NA"
JE519N1,hakai-jsp-U22188,fork length,112,mm,"NA"
JE519N1,hakai-jsp-U22189,fork length,108,mm,"NA"
JE519N1,hakai-jsp-U22190,fork length,114,mm,"NA"
JE519N1,hakai-jsp-U22191,fork length,NA,mm,"NA"
JE519N1,hakai-jsp-U22192,fork length,NA,mm,"NA"
JE519N1,hakai-jsp-U22193,fork length,NA,mm,"NA"
JE519N1,hakai-jsp-U22194,fork length,NA,mm,"NA"
JE519N1,hakai-jsp-U22195,fork length,NA,mm,"NA"
JE519N1,hakai-jsp-U22196,fork length,NA,mm,"NA"
JE519N1,hakai-jsp-U22197,fork length,NA,mm,"NA"
JE519N1,hakai-jsp-U22198,fork length,NA,mm,"NA"
JE519N1,hakai-jsp-U22199,fork length,NA,mm,"NA"
JE519N1,hakai-jsp-U22200,fork length,NA,mm,"NA"
JE519N1,hakai-jsp-U22251,fork length,NA,mm,"NA"
JE519N1,hakai-jsp-U22252,fork length,NA,mm,"NA"
JE519N1,hakai-jsp-U22253,fork length,NA,mm,"NA"
JE519N1,hakai-jsp-U22254,fork length,NA,mm,"NA"
JE519N1,hakai-jsp-U22255,fork length,NA,mm,"NA"
JE519N1,hakai-jsp-U22256,fork length,NA,mm,"NA"
JE519N1,hakai-jsp-U22257,fork length,NA,mm,"NA"
JE519N1,hakai-jsp-U22258,fork length,NA,mm,"NA"
JE519N1,hakai-jsp-U22259,fork length,NA,mm,"NA"
JE519N1,hakai-jsp-U22260,fork length,NA,mm,"NA"
JE519N1,hakai-jsp-U22261,fork length,NA,mm,"NA"
JE519N1,hakai-jsp-U22262,fork length,NA,mm,"NA"
JE519N1,hakai-jsp-U22263,fork length,NA,mm,"NA"
JE519N1,hakai-jsp-U22264,fork length,NA,mm,"NA"
JE519N1,hakai-jsp-U22265,fork length,NA,mm,"NA"
JE519N1,hakai-jsp-U22271,fork length,NA,mm,"NA"
JE519N1,hakai-jsp-U22272,fork length,NA,mm,"NA"
JE519N1,hakai-jsp-U22273,fork length,NA,mm,"NA"
JE519N1,hakai-jsp-U22274,fork length,NA,mm,"NA"
JE519N1,hakai-jsp-U22275,fork length,NA,mm,"NA"
JE519N1,hakai-jsp-U22276,fork length,NA,mm,"NA"
JE519N1,hakai-jsp-U22277,fork length,NA,mm,"NA"
JE522N2,hakai-jsp-U22291,fork length,132,mm,"NA"
JE522N2,hakai-jsp-U22292,fork length,115,mm,"NA"
JE522N2,hakai-jsp-U22293,fork length,123,mm,"NA"
JE522N2,hakai-jsp-U22294,fork length,126,mm,"NA"
JE522N2,hakai-jsp-U22295,fork length,135,mm,"NA"
JE522N2,hakai-jsp-U22296,fork length,123,mm,"NA"
JE522N2,hakai-jsp-U22297,fork length,127,mm,"NA"
JE522N2,hakai-jsp-U22298,fork length,120,mm,"NA"
JE522N2,hakai-jsp-U22299,fork length,120,mm,"NA"
JE522N2,hakai-jsp-U22300,fork length,134,mm,"NA"
JE522N2,hakai-jsp-U22301,fork length,122,mm,"NA"
JE522N2,hakai-jsp-U22302,fork length,121,mm,"NA"
JE522N2,hakai-jsp-U22303,fork length,120,mm,"NA"
JE522N2,hakai-jsp-U22304,fork length,121,mm,"NA"
JE522N2,hakai-jsp-U22305,fork length,117,mm,"NA"
JE522N2,hakai-jsp-U22306,fork length,123,mm,"NA"
JE522N2,hakai-jsp-U22307,fork length,120,mm,"NA"
JE522N2,hakai-jsp-U22308,fork length,124,mm,"NA"
JE522N2,hakai-jsp-U22309,fork length,130,mm,"NA"
JE522N2,hakai-jsp-U22310,fork length,122,mm,"NA"
JE522N2,hakai-jsp-U22311,fork length,105,mm,"NA"
JE522N2,hakai-jsp-U22312,fork length,119,mm,"NA"
JE522N2,hakai-jsp-U22313,fork length,122,mm,"NA"
JE522N2,hakai-jsp-U22314,fork length,124,mm,"NA"
JE522N2,hakai-jsp-U22315,fork length,121,mm,"NA"
JE522N2,hakai-jsp-U22316,fork length,117,mm,"NA"
JE522N2,hakai-jsp-U22317,fork length,122,mm,"NA"
JE522N2,hakai-jsp-U22318,fork length,117,mm,"NA"
JE522N2,hakai-jsp-U22319,fork length,126,mm,"NA"
JE522N2,hakai-jsp-U22320,fork length,125,mm,"NA"
JE522N2,hakai-jsp-U22321,fork length,NA,mm,"NA"
JE522N2,hakai-jsp-U22322,fork length,NA,mm,"NA"
JE522N2,hakai-jsp-U22323,fork length,NA,mm,"NA"
JE522N2,hakai-jsp-U22331,fork length,NA,mm,"NA"
JE522N2,hakai-jsp-U22332,fork length,NA,mm,"NA"
JE522N2,hakai-jsp-U22333,fork length,NA,mm,"NA"
JE522N2,hakai-jsp-U22334,fork length,NA,mm,"NA"
JE525N2,hakai-jsp-U22371,fork length,131,mm,"NA"
JE525N2,hakai-jsp-U22381,fork length,127,mm,"NA"
JE525N2,hakai-jsp-U22382,fork length,131,mm,"NA"
JE525N2,hakai-jsp-U22383,fork length,121,mm,"NA"
JE525N2,hakai-jsp-U22384,fork length,132,mm,"NA"
JE525N2,hakai-jsp-U22385,fork length,122,mm,"NA"
JE525N2,hakai-jsp-U22386,fork length,118,mm,"NA"
JE525N2,hakai-jsp-U22387,fork length,122,mm,"NA"
JE525N2,hakai-jsp-U22388,fork length,132,mm,"NA"
JE525N2,hakai-jsp-U22389,fork length,129,mm,"NA"
JE525N2,hakai-jsp-U22390,fork length,126,mm,"NA"
JE525N2,hakai-jsp-U22391,fork length,127,mm,"NA"
JE525N2,hakai-jsp-U22392,fork length,124,mm,"NA"
JE525N2,hakai-jsp-U22393,fork length,126,mm,"NA"
JE525N2,hakai-jsp-U22394,fork length,124,mm,"NA"
JE525N2,hakai-jsp-U22395,fork length,128,mm,"NA"
JE525N2,hakai-jsp-U22396,fork length,116,mm,"NA"
JE525N2,hakai-jsp-U22397,fork length,122,mm,"NA"
JE525N2,hakai-jsp-U22398,fork length,120,mm,"NA"
JE525N2,hakai-jsp-U22399,fork length,118,mm,"NA"
JE525N2,hakai-jsp-U22400,fork length,120,mm,"NA"
JE525N2,hakai-jsp-U22401,fork length,NA,mm,"NA"
JE525N2,hakai-jsp-U22402,fork length,NA,mm,"NA"
JE525N2,hakai-jsp-U22403,fork length,NA,mm,"NA"
JE525N2,hakai-jsp-U22404,fork length,NA,mm,"NA"
JE527N1,hakai-jsp-U22481,fork length,130,mm,"NA"
JE527N1,hakai-jsp-U22482,fork length,105,mm,"NA"
JE527N1,hakai-jsp-U22461,fork length,130,mm,"NA"
JE527N1,hakai-jsp-U22462,fork length,126,mm,"NA"
JE527N1,hakai-jsp-U22463,fork length,127,mm,"NA"
JE527N1,hakai-jsp-U22464,fork length,125,mm,"NA"
JE527N1,hakai-jsp-U22465,fork length,122,mm,"NA"
JE527N1,hakai-jsp-U22466,fork length,109,mm,"NA"
JE527N1,hakai-jsp-U22467,fork length,101,mm,"NA"
JE527N1,hakai-jsp-U22468,fork length,108,mm,"NA"
JE527N1,hakai-jsp-U22469,fork length,125,mm,"NA"
JE527N1,hakai-jsp-U22470,fork length,128,mm,"NA"
JE527N1,hakai-jsp-U22471,fork length,126,mm,"NA"
JE527N1,hakai-jsp-U22472,fork length,112,mm,"NA"
JE527N1,hakai-jsp-U22473,fork length,126,mm,"NA"
JE527N1,hakai-jsp-U22474,fork length,128,mm,"NA"
JE527N1,hakai-jsp-U22475,fork length,128,mm,"NA"
JE527N1,hakai-jsp-U22476,fork length,131,mm,"NA"
JE527N1,hakai-jsp-U22477,fork length,116,mm,"NA"
JE527N1,hakai-jsp-U22478,fork length,116,mm,"NA"
JE527N1,hakai-jsp-U22479,fork length,119,mm,"NA"
JE527N1,hakai-jsp-U22480,fork length,116,mm,"NA"
JE529N3,hakai-jsp-U22531,fork length,136,mm,"NA"
JE529N3,hakai-jsp-U22532,fork length,144,mm,"NA"
JE529N3,hakai-jsp-U22533,fork length,139,mm,"NA"
JE529N3,hakai-jsp-U22541,fork length,133,mm,"NA"
JE529N3,hakai-jsp-U22542,fork length,125,mm,"NA"
JE529N3,hakai-jsp-U22543,fork length,135,mm,"NA"
JE529N3,hakai-jsp-U22544,fork length,137,mm,"NA"
JE529N3,hakai-jsp-U22545,fork length,134,mm,"NA"
JE529N3,hakai-jsp-U22546,fork length,129,mm,"NA"
JE529N3,hakai-jsp-U22547,fork length,123,mm,"NA"
JE529N3,hakai-jsp-U22548,fork length,130,mm,"NA"
JE529N3,hakai-jsp-U22549,fork length,134,mm,"NA"
JE529N3,hakai-jsp-U22550,fork length,128,mm,"NA"
JE529N3,hakai-jsp-U22551,fork length,135,mm,"NA"
JE529N3,hakai-jsp-U22552,fork length,133,mm,"NA"
JE529N3,hakai-jsp-U22553,fork length,134,mm,"NA"
JE529N3,hakai-jsp-U22554,fork length,NA,mm,"NA"
JE529N3,hakai-jsp-U22555,fork length,NA,mm,"NA"
JE529N3,hakai-jsp-U22556,fork length,NA,mm,"NA"
JE529N3,hakai-jsp-U22557,fork length,NA,mm,"NA"
JE529N3,hakai-jsp-U22558,fork length,NA,mm,"NA"
JE529N3,hakai-jsp-U22559,fork length,127,mm,"NA"
JE529N3,hakai-jsp-U22560,fork length,140,mm,"NA"
JE529N3,hakai-jsp-U22561,fork length,NA,mm,"NA"
JE529N3,hakai-jsp-U22562,fork length,NA,mm,"NA"
JE529N3,hakai-jsp-U22563,fork length,NA,mm,"NA"
JE529N3,hakai-jsp-U22564,fork length,NA,mm,"NA"
JE529N3,hakai-jsp-U22571,fork length,NA,mm,"NA"
JE529N3,hakai-jsp-U22572,fork length,NA,mm,"NA"
JE524N2,hakai-jsp-U22681,fork length,NA,mm,"NA"
JE101N1,hakai-jsp-U01,weight,NA,g,"NA"
JE101N1,hakai-jsp-U02,weight,22.2,g,"NA"
JE101N1,hakai-jsp-U11,weight,NA,g,"NA"
JE101N1,hakai-jsp-U12,weight,NA,g,"NA"
JE101N1,hakai-jsp-U03,weight,24,g,"NA"
JE101N1,hakai-jsp-U13,weight,19.5,g,"NA"
JE101N1,hakai-jsp-U04,weight,22.5,g,"NA"
JE101N1,hakai-jsp-U05,weight,13.4,g,"NA"
JE101N1,hakai-jsp-U14,weight,26.3,g,"NA"
JE101N1,hakai-jsp-U15,weight,29.7,g,"NA"
JE102N2,hakai-jsp-U31,weight,10.9,g,"NA"
JE102N2,hakai-jsp-U32,weight,NA,g,"NA"
JE102N2,hakai-jsp-U07,weight,12.3,g,"NA"
JE102N2,hakai-jsp-U08,weight,13.5,g,"NA"
JE102N2,hakai-jsp-U09,weight,13,g,"NA"
JE102N2,hakai-jsp-U21,weight,8.5,g,"NA"
JE102N2,hakai-jsp-U22,weight,20.6,g,"NA"
JE102N2,hakai-jsp-U16,weight,12.4,g,"NA"
JE102N2,hakai-jsp-U33,weight,20.9,g,"NA"
JE102N2,hakai-jsp-U34,weight,36.4,g,"NA"
JE102N2,hakai-jsp-U35,weight,12.2,g,"NA"
JE102N2,hakai-jsp-U10,weight,11.2,g,"NA"
JE102N2,hakai-jsp-U41,weight,16.3,g,"NA"
JE102N2,hakai-jsp-U42,weight,7.6,g,"NA"
JE102N2,hakai-jsp-U43,weight,10.5,g,"NA"
JE102N2,hakai-jsp-U23,weight,16.4,g,"NA"
JE102N2,hakai-jsp-U24,weight,11.8,g,"NA"
JE102N2,hakai-jsp-U25,weight,8.6,g,"NA"
JE102N2,hakai-jsp-U36,weight,14.9,g,"NA"
JE102N2,hakai-jsp-U17,weight,9.9,g,"NA"
JE109N3,hakai-jsp-U45,weight,14,g,"NA"
JE109N3,hakai-jsp-U46,weight,14.4,g,"NA"
JE109N3,hakai-jsp-U26,weight,13.7,g,"NA"
JE109N3,hakai-jsp-U27,weight,12.7,g,"NA"
JE109N3,hakai-jsp-U37,weight,10.4,g,"NA"
JE109N3,hakai-jsp-U38,weight,12.2,g,"NA"
JE102N2,hakai-jsp-U18,weight,9.9,g,"NA"
JE109N3,hakai-jsp-U40,weight,13.7,g,"NA"
JE109N3,hakai-jsp-U51,weight,12.2,g,"NA"
JE108N2,hakai-jsp-U52,weight,18.1,g,"NA"
JE109N3,hakai-jsp-U47,weight,13.4,g,"NA"
JE109N3,hakai-jsp-U48,weight,10.9,g,"NA"
JE108N2,hakai-jsp-U49,weight,13.5,g,"NA"
JE108N2,hakai-jsp-U50,weight,13.9,g,"NA"
JE109N3,hakai-jsp-U28,weight,11.4,g,"NA"
JE109N3,hakai-jsp-U29,weight,11.5,g,"NA"
JE109N3,hakai-jsp-U30,weight,12.2,g,"NA"
JE108N2,hakai-jsp-U61,weight,12.8,g,"NA"
JE108N2,hakai-jsp-U62,weight,20.2,g,"NA"
JE109N3,hakai-jsp-U19,weight,9.8,g,"NA"
JE108N2,hakai-jsp-U53,weight,20.7,g,"NA"
JE108N2,hakai-jsp-U54,weight,15,g,"NA"
JE108N2,hakai-jsp-U71,weight,13.6,g,"NA"
JE108N2,hakai-jsp-U72,weight,12,g,"NA"
JE108N2,hakai-jsp-U73,weight,12.3,g,"NA"
JE108N2,hakai-jsp-U63,weight,15.6,g,"NA"
JE107N2,hakai-jsp-U101,weight,12.6,g,"NA"
JE107N2,hakai-jsp-U102,weight,12,g,"NA"
JE105N2,hakai-jsp-U103,weight,15.4,g,"NA"
JE107N2,hakai-jsp-U20,weight,15.7,g,"NA"
JE105N2,hakai-jsp-U55,weight,7.5,g,"NA"
JE105N2,hakai-jsp-U56,weight,9.3,g,"NA"
JE107N2,hakai-jsp-U57,weight,13.1,g,"NA"
JE105N2,hakai-jsp-U58,weight,10.4,g,"NA"
JE107N2,hakai-jsp-U60,weight,14,g,"NA"
JE105N2,hakai-jsp-U64,weight,23.4,g,"NA"
JE105N2,hakai-jsp-U65,weight,15.4,g,"NA"
JE105N2,hakai-jsp-U66,weight,8.1,g,"NA"
JE105N2,hakai-jsp-U74,weight,8.3,g,"NA"
JE105N2,hakai-jsp-U75,weight,10,g,"NA"
JE105N2,hakai-jsp-U59,weight,7.1,g,"NA"
JE105N2,hakai-jsp-U68,weight,7.2,g,"NA"
JE107N2,hakai-jsp-U69,weight,11.2,g,"NA"
JE105N2,hakai-jsp-U70,weight,13.9,g,"NA"
JE107N2,hakai-jsp-U76,weight,12.5,g,"NA"
JE105N2,hakai-jsp-U77,weight,7,g,"NA"
JE107N2,hakai-jsp-U78,weight,15.9,g,"NA"
JE105N2,hakai-jsp-U79,weight,14.9,g,"NA"
JE105N2,hakai-jsp-U80,weight,15.1,g,"NA"
JE107N2,hakai-jsp-U81,weight,13.6,g,"NA"
JE105N2,hakai-jsp-U91,weight,13.4,g,"NA"
JE105N2,hakai-jsp-U92,weight,11.5,g,"NA"
JE107N2,hakai-jsp-U82,weight,12.7,g,"NA"
JE105N2,hakai-jsp-U83,weight,12.7,g,"NA"
JE107N2,hakai-jsp-U84,weight,10.7,g,"NA"
JE105N2,hakai-jsp-U85,weight,16.9,g,"NA"
JE105N2,hakai-jsp-U93,weight,11.6,g,"NA"
JE105N2,hakai-jsp-U94,weight,10.6,g,"NA"
JE105N2,hakai-jsp-U95,weight,11.6,g,"NA"
JE105N2,hakai-jsp-U96,weight,12.5,g,"NA"
JE107N2,hakai-jsp-U97,weight,12.2,g,"NA"
JE107N2,hakai-jsp-U98,weight,7.7,g,"NA"
JE105N2,hakai-jsp-U111,weight,10.9,g,"NA"
JE107N2,hakai-jsp-U112,weight,10.4,g,"NA"
JE107N2,hakai-jsp-U86,weight,10.1,g,"NA"
JE105N2,hakai-jsp-U87,weight,15.1,g,"NA"
JE107N2,hakai-jsp-U88,weight,13.6,g,"NA"
JE105N2,hakai-jsp-U89,weight,14.1,g,"NA"
JE107N2,hakai-jsp-U90,weight,11.9,g,"NA"
JE107N2,hakai-jsp-U104,weight,10.2,g,"NA"
JE107N2,hakai-jsp-U105,weight,13.4,g,"NA"
JE105N2,hakai-jsp-U106,weight,11.2,g,"NA"
JE107N2,hakai-jsp-U107,weight,13.5,g,"NA"
JE107N2,hakai-jsp-U108,weight,12.9,g,"NA"
JE107N2,hakai-jsp-U113,weight,12.4,g,"NA"
JE107N2,hakai-jsp-U114,weight,12.9,g,"NA"
JE105N2,hakai-jsp-U115,weight,12.3,g,"NA"
JE107N2,hakai-jsp-U116,weight,13.8,g,"NA"
JE105N2,hakai-jsp-U121,weight,11.1,g,"NA"
JE105N2,hakai-jsp-U122,weight,9.1,g,"NA"
JE107N2,hakai-jsp-U123,weight,14,g,"NA"
JE107N2,hakai-jsp-U109,weight,10.8,g,"NA"
JE107N2,hakai-jsp-U117,weight,10.4,g,"NA"
JE107N2,hakai-jsp-U118,weight,12.9,g,"NA"
JE107N2,hakai-jsp-U124,weight,10.6,g,"NA"
JE105N2,hakai-jsp-U110,weight,10.8,g,"NA"
JE108N2,hakai-jsp-U119,weight,15,g,"NA"
JE108N2,hakai-jsp-U100,weight,15.9,g,"NA"
DE103N1,hakai-jsp-U99,weight,7.3,g,"NA"
JE108N2,hakai-jsp-U120,weight,16.9,g,"NA"
JE108N2,hakai-jsp-U151,weight,14.8,g,"NA"
