"","eventDate","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","maximumDepthInMeters","eventID","geodeticDatum","samplingEffort"
"1",2017-11-22,51.67482341,-128.1194543,"0","9.2","2017-11-22:HAKAI:CALVERT:CHOKED_PASS_INTERIOR6:0","WGS84","30 metre transect"
"2",2017-05-19,51.67881951,-128.1147522,"0","3.4","2017-05-19:HAKAI:CALVERT:CHOKED_PASS_EDGE1:0","WGS84","30 metre transect"
"3",2017-05-19,51.67492689,-128.1237431,"0","4.8","2017-05-19:HAKAI:CALVERT:CHOKED_PASS_EDGE3:0","WGS84","30 metre transect"
"4",2017-07-03,51.64532132,-128.1192523,"0","2.4","2017-07-03:HAKAI:CALVERT:PRUTH_BAY_INTERIOR5:0","WGS84","30 metre transect"
"5",2017-08-25,51.67349206,-128.1180197,"0","5.3","2017-08-25:HAKAI:CALVERT:CHOKED_PASS_INTERIOR5:0","WGS84","30 metre transect"
"6",2017-08-28,51.80866,-128.24686,"0","5.6","2017-08-28:HAKAI:CALVERT:TRIQUET_NORTH_EDGE3:0","WGS84","30 metre transect"
"7",2017-08-28,51.80888,-128.24746,"0","4.4","2017-08-28:HAKAI:CALVERT:TRIQUET_NORTH_INTERIOR5:0","WGS84","30 metre transect"
"8",2017-08-29,52.06205,-128.41389,"0","2.5","2017-08-29:HAKAI:CALVERT:MCMULLIN_NORTH_EDGE2:0","WGS84","30 metre transect"
"9",2017-09-01,51.78150021,-127.865721,"0","3","2017-09-01:HAKAI:CALVERT:KOEYE_ESTUARY_EDGE1:0","WGS84","30 metre transect"
"10",2018-02-19,51.64662622,-128.1197998,"0","4.1","2018-02-19:HAKAI:CALVERT:PRUTH_BAY_EDGE2:0","WGS84","30 metre transect"
"11",2018-02-21,51.67482341,-128.1194543,"0","6","2018-02-21:HAKAI:CALVERT:CHOKED_PASS_INTERIOR6:0","WGS84","30 metre transect"
"12",2017-07-06,51.67453798,-128.1177728,"0","7.7","2017-07-06:HAKAI:CALVERT:CHOKED_PASS_INTERIOR4:0","WGS84","30 metre transect"
"13",2018-06-19,51.67256649,-128.1172077,"0","5.9","2018-06-19:HAKAI:CALVERT:CHOKED_PASS_EDGE2:0","WGS84","30 metre transect"
"14",2018-06-19,51.67349206,-128.1180197,"0","5.9","2018-06-19:HAKAI:CALVERT:CHOKED_PASS_INTERIOR5:0","WGS84","30 metre transect"
"15",2016-06-16,51.6459294,-128.1193665,"0","2.7","2016-06-16:HAKAI:CALVERT:PRUTH_BAY_INTERIOR4:0","WGS84","30 metre transect"
"16",2016-08-17,51.80988,-128.2355,"0","3.3","2016-08-17:HAKAI:CALVERT:TRIQUET_BAY_EDGE1:0","WGS84","30 metre transect"
"17",2016-08-17,51.80996,-128.23466,"0","0","2016-08-17:HAKAI:CALVERT:TRIQUET_BAY_EDGE2:0","WGS84","30 metre transect"
"18",2016-08-18,51.64662622,-128.1197998,"0","2.1","2016-08-18:HAKAI:CALVERT:PRUTH_BAY_EDGE2:0","WGS84","30 metre transect"
"19",2016-08-25,51.67349206,-128.1180197,"0","6.1","2016-08-25:HAKAI:CALVERT:CHOKED_PASS_INTERIOR5:0","WGS84","30 metre transect"
"20",2016-09-12,51.64474874,-128.1198408,"0","2.3","2016-09-12:HAKAI:CALVERT:PRUTH_BAY_INTERIOR6:0","WGS84","30 metre transect"
"21",2018-11-21,NA,NA,"0","4.7","2018-11-21:HAKAI:CALVERT:PRUTH_BAY_EDGE1:0","WGS84","30 metre transect"
"22",2018-11-22,51.67256649,-128.1172077,"0","7.7","2018-11-22:HAKAI:CALVERT:CHOKED_PASS_EDGE2:0","WGS84","30 metre transect"
"23",2018-11-22,51.67453798,-128.1177728,"0","9","2018-11-22:HAKAI:CALVERT:CHOKED_PASS_INTERIOR4:0","WGS84","30 metre transect"
"24",2017-11-22,51.67453798,-128.1177728,"0","8.6","2017-11-22:HAKAI:CALVERT:CHOKED_PASS_INTERIOR4:0","WGS84","30 metre transect"
"25",2017-05-19,51.64655924,-128.1191054,"0","2.8","2017-05-19:HAKAI:CALVERT:PRUTH_BAY_EDGE3:0","WGS84","30 metre transect"
"26",2017-05-19,NA,NA,"0","3","2017-05-19:HAKAI:CALVERT:PRUTH_BAY_EDGE1:0","WGS84","30 metre transect"
"27",2017-05-21,51.77933677,-127.8720627,"0","4.1","2017-05-21:HAKAI:CALVERT:KOEYE_ESTUARY_INTERIOR6:0","WGS84","30 metre transect"
"28",2017-09-03,51.923949,-128.46747,"0","3.9","2017-09-03:HAKAI:CALVERT:GOOSE_SOUTHWEST_INTERIOR4:0","WGS84","30 metre transect"
"29",2017-09-04,51.92255,-128.45374,"0","7.5","2017-09-04:HAKAI:CALVERT:GOOSE_SOUTHEAST_EDGE2:0","WGS84","30 metre transect"
"30",2017-08-29,52.0611,-128.41343,"0","2.4","2017-08-29:HAKAI:CALVERT:MCMULLIN_NORTH_EDGE1:0","WGS84","30 metre transect"
"31",2018-05-22,51.64474874,-128.1198408,"0","1.8","2018-05-22:HAKAI:CALVERT:PRUTH_BAY_INTERIOR6:0","WGS84","30 metre transect"
"32",2018-05-24,51.78018656,-127.8706294,"0","3.6","2018-05-24:HAKAI:CALVERT:KOEYE_ESTUARY_EDGE2:0","WGS84","30 metre transect"
"33",2018-08-07,52.0611,-128.41343,"0","3","2018-08-07:HAKAI:CALVERT:MCMULLIN_NORTH_EDGE1:0","WGS84","30 metre transect"
"34",2018-08-08,51.922405,-128.466254,"0","7.1","2018-08-08:HAKAI:CALVERT:GOOSE_SOUTHWEST_EDGE3:0","WGS84","30 metre transect"
"35",2018-08-10,51.80825,-128.23649,"0","3.7","2018-08-10:HAKAI:CALVERT:TRIQUET_BAY_INTERIOR6:0","WGS84","30 metre transect"
"36",2018-08-11,51.77933677,-127.8720627,"0","5.1","2018-08-11:HAKAI:CALVERT:KOEYE_ESTUARY_INTERIOR6:0","WGS84","30 metre transect"
"37",2018-08-17,51.64474874,-128.1198408,"0","2","2018-08-17:HAKAI:CALVERT:PRUTH_BAY_INTERIOR6:0","WGS84","30 metre transect"
"38",2018-08-20,52.05201,-128.40317,"0","4.3","2018-08-20:HAKAI:CALVERT:MCMULLIN_SOUTH_INTERIOR4:0","WGS84","30 metre transect"
"39",2016-08-17,51.80937,-128.23384,"0","4.9","2016-08-17:HAKAI:CALVERT:TRIQUET_BAY_EDGE3:0","WGS84","30 metre transect"
"40",2016-08-24,51.92428,-128.45648,"0","2.2","2016-08-24:HAKAI:CALVERT:GOOSE_SOUTHEAST_EDGE1:0","WGS84","30 metre transect"
"41",2016-08-24,51.92274,-128.44917,"0","2.9","2016-08-24:HAKAI:CALVERT:GOOSE_SOUTHEAST_EDGE3:0","WGS84","30 metre transect"
"42",2016-09-12,51.67881951,-128.1147522,"0","2.4","2016-09-12:HAKAI:CALVERT:CHOKED_PASS_EDGE1:0","WGS84","30 metre transect"
"43",2016-09-12,51.67256649,-128.1172077,"0","5.1","2016-09-12:HAKAI:CALVERT:CHOKED_PASS_EDGE2:0","WGS84","30 metre transect"
"44",2017-05-21,51.78150021,-127.865721,"0","2.7","2017-05-21:HAKAI:CALVERT:KOEYE_ESTUARY_EDGE1:0","WGS84","30 metre transect"
"45",2017-07-05,51.78018656,-127.8706294,"0","3.1","2017-07-05:HAKAI:CALVERT:KOEYE_ESTUARY_EDGE2:0","WGS84","30 metre transect"
"46",2017-08-25,51.67453798,-128.1177728,"0","5.5","2017-08-25:HAKAI:CALVERT:CHOKED_PASS_INTERIOR4:0","WGS84","30 metre transect"
"47",2017-08-25,51.67492689,-128.1237431,"0","6.5","2017-08-25:HAKAI:CALVERT:CHOKED_PASS_EDGE3:0","WGS84","30 metre transect"
"48",2016-08-19,51.78018656,-127.8706294,"0","4.6","2016-08-19:HAKAI:CALVERT:KOEYE_ESTUARY_EDGE2:0","WGS84","30 metre transect"
"49",2018-05-24,51.78173578,-127.8659518,"0","3.3","2018-05-24:HAKAI:CALVERT:KOEYE_ESTUARY_INTERIOR4:0","WGS84","30 metre transect"
"50",2018-08-07,52.06138,-128.41264,"0","2.8","2018-08-07:HAKAI:CALVERT:MCMULLIN_NORTH_INTERIOR4:0","WGS84","30 metre transect"
"51",2018-08-10,51.80869,-128.23586,"0","4.7","2018-08-10:HAKAI:CALVERT:TRIQUET_BAY_INTERIOR5:0","WGS84","30 metre transect"
"52",2018-06-20,NA,NA,"0","3.1","2018-06-20:HAKAI:CALVERT:PRUTH_BAY_EDGE1:0","WGS84","30 metre transect"
"53",2016-05-30,51.78031615,-127.8709314,"0","3.6","2016-05-30:HAKAI:CALVERT:KOEYE_ESTUARY_INTERIOR5:0","WGS84","30 metre transect"
"54",2016-05-30,51.78018656,-127.8706294,"0","3.3","2016-05-30:HAKAI:CALVERT:KOEYE_ESTUARY_EDGE2:0","WGS84","30 metre transect"
"55",2016-06-16,51.64662622,-128.1197998,"0","3.2","2016-06-16:HAKAI:CALVERT:PRUTH_BAY_EDGE2:0","WGS84","30 metre transect"
"56",2016-06-16,51.64532132,-128.1192523,"0","2.1","2016-06-16:HAKAI:CALVERT:PRUTH_BAY_INTERIOR5:0","WGS84","30 metre transect"
"57",2016-06-20,51.67482341,-128.1194543,"0","7.1","2016-06-20:HAKAI:CALVERT:CHOKED_PASS_INTERIOR6:0","WGS84","30 metre transect"
"58",2016-08-21,52.06155,-128.41374,"0","1.7","2016-08-21:HAKAI:CALVERT:MCMULLIN_NORTH_INTERIOR6:0","WGS84","30 metre transect"
"59",2016-08-23,52.05121,-128.40337,"0","2.1","2016-08-23:HAKAI:CALVERT:MCMULLIN_SOUTH_EDGE3:0","WGS84","30 metre transect"
"60",2016-08-25,51.67453798,-128.1177728,"0","5.8","2016-08-25:HAKAI:CALVERT:CHOKED_PASS_INTERIOR4:0","WGS84","30 metre transect"
"61",2018-11-21,51.64474874,-128.1198408,"0","3.5","2018-11-21:HAKAI:CALVERT:PRUTH_BAY_INTERIOR6:0","WGS84","30 metre transect"
"62",2018-11-22,51.67881951,-128.1147522,"0","5.7","2018-11-22:HAKAI:CALVERT:CHOKED_PASS_EDGE1:0","WGS84","30 metre transect"
"63",2018-02-21,51.67881951,-128.1147522,"0","2","2018-02-21:HAKAI:CALVERT:CHOKED_PASS_EDGE1:0","WGS84","30 metre transect"
"64",2019-02-12,51.67492689,-128.1237431,"0","5.4","2019-02-12:HAKAI:CALVERT:CHOKED_PASS_EDGE3:0","WGS84","30 metre transect"
"65",2019-02-12,51.67453798,-128.1177728,"0","6.5","2019-02-12:HAKAI:CALVERT:CHOKED_PASS_INTERIOR4:0","WGS84","30 metre transect"
"66",2019-02-12,51.67349206,-128.1180197,"0","6.5","2019-02-12:HAKAI:CALVERT:CHOKED_PASS_INTERIOR5:0","WGS84","30 metre transect"
"67",2019-02-12,51.67482341,-128.1194543,"0","7","2019-02-12:HAKAI:CALVERT:CHOKED_PASS_INTERIOR6:0","WGS84","30 metre transect"
"68",2017-08-27,51.80869,-128.23586,"0","2.5","2017-08-27:HAKAI:CALVERT:TRIQUET_BAY_INTERIOR5:0","WGS84","30 metre transect"
"69",2017-05-19,51.64662622,-128.1197998,"0","1.7","2017-05-19:HAKAI:CALVERT:PRUTH_BAY_EDGE2:0","WGS84","30 metre transect"
"70",2017-08-25,51.67888847,-128.1259801,"0","5.2","2017-08-25:HAKAI:CALVERT:CHOKED_PASS_EDGE7:0","WGS84","30 metre transect"
"71",2017-09-05,51.7792583,-127.8718733,"0","4","2017-09-05:HAKAI:CALVERT:KOEYE_ESTUARY_EDGE3:0","WGS84","30 metre transect"
"72",2016-06-18,51.78150021,-127.865721,"0","3.2","2016-06-18:HAKAI:CALVERT:KOEYE_ESTUARY_EDGE1:0","WGS84","30 metre transect"
"73",2017-06-12,51.67492689,-128.1237431,"0","4.1","2017-06-12:HAKAI:CALVERT:CHOKED_PASS_EDGE3:0","WGS84","30 metre transect"
"74",2017-06-12,51.67453798,-128.1177728,"0","8.1","2017-06-12:HAKAI:CALVERT:CHOKED_PASS_INTERIOR4:0","WGS84","30 metre transect"
"75",2018-05-24,51.77933677,-127.8720627,"0","3.6","2018-05-24:HAKAI:CALVERT:KOEYE_ESTUARY_INTERIOR6:0","WGS84","30 metre transect"
"76",2018-08-07,52.06205,-128.41389,"0","3.2","2018-08-07:HAKAI:CALVERT:MCMULLIN_NORTH_EDGE2:0","WGS84","30 metre transect"
"77",2018-08-08,51.924161,-128.461887,"0","4.6","2018-08-08:HAKAI:CALVERT:GOOSE_SOUTHWEST_EDGE1:0","WGS84","30 metre transect"
"78",2018-08-17,51.6459294,-128.1193665,"0","1.6","2018-08-17:HAKAI:CALVERT:PRUTH_BAY_INTERIOR4:0","WGS84","30 metre transect"
"79",2018-08-19,51.67349206,-128.1180197,"0","6.7","2018-08-19:HAKAI:CALVERT:CHOKED_PASS_INTERIOR5:0","WGS84","30 metre transect"
"80",2018-08-19,51.67482341,-128.1194543,"0","7.2","2018-08-19:HAKAI:CALVERT:CHOKED_PASS_INTERIOR6:0","WGS84","30 metre transect"
"81",2016-08-22,51.80924,-128.24715,"0","6.4","2016-08-22:HAKAI:CALVERT:TRIQUET_NORTH_EDGE2:0","WGS84","30 metre transect"
"82",2016-08-24,51.92255,-128.45374,"0","6.1","2016-08-24:HAKAI:CALVERT:GOOSE_SOUTHEAST_EDGE2:0","WGS84","30 metre transect"
"83",2016-09-12,51.6459294,-128.1193665,"0","2.9","2016-09-12:HAKAI:CALVERT:PRUTH_BAY_INTERIOR4:0","WGS84","30 metre transect"
"84",2019-02-12,51.64655924,-128.1191054,"0","4.6","2019-02-12:HAKAI:CALVERT:PRUTH_BAY_EDGE3:0","WGS84","30 metre transect"
"85",2017-08-27,51.80825,-128.23649,"0","1.2","2017-08-27:HAKAI:CALVERT:TRIQUET_BAY_INTERIOR6:0","WGS84","30 metre transect"
"86",2017-08-27,51.80996,-128.23466,"0","4.8","2017-08-27:HAKAI:CALVERT:TRIQUET_BAY_EDGE2:0","WGS84","30 metre transect"
"87",2017-11-22,51.67256649,-128.1172077,"0","6","2017-11-22:HAKAI:CALVERT:CHOKED_PASS_EDGE2:0","WGS84","30 metre transect"
"88",2017-05-19,51.67256649,-128.1172077,"0","5.2","2017-05-19:HAKAI:CALVERT:CHOKED_PASS_EDGE2:0","WGS84","30 metre transect"
"89",2017-05-21,51.7792583,-127.8718733,"0","3.5","2017-05-21:HAKAI:CALVERT:KOEYE_ESTUARY_EDGE3:0","WGS84","30 metre transect"
"90",2017-06-12,51.7792583,-127.8718733,"0","4.2","2017-06-12:HAKAI:CALVERT:KOEYE_ESTUARY_EDGE3:0","WGS84","30 metre transect"
"91",2017-08-29,52.06138,-128.41317,"0","4","2017-08-29:HAKAI:CALVERT:MCMULLIN_NORTH_INTERIOR5:0","WGS84","30 metre transect"
"92",2017-08-30,52.05242,-128.40283,"0","4","2017-08-30:HAKAI:CALVERT:MCMULLIN_SOUTH_EDGE1:0","WGS84","30 metre transect"
"93",2016-08-20,51.78173578,-127.8659518,"0","4.6","2016-08-20:HAKAI:CALVERT:KOEYE_ESTUARY_INTERIOR4:0","WGS84","30 metre transect"
"94",2018-02-19,51.64532132,-128.1192523,"0","3.1","2018-02-19:HAKAI:CALVERT:PRUTH_BAY_INTERIOR5:0","WGS84","30 metre transect"
"95",2016-06-18,51.78018656,-127.8706294,"0","3.1","2016-06-18:HAKAI:CALVERT:KOEYE_ESTUARY_EDGE2:0","WGS84","30 metre transect"
"96",2017-07-06,51.67888847,-128.1259801,"0","3.8","2017-07-06:HAKAI:CALVERT:CHOKED_PASS_EDGE7:0","WGS84","30 metre transect"
"97",2018-05-24,51.78031615,-127.8709314,"0","3.8","2018-05-24:HAKAI:CALVERT:KOEYE_ESTUARY_INTERIOR5:0","WGS84","30 metre transect"
"98",2018-05-23,51.67453798,-128.1177728,"0","5.6","2018-05-23:HAKAI:CALVERT:CHOKED_PASS_INTERIOR4:0","WGS84","30 metre transect"
"99",2018-05-23,51.67482341,-128.1194543,"0","6.4","2018-05-23:HAKAI:CALVERT:CHOKED_PASS_INTERIOR6:0","WGS84","30 metre transect"
"100",2018-06-25,51.78031615,-127.8709314,"0","3.7","2018-06-25:HAKAI:CALVERT:KOEYE_ESTUARY_INTERIOR5:0","WGS84","30 metre transect"
"101",2018-08-08,51.923982,-128.464071,"0","5","2018-08-08:HAKAI:CALVERT:GOOSE_SOUTHWEST_INTERIOR6:0","WGS84","30 metre transect"
"102",2018-08-10,51.80937,-128.23384,"0","6","2018-08-10:HAKAI:CALVERT:TRIQUET_BAY_EDGE3:0","WGS84","30 metre transect"
"103",2018-08-11,51.78150021,-127.865721,"0","4.3","2018-08-11:HAKAI:CALVERT:KOEYE_ESTUARY_EDGE1:0","WGS84","30 metre transect"
"104",2018-08-19,51.67888847,-128.1259801,"0","3.7","2018-08-19:HAKAI:CALVERT:CHOKED_PASS_EDGE7:0","WGS84","30 metre transect"
"105",2018-06-20,51.64532132,-128.1192523,"0","1.3","2018-06-20:HAKAI:CALVERT:PRUTH_BAY_INTERIOR5:0","WGS84","30 metre transect"
"106",2016-06-16,NA,NA,"0","3.5","2016-06-16:HAKAI:CALVERT:PRUTH_BAY_EDGE1:0","WGS84","30 metre transect"
"107",2016-08-18,51.6459294,-128.1193665,"0","3.8","2016-08-18:HAKAI:CALVERT:PRUTH_BAY_INTERIOR4:0","WGS84","30 metre transect"
"108",2016-08-18,51.64532132,-128.1192523,"0","3.4","2016-08-18:HAKAI:CALVERT:PRUTH_BAY_INTERIOR5:0","WGS84","30 metre transect"
"109",2016-08-18,51.64474874,-128.1198408,"0","3.1","2016-08-18:HAKAI:CALVERT:PRUTH_BAY_INTERIOR6:0","WGS84","30 metre transect"
"110",2016-08-23,52.05306,-128.40312,"0","3","2016-08-23:HAKAI:CALVERT:MCMULLIN_SOUTH_INTERIOR6:0","WGS84","30 metre transect"
"111",2016-08-24,51.92652,-128.45317,"0","3.1","2016-08-24:HAKAI:CALVERT:GOOSE_SOUTHEAST_INTERIOR5:0","WGS84","30 metre transect"
"112",2016-08-25,51.67482341,-128.1194543,"0","6.5","2016-08-25:HAKAI:CALVERT:CHOKED_PASS_INTERIOR6:0","WGS84","30 metre transect"
"113",2016-08-25,51.67888847,-128.1259801,"0","3.7","2016-08-25:HAKAI:CALVERT:CHOKED_PASS_EDGE7:0","WGS84","30 metre transect"
"114",2018-11-21,51.64662622,-128.1197998,"0","5.2","2018-11-21:HAKAI:CALVERT:PRUTH_BAY_EDGE2:0","WGS84","30 metre transect"
"115",2018-11-21,51.6459294,-128.1193665,"0","4","2018-11-21:HAKAI:CALVERT:PRUTH_BAY_INTERIOR4:0","WGS84","30 metre transect"
"116",2019-02-12,NA,NA,"0","4.3","2019-02-12:HAKAI:CALVERT:PRUTH_BAY_EDGE1:0","WGS84","30 metre transect"
"117",2017-11-18,51.6459294,-128.1193665,"0","4.6","2017-11-18:HAKAI:CALVERT:PRUTH_BAY_INTERIOR4:0","WGS84","30 metre transect"
"118",2017-05-19,51.6459294,-128.1193665,"0","2","2017-05-19:HAKAI:CALVERT:PRUTH_BAY_INTERIOR4:0","WGS84","30 metre transect"
"119",2017-07-03,51.6459294,-128.1193665,"0","2.9","2017-07-03:HAKAI:CALVERT:PRUTH_BAY_INTERIOR4:0","WGS84","30 metre transect"
"120",2017-08-24,51.64474874,-128.1198408,"0","3.5","2017-08-24:HAKAI:CALVERT:PRUTH_BAY_INTERIOR6:0","WGS84","30 metre transect"
"121",2017-08-28,51.80924,-128.24715,"0","5.9","2017-08-28:HAKAI:CALVERT:TRIQUET_NORTH_EDGE2:0","WGS84","30 metre transect"
"122",2017-08-28,51.80943,-128.24758,"0","5","2017-08-28:HAKAI:CALVERT:TRIQUET_NORTH_EDGE1:0","WGS84","30 metre transect"
"123",2017-09-03,51.923982,-128.464071,"0","5.5","2017-09-03:HAKAI:CALVERT:GOOSE_SOUTHWEST_INTERIOR6:0","WGS84","30 metre transect"
"124",2017-08-30,52.05306,-128.40312,"0","3.9","2017-08-30:HAKAI:CALVERT:MCMULLIN_SOUTH_INTERIOR6:0","WGS84","30 metre transect"
"125",2017-08-30,52.05167,-128.40293,"0","5.8","2017-08-30:HAKAI:CALVERT:MCMULLIN_SOUTH_EDGE2:0","WGS84","30 metre transect"
"126",2016-06-19,51.78031615,-127.8709314,"0","3.5","2016-06-19:HAKAI:CALVERT:KOEYE_ESTUARY_INTERIOR5:0","WGS84","30 metre transect"
"127",2018-02-21,51.67256649,-128.1172077,"0","3.9","2018-02-21:HAKAI:CALVERT:CHOKED_PASS_EDGE2:0","WGS84","30 metre transect"
"128",2018-02-21,51.67492689,-128.1237431,"0","4.6","2018-02-21:HAKAI:CALVERT:CHOKED_PASS_EDGE3:0","WGS84","30 metre transect"
"129",2017-09-05,51.78173578,-127.8659518,"0","3.5","2017-09-05:HAKAI:CALVERT:KOEYE_ESTUARY_INTERIOR4:0","WGS84","30 metre transect"
"130",2018-05-22,NA,NA,"0","2.6","2018-05-22:HAKAI:CALVERT:PRUTH_BAY_EDGE1:0","WGS84","30 metre transect"
"131",2018-05-23,51.67256649,-128.1172077,"0","4.7","2018-05-23:HAKAI:CALVERT:CHOKED_PASS_EDGE2:0","WGS84","30 metre transect"
"132",2018-06-25,51.7792583,-127.8718733,"0","4.3","2018-06-25:HAKAI:CALVERT:KOEYE_ESTUARY_EDGE3:0","WGS84","30 metre transect"
"133",2018-08-11,51.7792583,-127.8718733,"0","5.1","2018-08-11:HAKAI:CALVERT:KOEYE_ESTUARY_EDGE3:0","WGS84","30 metre transect"
"134",2018-08-17,51.64655924,-128.1191054,"0","3.3","2018-08-17:HAKAI:CALVERT:PRUTH_BAY_EDGE3:0","WGS84","30 metre transect"
"135",2018-06-20,51.6459294,-128.1193665,"0","1","2018-06-20:HAKAI:CALVERT:PRUTH_BAY_INTERIOR4:0","WGS84","30 metre transect"
"136",2016-06-20,51.67349206,-128.1180197,"0","5.8","2016-06-20:HAKAI:CALVERT:CHOKED_PASS_INTERIOR5:0","WGS84","30 metre transect"
"137",2016-08-27,51.922405,-128.466254,"0","6.9","2016-08-27:HAKAI:CALVERT:GOOSE_SOUTHWEST_EDGE3:0","WGS84","30 metre transect"
"138",2016-09-12,51.67482341,-128.1194543,"0","6.6","2016-09-12:HAKAI:CALVERT:CHOKED_PASS_INTERIOR6:0","WGS84","30 metre transect"
"139",2016-09-12,51.67888847,-128.1259801,"0","3.4","2016-09-12:HAKAI:CALVERT:CHOKED_PASS_EDGE7:0","WGS84","30 metre transect"
"140",2017-09-04,51.92274,-128.44917,"0","4.4","2017-09-04:HAKAI:CALVERT:GOOSE_SOUTHEAST_EDGE3:0","WGS84","30 metre transect"
"141",2017-11-22,51.67888847,-128.1259801,"0","5.5","2017-11-22:HAKAI:CALVERT:CHOKED_PASS_EDGE7:0","WGS84","30 metre transect"
"142",2017-08-28,51.80907,-128.24736,"0","5.4","2017-08-28:HAKAI:CALVERT:TRIQUET_NORTH_INTERIOR6:0","WGS84","30 metre transect"
"143",2017-09-03,51.922729,-128.462805,"0","6.3","2017-09-03:HAKAI:CALVERT:GOOSE_SOUTHWEST_EDGE2:0","WGS84","30 metre transect"
"144",2017-09-01,51.78018656,-127.8706294,"0","3.3","2017-09-01:HAKAI:CALVERT:KOEYE_ESTUARY_EDGE2:0","WGS84","30 metre transect"
"145",2018-02-19,51.64655924,-128.1191054,"0","4.9","2018-02-19:HAKAI:CALVERT:PRUTH_BAY_EDGE3:0","WGS84","30 metre transect"
"146",2018-08-08,51.922729,-128.462805,"0","5.5","2018-08-08:HAKAI:CALVERT:GOOSE_SOUTHWEST_EDGE2:0","WGS84","30 metre transect"
"147",2016-05-30,51.78173578,-127.8659518,"0","3","2016-05-30:HAKAI:CALVERT:KOEYE_ESTUARY_INTERIOR4:0","WGS84","30 metre transect"
"148",2016-05-30,51.7792583,-127.8718733,"0","3.6","2016-05-30:HAKAI:CALVERT:KOEYE_ESTUARY_EDGE3:0","WGS84","30 metre transect"
"149",2016-08-18,51.64655924,-128.1191054,"0","3.3","2016-08-18:HAKAI:CALVERT:PRUTH_BAY_EDGE3:0","WGS84","30 metre transect"
"150",2016-08-21,52.06138,-128.41264,"0","1.5","2016-08-21:HAKAI:CALVERT:MCMULLIN_NORTH_INTERIOR4:0","WGS84","30 metre transect"
"151",2016-08-27,51.923949,-128.46747,"0","4.3","2016-08-27:HAKAI:CALVERT:GOOSE_SOUTHWEST_INTERIOR4:0","WGS84","30 metre transect"
"152",2016-09-12,51.64532132,-128.1192523,"0","2.5","2016-09-12:HAKAI:CALVERT:PRUTH_BAY_INTERIOR5:0","WGS84","30 metre transect"
"153",2016-09-12,51.67492689,-128.1237431,"0","5.2","2016-09-12:HAKAI:CALVERT:CHOKED_PASS_EDGE3:0","WGS84","30 metre transect"
"154",2018-11-21,51.64655924,-128.1191054,"0","5.7","2018-11-21:HAKAI:CALVERT:PRUTH_BAY_EDGE3:0","WGS84","30 metre transect"
"155",2018-11-22,51.67349206,-128.1180197,"0","8.7","2018-11-22:HAKAI:CALVERT:CHOKED_PASS_INTERIOR5:0","WGS84","30 metre transect"
"156",2017-06-12,51.67881951,-128.1147522,"0","4.2","2017-06-12:HAKAI:CALVERT:CHOKED_PASS_EDGE1:0","WGS84","30 metre transect"
"157",2017-08-27,51.80917,-128.23521,"0","1.9","2017-08-27:HAKAI:CALVERT:TRIQUET_BAY_INTERIOR4:0","WGS84","30 metre transect"
"158",2017-06-12,51.78031615,-127.8709314,"0","3.8","2017-06-12:HAKAI:CALVERT:KOEYE_ESTUARY_INTERIOR5:0","WGS84","30 metre transect"
"159",2017-06-12,51.77933677,-127.8720627,"0","3.6","2017-06-12:HAKAI:CALVERT:KOEYE_ESTUARY_INTERIOR6:0","WGS84","30 metre transect"
"160",2017-06-13,NA,NA,"0","2.7","2017-06-13:HAKAI:CALVERT:PRUTH_BAY_EDGE1:0","WGS84","30 metre transect"
"161",2017-08-24,51.64662622,-128.1197998,"0","2.6","2017-08-24:HAKAI:CALVERT:PRUTH_BAY_EDGE2:0","WGS84","30 metre transect"
"162",2017-08-25,51.67881951,-128.1147522,"0","2.2","2017-08-25:HAKAI:CALVERT:CHOKED_PASS_EDGE1:0","WGS84","30 metre transect"
"163",2017-08-30,52.05201,-128.40317,"0","3.2","2017-08-30:HAKAI:CALVERT:MCMULLIN_SOUTH_INTERIOR4:0","WGS84","30 metre transect"
"164",2017-11-22,51.67492689,-128.1237431,"0","6.8","2017-11-22:HAKAI:CALVERT:CHOKED_PASS_EDGE3:0","WGS84","30 metre transect"
"165",2017-09-04,51.92652,-128.45317,"0","5.4","2017-09-04:HAKAI:CALVERT:GOOSE_SOUTHEAST_INTERIOR5:0","WGS84","30 metre transect"
"166",2016-08-20,51.78150021,-127.865721,"0","3.9","2016-08-20:HAKAI:CALVERT:KOEYE_ESTUARY_EDGE1:0","WGS84","30 metre transect"
"167",2016-06-19,51.7792583,-127.8718733,"0","3.5","2016-06-19:HAKAI:CALVERT:KOEYE_ESTUARY_EDGE3:0","WGS84","30 metre transect"
"168",2018-05-22,51.64662622,-128.1197998,"0","2.1","2018-05-22:HAKAI:CALVERT:PRUTH_BAY_EDGE2:0","WGS84","30 metre transect"
"169",2018-06-19,51.67492689,-128.1237431,"0","4.1","2018-06-19:HAKAI:CALVERT:CHOKED_PASS_EDGE3:0","WGS84","30 metre transect"
"170",2018-08-08,51.923949,-128.46747,"0","4.8","2018-08-08:HAKAI:CALVERT:GOOSE_SOUTHWEST_INTERIOR4:0","WGS84","30 metre transect"
"171",2018-08-08,51.922786,-128.464532,"0","6.1","2018-08-08:HAKAI:CALVERT:GOOSE_SOUTHWEST_INTERIOR5:0","WGS84","30 metre transect"
