occurrenceID,occurrenceStatus,basisOfRecord,organismID,eventDate,decimalLatitude,decimalLongitude,geodeticDatum,scientificName,scientificNameID,eventID,samplingProtocol,kingdom,taxonRank,lifeStage,sex,associatedReferences,coordinateUncertaintyInMeters,dataGeneralizations
ioos_atn_38553_2011-08-02T04:06:38Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-08-02T04:06:38Z,69.68,-163.631,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-08-02T04:06:38Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,250,first of 3 records.
ioos_atn_38553_2011-08-02T14:54:19Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-08-02T14:54:19Z,69.656,-163.628,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-08-02T14:54:19Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,10000,
ioos_atn_38553_2011-08-03T01:09:48Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-08-03T01:09:48Z,69.675,-163.67,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-08-03T01:09:48Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,10000,
ioos_atn_38553_2011-08-03T02:00:42Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-08-03T02:00:42Z,69.675,-163.653,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-08-03T02:00:42Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,1500,
ioos_atn_38553_2011-08-03T04:31:10Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-08-03T04:31:10Z,69.663,-163.667,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-08-03T04:31:10Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,500,first of 2 records.
ioos_atn_38553_2011-08-03T05:21:24Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-08-03T05:21:24Z,69.67,-163.686,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-08-03T05:21:24Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,1500,
ioos_atn_38553_2011-08-03T06:16:19Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-08-03T06:16:19Z,69.675,-163.647,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-08-03T06:16:19Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,500,first of 3 records.
ioos_atn_38553_2011-08-04T04:21:21Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-08-04T04:21:21Z,69.685,-163.672,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-08-04T04:21:21Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,1500,
ioos_atn_38553_2011-08-04T05:45:49Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-08-04T05:45:49Z,69.685,-163.678,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-08-04T05:45:49Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,1500,
ioos_atn_38553_2011-08-04T07:26:17Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-08-04T07:26:17Z,69.685,-163.663,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-08-04T07:26:17Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,1500,
ioos_atn_38553_2011-08-04T11:06:32Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-08-04T11:06:32Z,69.688,-163.637,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-08-04T11:06:32Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,10000,
ioos_atn_38553_2011-08-04T12:58:21Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-08-04T12:58:21Z,69.694,-163.647,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-08-04T12:58:21Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,1500,
ioos_atn_38553_2011-08-04T13:33:49Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-08-04T13:33:49Z,69.699,-163.59,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-08-04T13:33:49Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,1500,
ioos_atn_38553_2011-08-04T14:33:26Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-08-04T14:33:26Z,69.697,-163.633,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-08-04T14:33:26Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,500,first of 2 records.
ioos_atn_38553_2011-08-05T00:58:31Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-08-05T00:58:31Z,69.676,-163.637,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-08-05T00:58:31Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,10000,
ioos_atn_38553_2011-08-05T04:21:21Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-08-05T04:21:21Z,69.69,-163.666,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-08-05T04:21:21Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,1500,first of 2 records.
ioos_atn_38553_2011-08-05T05:20:19Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-08-05T05:20:19Z,69.687,-163.66,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-08-05T05:20:19Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,10000,
ioos_atn_38553_2011-08-05T12:47:47Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-08-05T12:47:47Z,69.668,-163.666,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-08-05T12:47:47Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,250,
ioos_atn_38553_2011-08-05T15:58:19Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-08-05T15:58:19Z,69.658,-163.61,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-08-05T15:58:19Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,1500,
ioos_atn_38553_2011-08-05T17:42:10Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-08-05T17:42:10Z,69.659,-163.603,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-08-05T17:42:10Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,10000,
ioos_atn_38553_2011-08-06T00:00:25Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-08-06T00:00:25Z,69.653,-163.568,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-08-06T00:00:25Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,1500,first of 6 records.
ioos_atn_38553_2011-08-06T01:38:40Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-08-06T01:38:40Z,69.65,-163.565,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-08-06T01:38:40Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,1500,
ioos_atn_38553_2011-08-06T02:06:40Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-08-06T02:06:40Z,69.644,-163.567,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-08-06T02:06:40Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,500,first of 5 records.
ioos_atn_38553_2011-08-07T04:33:23Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-08-07T04:33:23Z,69.741,-163.652,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-08-07T04:33:23Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,1500,
ioos_atn_38553_2011-08-07T05:24:22Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-08-07T05:24:22Z,69.731,-163.653,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-08-07T05:24:22Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,1500,
ioos_atn_38553_2011-08-07T06:53:55Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-08-07T06:53:55Z,69.732,-163.651,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-08-07T06:53:55Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,250,
ioos_atn_38553_2011-08-07T07:10:55Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-08-07T07:10:55Z,69.737,-163.653,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-08-07T07:10:55Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,500,
ioos_atn_38553_2011-08-07T09:38:40Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-08-07T09:38:40Z,69.743,-163.635,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-08-07T09:38:40Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,500,
ioos_atn_38553_2011-08-07T10:25:10Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-08-07T10:25:10Z,69.747,-163.625,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-08-07T10:25:10Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,500,first of 3 records.
ioos_atn_38553_2011-08-08T01:45:33Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-08-08T01:45:33Z,69.741,-163.619,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-08-08T01:45:33Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,1500,
ioos_atn_38553_2011-08-08T03:22:23Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-08-08T03:22:23Z,69.732,-163.635,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-08-08T03:22:23Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,500,first of 2 records.
ioos_atn_38553_2011-08-08T10:03:23Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-08-08T10:03:23Z,69.724,-163.7,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-08-08T10:03:23Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,1500,first of 3 records.
ioos_atn_38553_2011-08-09T00:04:58Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-08-09T00:04:58Z,69.732,-163.643,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-08-09T00:04:58Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,500,first of 2 records.
ioos_atn_38553_2011-08-09T01:16:31Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-08-09T01:16:31Z,69.732,-163.641,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-08-09T01:16:31Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,1500,first of 3 records.
ioos_atn_38553_2011-08-09T03:24:48Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-08-09T03:24:48Z,69.725,-163.65,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-08-09T03:24:48Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,1500,first of 2 records.
ioos_atn_38553_2011-08-09T06:47:37Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-08-09T06:47:37Z,69.706,-163.639,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-08-09T06:47:37Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,1500,
ioos_atn_38553_2011-08-09T07:10:20Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-08-09T07:10:20Z,69.704,-163.645,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-08-09T07:10:20Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,1500,
ioos_atn_38553_2011-08-09T08:01:20Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-08-09T08:01:20Z,69.7,-163.656,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-08-09T08:01:20Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,250,first of 2 records.
ioos_atn_38553_2011-08-09T09:36:35Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-08-09T09:36:35Z,69.698,-163.64,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-08-09T09:36:35Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,250,
ioos_atn_38553_2011-08-09T10:26:05Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-08-09T10:26:05Z,69.698,-163.663,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-08-09T10:26:05Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,500,first of 2 records.
ioos_atn_38553_2011-08-10T04:13:56Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-08-10T04:13:56Z,69.678,-163.677,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-08-10T04:13:56Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,1500,
ioos_atn_38553_2011-08-10T05:59:52Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-08-10T05:59:52Z,69.708,-163.668,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-08-10T05:59:52Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,500,first of 2 records.
ioos_atn_38553_2011-08-10T06:45:48Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-08-10T06:45:48Z,69.707,-163.665,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-08-10T06:45:48Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,1500,first of 2 records.
ioos_atn_38553_2011-08-10T09:14:52Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-08-10T09:14:52Z,69.72,-163.665,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-08-10T09:14:52Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,1500,
ioos_atn_38553_2011-08-10T11:46:33Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-08-10T11:46:33Z,69.721,-163.714,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-08-10T11:46:33Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,500,first of 2 records.
ioos_atn_38553_2011-08-10T12:49:55Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-08-10T12:49:55Z,69.725,-163.711,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-08-10T12:49:55Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,500,
ioos_atn_38553_2011-08-11T02:59:33Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-08-11T02:59:33Z,69.711,-163.622,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-08-11T02:59:33Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,1500,
ioos_atn_38553_2011-08-11T07:14:21Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-08-11T07:14:21Z,69.699,-163.642,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-08-11T07:14:21Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,1500,
ioos_atn_38553_2011-08-11T18:14:48Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-08-11T18:14:48Z,69.642,-163.821,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-08-11T18:14:48Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,10000,first of 2 records.
ioos_atn_38553_2011-08-12T14:46:19Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-08-12T14:46:19Z,69.686,-163.686,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-08-12T14:46:19Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,1500,
ioos_atn_38553_2011-08-12T15:08:55Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-08-12T15:08:55Z,69.684,-163.689,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-08-12T15:08:55Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,1500,
ioos_atn_38553_2011-08-12T16:25:21Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-08-12T16:25:21Z,69.684,-163.684,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-08-12T16:25:21Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,1500,
ioos_atn_38553_2011-08-13T04:14:44Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-08-13T04:14:44Z,69.69,-163.643,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-08-13T04:14:44Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,10000,
ioos_atn_38553_2011-08-13T12:55:34Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-08-13T12:55:34Z,69.689,-163.672,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-08-13T12:55:34Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,1500,
ioos_atn_38553_2011-08-13T17:54:16Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-08-13T17:54:16Z,69.689,-163.629,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-08-13T17:54:16Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,1500,first of 2 records.
ioos_atn_38553_2011-08-13T18:07:01Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-08-13T18:07:01Z,69.689,-163.65,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-08-13T18:07:01Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,500,first of 4 records.
ioos_atn_38553_2011-08-14T06:47:14Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-08-14T06:47:14Z,69.681,-163.66,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-08-14T06:47:14Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,500,
ioos_atn_38553_2011-08-15T02:09:24Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-08-15T02:09:24Z,69.686,-163.691,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-08-15T02:09:24Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,10000,first of 2 records.
ioos_atn_38553_2011-08-15T04:46:52Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-08-15T04:46:52Z,69.69,-163.653,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-08-15T04:46:52Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,1500,
ioos_atn_38553_2011-08-15T12:34:32Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-08-15T12:34:32Z,69.689,-163.676,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-08-15T12:34:32Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,10000,
ioos_atn_38553_2011-08-15T14:09:46Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-08-15T14:09:46Z,69.697,-163.633,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-08-15T14:09:46Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,500,first of 3 records.
ioos_atn_38553_2011-08-16T06:08:45Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-08-16T06:08:45Z,69.68,-163.672,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-08-16T06:08:45Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,10000,
ioos_atn_38553_2011-08-16T12:37:44Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-08-16T12:37:44Z,69.671,-163.717,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-08-16T12:37:44Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,1500,
ioos_atn_38553_2011-08-16T17:02:18Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-08-16T17:02:18Z,69.668,-163.696,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-08-16T17:02:18Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,10000,first of 4 records.
ioos_atn_38553_2011-08-17T07:19:25Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-08-17T07:19:25Z,69.674,-163.661,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-08-17T07:19:25Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,1500,
ioos_atn_38553_2011-08-17T18:20:04Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-08-17T18:20:04Z,69.693,-163.652,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-08-17T18:20:04Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,1500,
ioos_atn_38553_2011-08-17T20:32:27Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-08-17T20:32:27Z,69.681,-163.658,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-08-17T20:32:27Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,1500,first of 4 records.
ioos_atn_38553_2011-08-17T22:46:07Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-08-17T22:46:07Z,69.686,-163.689,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-08-17T22:46:07Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,500,
ioos_atn_38553_2011-08-18T16:13:38Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-08-18T16:13:38Z,69.694,-163.654,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-08-18T16:13:38Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,500,
ioos_atn_38553_2011-08-18T17:18:15Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-08-18T17:18:15Z,69.691,-163.638,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-08-18T17:18:15Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,250,
ioos_atn_38553_2011-08-19T00:02:43Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-08-19T00:02:43Z,69.634,-163.644,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-08-19T00:02:43Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,500,first of 2 records.
