Cruise,Station,Type,Date_Time,Longitude_[decimal_degrees_east],Latitude_[decimal _degrees_north],Bottom_Depth_[m],Cast_Number,Depth_[m],Accepted_Organism_Identification,Life_Stage,APHIA_ID,Abundance_[#/m3],Biomass_[mg dw/m3]
AMBON2017,ML3.9,BONGO_505UM_MICROSCOPY,2017-08-16T04:55,-163.373,71.4918,44,46,41,Pisces,larvae,11676,0.023,n/a
AMBON2017,ML3.10,BONGO_505UM_MICROSCOPY,2017-08-16T02:01,-163.756,71.6162,43,45,40,Cirripedia,nauplii,1082,0.095,0.0001
AMBON2017,ML3.10,BONGO_505UM_MICROSCOPY,2017-08-16T02:01,-163.756,71.6162,43,45,40,Amphipoda, ,1135,0.024,0.0003
AMBON2017,ML3.10,BONGO_505UM_MICROSCOPY,2017-08-16T02:01,-163.756,71.6162,43,45,40,Oikopleura, ,103367,0.285,0.0003
AMBON2017,ML3.10,BONGO_505UM_MICROSCOPY,2017-08-16T02:01,-163.756,71.6162,43,45,40,Limacina helicina, ,140223,0.024,0.0006
AMBON2017,ML3.10,BONGO_505UM_MICROSCOPY,2017-08-16T02:01,-163.756,71.6162,43,45,40,Themisto pacifica, ,254453,0.024,0.0008
AMBON2017,ML3.10,BONGO_505UM_MICROSCOPY,2017-08-16T02:01,-163.756,71.6162,43,45,40,Cirripedia,cyprid,1082,0.095,0.0021
AMBON2017,ML3.10,BONGO_505UM_MICROSCOPY,2017-08-16T02:01,-163.756,71.6162,43,45,40,Pseudocalanus, ,104165,0.19,0.0026
AMBON2017,ML3.10,BONGO_505UM_MICROSCOPY,2017-08-16T02:01,-163.756,71.6162,43,45,40,Pseudocalanus acuspes, ,104514,0.19,0.0031
AMBON2017,ML3.10,BONGO_505UM_MICROSCOPY,2017-08-16T02:01,-163.756,71.6162,43,45,40,Catablema, ,117180,0.024,0.0051
AMBON2017,ML3.10,BONGO_505UM_MICROSCOPY,2017-08-16T02:01,-163.756,71.6162,43,45,40,Neocalanus flemingeri, ,353708,0.024,0.0119
AMBON2017,ML3.10,BONGO_505UM_MICROSCOPY,2017-08-16T02:01,-163.756,71.6162,43,45,40,Calanus glacialis/marshallae, ,104465,0.047,0.0171
AMBON2017,ML3.10,BONGO_505UM_MICROSCOPY,2017-08-16T02:01,-163.756,71.6162,43,45,40,Cumacea, ,1137,0.024,0.0201
AMBON2017,ML3.10,BONGO_505UM_MICROSCOPY,2017-08-16T02:01,-163.756,71.6162,43,45,40,Neocalanus plumchrus, ,196772,0.036,0.0226
AMBON2017,ML3.10,BONGO_505UM_MICROSCOPY,2017-08-16T02:01,-163.756,71.6162,43,45,40,Pseudocalanus minutus, ,104517,1.52,0.0307
AMBON2017,ML3.10,BONGO_505UM_MICROSCOPY,2017-08-16T02:01,-163.756,71.6162,43,45,40,Hippolytidae, ,106777,0.071,0.0534
AMBON2017,ML3.10,BONGO_505UM_MICROSCOPY,2017-08-16T02:01,-163.756,71.6162,43,45,40,Hyperoche medusarum, ,103256,0.071,0.0643
AMBON2017,ML3.10,BONGO_505UM_MICROSCOPY,2017-08-16T02:01,-163.756,71.6162,43,45,40,Euphausiacea,furcilia,1128,1.306,0.0645
AMBON2017,ML3.10,BONGO_505UM_MICROSCOPY,2017-08-16T02:01,-163.756,71.6162,43,45,40,Decapoda,megalopa,1130,0.047,0.0712
AMBON2017,ML3.10,BONGO_505UM_MICROSCOPY,2017-08-16T02:01,-163.756,71.6162,43,45,40,Aeginopsis laurentii, ,117265,0.095,0.073
AMBON2017,ML3.10,BONGO_505UM_MICROSCOPY,2017-08-16T02:01,-163.756,71.6162,43,45,40,Pandalidae, ,106789,0.012,0.0794
AMBON2017,ML3.10,BONGO_505UM_MICROSCOPY,2017-08-16T02:01,-163.756,71.6162,43,45,40,Mertensia ovum, ,106377,0.012,0.0803
AMBON2017,ML3.10,BONGO_505UM_MICROSCOPY,2017-08-16T02:01,-163.756,71.6162,43,45,40,Paguridae,zoea,106738,0.261,0.0936
AMBON2017,ML3.10,BONGO_505UM_MICROSCOPY,2017-08-16T02:01,-163.756,71.6162,43,45,40,Brachyura,zoea,106673,0.38,0.0996
AMBON2017,ML3.10,BONGO_505UM_MICROSCOPY,2017-08-16T02:01,-163.756,71.6162,43,45,40,Clione limacina, ,139178,0.19,0.1399
AMBON2017,ML3.10,BONGO_505UM_MICROSCOPY,2017-08-16T02:01,-163.756,71.6162,43,45,40,Bolinopsis infundibulum, ,106939,0.095,0.6422
AMBON2017,ML3.10,BONGO_505UM_MICROSCOPY,2017-08-16T02:01,-163.756,71.6162,43,45,40,Aglantha digitale, ,117849,0.297,1.3184
AMBON2017,ML3.10,BONGO_505UM_MICROSCOPY,2017-08-16T02:01,-163.756,71.6162,43,45,40,Parasagitta elegans, ,105440,4.37,2.9254
AMBON2017,ML3.10,BONGO_505UM_MICROSCOPY,2017-08-16T02:01,-163.756,71.6162,43,45,40,Calanus glacialis/marshallae, ,104465,24.699,5.5398
AMBON2017,ML3.11,BONGO_505UM_MICROSCOPY,2017-08-15T23:06,-164.1671,71.7445,40,44,37,Themisto pacifica, ,254453,0.012,0.0003
AMBON2017,ML3.11,BONGO_505UM_MICROSCOPY,2017-08-15T23:06,-164.1671,71.7445,40,44,37,Amphipoda, ,1135,0.024,0.0004
AMBON2017,ML3.11,BONGO_505UM_MICROSCOPY,2017-08-15T23:06,-164.1671,71.7445,40,44,37,Oikopleura vanhoffeni, ,254722,0.024,0.0004
AMBON2017,ML3.11,BONGO_505UM_MICROSCOPY,2017-08-15T23:06,-164.1671,71.7445,40,44,37,Acartia longiremis, ,104257,0.195,0.0009
AMBON2017,ML3.11,BONGO_505UM_MICROSCOPY,2017-08-15T23:06,-164.1671,71.7445,40,44,37,Cirripedia,nauplii,1082,0.584,0.0016
AMBON2017,ML3.11,BONGO_505UM_MICROSCOPY,2017-08-15T23:06,-164.1671,71.7445,40,44,37,Pseudocalanus, ,104165,0.097,0.0017
AMBON2017,ML3.11,BONGO_505UM_MICROSCOPY,2017-08-15T23:06,-164.1671,71.7445,40,44,37,Euphysa flammea, ,117562,0.012,0.0023
AMBON2017,ML3.11,BONGO_505UM_MICROSCOPY,2017-08-15T23:06,-164.1671,71.7445,40,44,37,Oikopleura, ,103367,6.615,0.0059
AMBON2017,ML3.11,BONGO_505UM_MICROSCOPY,2017-08-15T23:06,-164.1671,71.7445,40,44,37,Obelia longissima, ,117389,0.012,0.0091
AMBON2017,ML3.11,BONGO_505UM_MICROSCOPY,2017-08-15T23:06,-164.1671,71.7445,40,44,37,Euphausiacea,juvenile,1128,0.024,0.0162
AMBON2017,ML3.11,BONGO_505UM_MICROSCOPY,2017-08-15T23:06,-164.1671,71.7445,40,44,37,Bougainvillia superciliaris, ,117333,0.012,0.0173
AMBON2017,ML3.11,BONGO_505UM_MICROSCOPY,2017-08-15T23:06,-164.1671,71.7445,40,44,37,Cirripedia,cyprid,1082,0.973,0.021
AMBON2017,ML3.11,BONGO_505UM_MICROSCOPY,2017-08-15T23:06,-164.1671,71.7445,40,44,37,Aeginopsis laurentii, ,117265,0.024,0.0268
AMBON2017,ML3.11,BONGO_505UM_MICROSCOPY,2017-08-15T23:06,-164.1671,71.7445,40,44,37,Hyperoche medusarum, ,103256,0.024,0.0332
AMBON2017,ML3.11,BONGO_505UM_MICROSCOPY,2017-08-15T23:06,-164.1671,71.7445,40,44,37,Catablema, ,117180,0.012,0.0416
AMBON2017,ML3.11,BONGO_505UM_MICROSCOPY,2017-08-15T23:06,-164.1671,71.7445,40,44,37,Apherusa, ,101509,0.012,0.0423
AMBON2017,ML3.11,BONGO_505UM_MICROSCOPY,2017-08-15T23:06,-164.1671,71.7445,40,44,37,Thysanoessa raschii, ,110711,0.024,0.0486
AMBON2017,ML3.11,BONGO_505UM_MICROSCOPY,2017-08-15T23:06,-164.1671,71.7445,40,44,37,Bolinopsis infundibulum, ,106939,0.024,0.0583
AMBON2017,ML3.11,BONGO_505UM_MICROSCOPY,2017-08-15T23:06,-164.1671,71.7445,40,44,37,Paguridae,zoea,106738,0.17,0.0819
AMBON2017,ML3.11,BONGO_505UM_MICROSCOPY,2017-08-15T23:06,-164.1671,71.7445,40,44,37,Mitrocomella polydiademata, ,117755,0.036,0.0846
AMBON2017,ML3.11,BONGO_505UM_MICROSCOPY,2017-08-15T23:06,-164.1671,71.7445,40,44,37,Euphausiacea,furcilia,1128,0.316,0.0868
AMBON2017,ML3.11,BONGO_505UM_MICROSCOPY,2017-08-15T23:06,-164.1671,71.7445,40,44,37,Mertensia ovum, ,106377,0.012,0.2414
AMBON2017,ML3.11,BONGO_505UM_MICROSCOPY,2017-08-15T23:06,-164.1671,71.7445,40,44,37,Decapoda,megalopa,1130,0.097,0.4258
AMBON2017,ML3.11,BONGO_505UM_MICROSCOPY,2017-08-15T23:06,-164.1671,71.7445,40,44,37,Clione limacina, ,139178,0.243,0.6852
AMBON2017,ML3.11,BONGO_505UM_MICROSCOPY,2017-08-15T23:06,-164.1671,71.7445,40,44,37,Hippolytidae, ,106777,0.34,0.9328
AMBON2017,ML3.11,BONGO_505UM_MICROSCOPY,2017-08-15T23:06,-164.1671,71.7445,40,44,37,Brachyura,zoea,106673,1.727,1.2366
AMBON2017,ML3.11,BONGO_505UM_MICROSCOPY,2017-08-15T23:06,-164.1671,71.7445,40,44,37,Aglantha digitale, ,117849,0.353,1.3858
AMBON2017,ML3.11,BONGO_505UM_MICROSCOPY,2017-08-15T23:06,-164.1671,71.7445,40,44,37,Limacina helicina, ,140223,0.182,3.8408
AMBON2017,ML3.11,BONGO_505UM_MICROSCOPY,2017-08-15T23:06,-164.1671,71.7445,40,44,37,Calanus glacialis/marshallae, ,104465,15.759,5.1035
AMBON2017,ML3.11,BONGO_505UM_MICROSCOPY,2017-08-15T23:06,-164.1671,71.7445,40,44,37,Parasagitta elegans, ,105440,8.853,6.7503
AMBON2017,ML3.12,BONGO_505UM_MICROSCOPY,2017-08-15T19:56,-164.5406,71.8717,41,43,38,Cirripedia,nauplii,1082,0.087,0.0001
AMBON2017,ML3.12,BONGO_505UM_MICROSCOPY,2017-08-15T19:56,-164.5406,71.8717,41,43,38,Oikopleura vanhoffeni, ,254722,0.044,0.0001
AMBON2017,ML3.12,BONGO_505UM_MICROSCOPY,2017-08-15T19:56,-164.5406,71.8717,41,43,38,Euphausiacea,calytopsis,1128,0.087,0.0026
AMBON2017,ML3.12,BONGO_505UM_MICROSCOPY,2017-08-15T19:56,-164.5406,71.8717,41,43,38,Cirripedia,cyprid,1082,0.262,0.0061
AMBON2017,ML3.12,BONGO_505UM_MICROSCOPY,2017-08-15T19:56,-164.5406,71.8717,41,43,38,Euphausiacea,juvenile,1128,0.022,0.0105
AMBON2017,ML3.12,BONGO_505UM_MICROSCOPY,2017-08-15T19:56,-164.5406,71.8717,41,43,38,Thysanoessa raschii, ,110711,0.011,0.0254
AMBON2017,ML3.12,BONGO_505UM_MICROSCOPY,2017-08-15T19:56,-164.5406,71.8717,41,43,38,Clione limacina, ,139178,0.044,0.0275
AMBON2017,ML3.12,BONGO_505UM_MICROSCOPY,2017-08-15T19:56,-164.5406,71.8717,41,43,38,Euphausiacea,furcilia,1128,0.186,0.0473
AMBON2017,ML3.12,BONGO_505UM_MICROSCOPY,2017-08-15T19:56,-164.5406,71.8717,41,43,38,Parasagitta elegans, ,105440,0.415,0.1135
AMBON2017,ML3.12,BONGO_505UM_MICROSCOPY,2017-08-15T19:56,-164.5406,71.8717,41,43,38,Hippolytidae, ,106777,0.164,0.1449
AMBON2017,ML3.12,BONGO_505UM_MICROSCOPY,2017-08-15T19:56,-164.5406,71.8717,41,43,38,Paguridae,zoea,106738,0.349,0.2115
AMBON2017,ML3.12,BONGO_505UM_MICROSCOPY,2017-08-15T19:56,-164.5406,71.8717,41,43,38,Limacina helicina, ,140223,0.022,0.2198
AMBON2017,ML3.12,BONGO_505UM_MICROSCOPY,2017-08-15T19:56,-164.5406,71.8717,41,43,38,Decapoda,megalopa,1130,0.437,0.4479
AMBON2017,ML3.12,BONGO_505UM_MICROSCOPY,2017-08-15T19:56,-164.5406,71.8717,41,43,38,Mertensia ovum, ,106377,0.076,0.6443
AMBON2017,ML3.12,BONGO_505UM_MICROSCOPY,2017-08-15T19:56,-164.5406,71.8717,41,43,38,Calanus glacialis/marshallae, ,104465,2.25,0.7012
AMBON2017,ML3.12,BONGO_505UM_MICROSCOPY,2017-08-15T19:56,-164.5406,71.8717,41,43,38,Catablema, ,117180,0.044,0.7703
AMBON2017,ML3.12,BONGO_505UM_MICROSCOPY,2017-08-15T19:56,-164.5406,71.8717,41,43,38,Brachyura,zoea,106673,4.063,1.4057
AMBON2017,ML3.12,BONGO_505UM_MICROSCOPY,2017-08-15T19:56,-164.5406,71.8717,41,43,38,Beroe, ,106331,0.022,6.641
AMBON2017,ML3.13,BONGO_505UM_MICROSCOPY,2017-08-15T17:04,-164.9421,71.994,42,42,39,Hyperoche medusarum, ,103256,0.01,0.0008
AMBON2017,ML3.13,BONGO_505UM_MICROSCOPY,2017-08-15T17:04,-164.9421,71.994,42,42,39,Themisto pacifica, ,254453,0.02,0.0094
AMBON2017,ML3.13,BONGO_505UM_MICROSCOPY,2017-08-15T17:04,-164.9421,71.994,42,42,39,Hippolytidae, ,106777,0.102,0.0445
AMBON2017,ML3.13,BONGO_505UM_MICROSCOPY,2017-08-15T17:04,-164.9421,71.994,42,42,39,Parasagitta elegans, ,105440,0.112,0.0517
AMBON2017,ML3.13,BONGO_505UM_MICROSCOPY,2017-08-15T17:04,-164.9421,71.994,42,42,39,Euphausiacea,furcilia,1128,0.255,0.054
AMBON2017,ML3.13,BONGO_505UM_MICROSCOPY,2017-08-15T17:04,-164.9421,71.994,42,42,39,Calanus glacialis/marshallae, ,104465,0.214,0.0604
AMBON2017,ML3.13,BONGO_505UM_MICROSCOPY,2017-08-15T17:04,-164.9421,71.994,42,42,39,Clione limacina, ,139178,0.061,0.0982
AMBON2017,ML3.13,BONGO_505UM_MICROSCOPY,2017-08-15T17:04,-164.9421,71.994,42,42,39,Limacina helicina, ,140223,0.031,0.4236
AMBON2017,ML3.13,BONGO_505UM_MICROSCOPY,2017-08-15T17:04,-164.9421,71.994,42,42,39,Brachyura,zoea,106673,3.386,0.6967
AMBON2017,ML3.13,BONGO_505UM_MICROSCOPY,2017-08-15T17:04,-164.9421,71.994,42,42,39,Decapoda,megalopa,1130,0.857,0.8656
AMBON2017,ML3.13,BONGO_505UM_MICROSCOPY,2017-08-15T17:04,-164.9421,71.994,42,42,39,Mertensia ovum, ,106377,0.041,0.8772
AMBON2017,ML3.13,BONGO_505UM_MICROSCOPY,2017-08-15T17:04,-164.9421,71.994,42,42,39,Paguridae,zoea,106738,3.386,2.6416
AMBON2017,ML3.13,BONGO_505UM_MICROSCOPY,2017-08-15T17:04,-164.9421,71.994,42,42,39,Beroe, ,106331,0.02,14.775
AMBON2017,ML3.13,BONGO_505UM_MICROSCOPY,2017-08-15T17:04,-164.9421,71.994,42,42,39,Pisces,larvae,11676,0.01,n/a
AMBON2017,ML3.14,BONGO_505UM_MICROSCOPY,2017-08-15T13:22,-165.3536,72.1206,46,41,43,Pseudocalanus acuspes, ,104514,0.016,0.0002
AMBON2017,ML3.14,BONGO_505UM_MICROSCOPY,2017-08-15T13:22,-165.3536,72.1206,46,41,43,Sipuncula,larvae,1268,0.033,0.0018
AMBON2017,ML3.14,BONGO_505UM_MICROSCOPY,2017-08-15T13:22,-165.3536,72.1206,46,41,43,Cirripedia,cyprid,1082,0.131,0.0027
AMBON2017,ML3.14,BONGO_505UM_MICROSCOPY,2017-08-15T13:22,-165.3536,72.1206,46,41,43,Hippolytidae, ,106777,0.016,0.0031
AMBON2017,ML3.14,BONGO_505UM_MICROSCOPY,2017-08-15T13:22,-165.3536,72.1206,46,41,43,Pseudocalanus minutus, ,104517,0.262,0.0033
AMBON2017,ML3.14,BONGO_505UM_MICROSCOPY,2017-08-15T13:22,-165.3536,72.1206,46,41,43,Euphausiacea,furcilia,1128,0.36,0.0324
AMBON2017,ML3.14,BONGO_505UM_MICROSCOPY,2017-08-15T13:22,-165.3536,72.1206,46,41,43,Amphipoda, ,1135,0.106,0.0443
AMBON2017,ML3.14,BONGO_505UM_MICROSCOPY,2017-08-15T13:22,-165.3536,72.1206,46,41,43,Clione limacina, ,139178,0.09,0.0483
AMBON2017,ML3.14,BONGO_505UM_MICROSCOPY,2017-08-15T13:22,-165.3536,72.1206,46,41,43,Parasagitta elegans, ,105440,0.539,0.0617
AMBON2017,ML3.14,BONGO_505UM_MICROSCOPY,2017-08-15T13:22,-165.3536,72.1206,46,41,43,Mitrocomella polydiademata, ,117755,0.163,0.1762
AMBON2017,ML3.14,BONGO_505UM_MICROSCOPY,2017-08-15T13:22,-165.3536,72.1206,46,41,43,Mertensia ovum, ,106377,0.074,0.6165
AMBON2017,ML3.14,BONGO_505UM_MICROSCOPY,2017-08-15T13:22,-165.3536,72.1206,46,41,43,Decapoda,megalopa,1130,0.964,0.6525
AMBON2017,ML3.14,BONGO_505UM_MICROSCOPY,2017-08-15T13:22,-165.3536,72.1206,46,41,43,Calanus glacialis/marshallae, ,104465,2.354,0.664
AMBON2017,ML3.14,BONGO_505UM_MICROSCOPY,2017-08-15T13:22,-165.3536,72.1206,46,41,43,Brachyura,zoea,106673,8.238,1.5291
AMBON2017,ML3.14,BONGO_505UM_MICROSCOPY,2017-08-15T13:22,-165.3536,72.1206,46,41,43,Paguridae,zoea,106738,4.184,3.042
AMBON2017,ML3.14,BONGO_505UM_MICROSCOPY,2017-08-15T13:22,-165.3536,72.1206,46,41,43,Bolinopsis infundibulum, ,106939,0.033,6.781
AMBON2017,ML3.14,BONGO_505UM_MICROSCOPY,2017-08-15T13:22,-165.3536,72.1206,46,41,43,Beroe, ,106331,0.025,14.71
AMBON2017,ML3.14,BONGO_505UM_MICROSCOPY,2017-08-15T13:22,-165.3536,72.1206,46,41,43,Pisces,larvae,11676,0.049,n/a
AMBON2017,ML4.1,BONGO_505UM_MICROSCOPY,2017-08-12T11:52,159.4106,70.8866,30,26,27,Acartia longiremis, ,104257,0.014,0.0002
AMBON2017,ML4.1,BONGO_505UM_MICROSCOPY,2017-08-12T11:52,159.4106,70.8866,30,26,27,Pseudocalanus, ,104165,0.014,0.0002
AMBON2017,ML4.1,BONGO_505UM_MICROSCOPY,2017-08-12T11:52,159.4106,70.8866,30,26,27,Gammaridae, ,101383,0.084,0.001
AMBON2017,ML4.1,BONGO_505UM_MICROSCOPY,2017-08-12T11:52,159.4106,70.8866,30,26,27,Hyperia, ,101796,0.028,0.0013
AMBON2017,ML4.1,BONGO_505UM_MICROSCOPY,2017-08-12T11:52,159.4106,70.8866,30,26,27,Cirripedia,cyprid,1082,0.07,0.0014
AMBON2017,ML4.1,BONGO_505UM_MICROSCOPY,2017-08-12T11:52,159.4106,70.8866,30,26,27,Brachyura,zoea,106673,0.014,0.0014
AMBON2017,ML4.1,BONGO_505UM_MICROSCOPY,2017-08-12T11:52,159.4106,70.8866,30,26,27,Decapoda,megalopa,1130,0.014,0.004
AMBON2017,ML4.1,BONGO_505UM_MICROSCOPY,2017-08-12T11:52,159.4106,70.8866,30,26,27,Apherusa, ,101509,0.07,0.0065
AMBON2017,ML4.1,BONGO_505UM_MICROSCOPY,2017-08-12T11:52,159.4106,70.8866,30,26,27,Polychaeta,larvae,883,0.056,0.0085
AMBON2017,ML4.1,BONGO_505UM_MICROSCOPY,2017-08-12T11:52,159.4106,70.8866,30,26,27,Tomopteris, ,129715,0.309,0.011
AMBON2017,ML4.1,BONGO_505UM_MICROSCOPY,2017-08-12T11:52,159.4106,70.8866,30,26,27,Clione limacina, ,139178,0.014,0.0183
AMBON2017,ML4.1,BONGO_505UM_MICROSCOPY,2017-08-12T11:52,159.4106,70.8866,30,26,27,Mitrocomella polydiademata, ,117755,1.559,0.0188
AMBON2017,ML4.1,BONGO_505UM_MICROSCOPY,2017-08-12T11:52,159.4106,70.8866,30,26,27,Hyperoche medusarum, ,103256,0.07,0.0238
AMBON2017,ML4.1,BONGO_505UM_MICROSCOPY,2017-08-12T11:52,159.4106,70.8866,30,26,27,Centropages abdominalis, ,196774,1.545,0.0291
AMBON2017,ML4.1,BONGO_505UM_MICROSCOPY,2017-08-12T11:52,159.4106,70.8866,30,26,27,Hippolytidae, ,106777,0.028,0.0303
AMBON2017,ML4.1,BONGO_505UM_MICROSCOPY,2017-08-12T11:52,159.4106,70.8866,30,26,27,Calanus glacialis/marshallae, ,104465,0.281,0.048
AMBON2017,ML4.1,BONGO_505UM_MICROSCOPY,2017-08-12T11:52,159.4106,70.8866,30,26,27,Mysida, ,149668,0.786,0.0582
AMBON2017,ML4.1,BONGO_505UM_MICROSCOPY,2017-08-12T11:52,159.4106,70.8866,30,26,27,Paguridae,zoea,106738,0.169,0.0705
AMBON2017,ML4.1,BONGO_505UM_MICROSCOPY,2017-08-12T11:52,159.4106,70.8866,30,26,27,Melicertum octocostatum, ,117743,0.421,0.4499
AMBON2017,ML4.1,BONGO_505UM_MICROSCOPY,2017-08-12T11:52,159.4106,70.8866,30,26,27,Parasagitta elegans, ,105440,3.567,0.4516
AMBON2017,ML4.1,BONGO_505UM_MICROSCOPY,2017-08-12T11:52,159.4106,70.8866,30,26,27,Aglantha digitale, ,117849,0.183,1.2373
AMBON2017,ML4.1,BONGO_505UM_MICROSCOPY,2017-08-12T11:52,159.4106,70.8866,30,26,27,Aurelia, ,135263,0.014,18.845
AMBON2017,ML4.1,BONGO_505UM_MICROSCOPY,2017-08-12T11:52,159.4106,70.8866,30,26,27,Pisces,larvae,11676,0.084,n/a
AMBON2017,ML4.1,BONGO_505UM_MICROSCOPY,2017-08-12T11:52,159.4106,70.8866,30,26,27,Isopoda, ,1131,0.014,n/a
AMBON2017,ML4.2,BONGO_505UM_MICROSCOPY,2017-08-12T09:24,-159.5206,70.9344,46,25,43,Brachyura,zoea,106673,0.029,0.0055
AMBON2017,ML4.2,BONGO_505UM_MICROSCOPY,2017-08-12T09:24,-159.5206,70.9344,46,25,43,Euphausiacea,furcilia,1128,0.088,0.0056
AMBON2017,ML4.2,BONGO_505UM_MICROSCOPY,2017-08-12T09:24,-159.5206,70.9344,46,25,43,Mitrocomella polydiademata, ,117755,0.074,0.006
AMBON2017,ML4.2,BONGO_505UM_MICROSCOPY,2017-08-12T09:24,-159.5206,70.9344,46,25,43,Hippolytidae, ,106777,0.044,0.0063
AMBON2017,ML4.2,BONGO_505UM_MICROSCOPY,2017-08-12T09:24,-159.5206,70.9344,46,25,43,Catablema, ,117180,0.015,0.0147
AMBON2017,ML4.2,BONGO_505UM_MICROSCOPY,2017-08-12T09:24,-159.5206,70.9344,46,25,43,Paguridae,zoea,106738,0.162,0.0443
AMBON2017,ML4.2,BONGO_505UM_MICROSCOPY,2017-08-12T09:24,-159.5206,70.9344,46,25,43,Clione limacina, ,139178,0.029,0.0481
AMBON2017,ML4.2,BONGO_505UM_MICROSCOPY,2017-08-12T09:24,-159.5206,70.9344,46,25,43,Parasagitta elegans, ,105440,0.133,0.0772
AMBON2017,ML4.2,BONGO_505UM_MICROSCOPY,2017-08-12T09:24,-159.5206,70.9344,46,25,43,Mertensia ovum, ,106377,0.015,0.0997
AMBON2017,ML4.2,BONGO_505UM_MICROSCOPY,2017-08-12T09:24,-159.5206,70.9344,46,25,43,Decapoda,megalopa,1130,0.103,0.115
AMBON2017,ML4.2,BONGO_505UM_MICROSCOPY,2017-08-12T09:24,-159.5206,70.9344,46,25,43,Melicertum octocostatum, ,117743,0.192,0.197
AMBON2017,ML4.2,BONGO_505UM_MICROSCOPY,2017-08-12T09:24,-159.5206,70.9344,46,25,43,Aglantha digitale, ,117849,0.472,3.0784
AMBON2017,ML4.2,BONGO_505UM_MICROSCOPY,2017-08-12T09:24,-159.5206,70.9344,46,25,43,Calanus glacialis/marshallae, ,104465,38.452,3.4701
AMBON2017,ML4.2,BONGO_505UM_MICROSCOPY,2017-08-12T09:24,-159.5206,70.9344,46,25,43,Beroe, ,106331,0.029,10.356
AMBON2017,ML4.2,BONGO_505UM_MICROSCOPY,2017-08-12T09:24,-159.5206,70.9344,46,25,43,Pisces,larvae,11676,0.029,n/a
AMBON2017,ML4.2,BONGO_505UM_MICROSCOPY,2017-08-12T09:24,-159.5206,70.9344,46,25,43,Isopoda, ,1131,0.015,n/a
AMBON2017,ML4.3,BONGO_505UM_MICROSCOPY,2017-08-12T06:03,-159.8827,71.0637,58,24,55,Pseudocalanus acuspes, ,104514,0.022,0.0003
AMBON2017,ML4.3,BONGO_505UM_MICROSCOPY,2017-08-12T06:03,-159.8827,71.0637,58,24,55,Pseudocalanus, ,104165,0.044,0.0006
AMBON2017,ML4.3,BONGO_505UM_MICROSCOPY,2017-08-12T06:03,-159.8827,71.0637,58,24,55,Centropages abdominalis, ,196774,0.087,0.0015
AMBON2017,ML4.3,BONGO_505UM_MICROSCOPY,2017-08-12T06:03,-159.8827,71.0637,58,24,55,Euphausiacea,calytopsis,1128,0.174,0.0019
AMBON2017,ML4.3,BONGO_505UM_MICROSCOPY,2017-08-12T06:03,-159.8827,71.0637,58,24,55,Cumacea, ,1137,0.022,0.0029
AMBON2017,ML4.3,BONGO_505UM_MICROSCOPY,2017-08-12T06:03,-159.8827,71.0637,58,24,55,Pseudocalanus minutus, ,104517,0.174,0.0044
AMBON2017,ML4.3,BONGO_505UM_MICROSCOPY,2017-08-12T06:03,-159.8827,71.0637,58,24,55,Gammaridae, ,101383,0.011,0.0054
AMBON2017,ML4.3,BONGO_505UM_MICROSCOPY,2017-08-12T06:03,-159.8827,71.0637,58,24,55,Cirripedia,cyprid,1082,0.348,0.0064
AMBON2017,ML4.3,BONGO_505UM_MICROSCOPY,2017-08-12T06:03,-159.8827,71.0637,58,24,55,Aeginopsis laurentii, ,117265,0.033,0.0067
AMBON2017,ML4.3,BONGO_505UM_MICROSCOPY,2017-08-12T06:03,-159.8827,71.0637,58,24,55,Calanus glacialis/marshallae, ,104465,0.022,0.0084
AMBON2017,ML4.3,BONGO_505UM_MICROSCOPY,2017-08-12T06:03,-159.8827,71.0637,58,24,55,Neocalanus plumchrus, ,196772,0.022,0.0108
AMBON2017,ML4.3,BONGO_505UM_MICROSCOPY,2017-08-12T06:03,-159.8827,71.0637,58,24,55,Hyperiidae, ,101417,0.011,0.0109
AMBON2017,ML4.3,BONGO_505UM_MICROSCOPY,2017-08-12T06:03,-159.8827,71.0637,58,24,55,Apherusa, ,101509,0.022,0.0197
AMBON2017,ML4.3,BONGO_505UM_MICROSCOPY,2017-08-12T06:03,-159.8827,71.0637,58,24,55,Neocalanus flemingeri, ,353708,0.044,0.022
AMBON2017,ML4.3,BONGO_505UM_MICROSCOPY,2017-08-12T06:03,-159.8827,71.0637,58,24,55,Mitrocomella polydiademata, ,117755,0.011,0.0276
AMBON2017,ML4.3,BONGO_505UM_MICROSCOPY,2017-08-12T06:03,-159.8827,71.0637,58,24,55,Catablema, ,117180,0.011,0.0373
AMBON2017,ML4.3,BONGO_505UM_MICROSCOPY,2017-08-12T06:03,-159.8827,71.0637,58,24,55,Euphysa flammea, ,117562,0.044,0.0376
AMBON2017,ML4.3,BONGO_505UM_MICROSCOPY,2017-08-12T06:03,-159.8827,71.0637,58,24,55,Euphausiacea,furcilia,1128,1.611,0.0709
AMBON2017,ML4.3,BONGO_505UM_MICROSCOPY,2017-08-12T06:03,-159.8827,71.0637,58,24,55,Clione limacina, ,139178,0.109,0.0779
AMBON2017,ML4.3,BONGO_505UM_MICROSCOPY,2017-08-12T06:03,-159.8827,71.0637,58,24,55,Limacina helicina, ,140223,0.022,0.0796
