seine_id,survey_id,lat,long,set_time,so_total,pi_total,cu_total,co_total,he_total,ck_total
DE192N3,DE192,50.34866,-125.44482000000001,2015-06-16 09:41:00 PDT,200,1,100,1,1,NA
DE193N1,DE193,NA,NA,2015-06-16 15:44:00 PDT,0,NA,NA,10,NA,NA
DE194N1,DE194,50.32119,-125.03856,2015-06-17 11:02:00 PDT,13,0,18,2,1,NA
DE195N1,DE195,NA,NA,2015-06-17 14:12:00 PDT,0,NA,NA,NA,NA,NA
DE198N1,DE198,NA,NA,NA,0,NA,NA,NA,NA,NA
DE198N2,DE198,50.34829,-125.45001,2015-06-18 08:05:00 PDT,200,0,200,1,20,NA
DE199N1,DE199,50.30819,-125.32694,2015-06-18 11:16:00 PDT,50,0,50,0,10,NA
DE201N1,DE201,50.09809,-125.27142,2015-06-19 10:14:00 PDT,6,0,300,0,1,NA
DE205N1,DE205,NA,NA,NA,0,NA,NA,NA,NA,NA
DE205N2,DE205,50.34758,-125.4553,2015-06-20 09:33:00 PDT,3,2,44,0,0,NA
DE206N1,DE206,50.30597,-125.33588,2015-06-20 12:29:00 PDT,200,0,80,2,10,NA
DE207N1,DE207,NA,NA,2015-06-21 07:00:00 PDT,0,0,14,1,0,NA
DE212N1,DE212,NA,NA,NA,0,NA,NA,NA,NA,NA
DE212N2,DE212,50.44949,-125.32427,2015-06-22 07:13:00 PDT,60,0,200,0,0,NA
DE213N1,DE213,NA,NA,2015-06-22 11:06:00 PDT,0,NA,NA,NA,NA,NA
