seine_id,survey_id,lat,long,set_time,so_total,pi_total,cu_total,co_total,he_total,ck_total
JE138N1,JE138,50.55853,-126.73145,2015-06-01 12:30:00 PDT,300,10,100,4,0,NA
JE139N1,JE139,50.50763,-126.24218,2015-06-02 05:20:00 PDT,200,0,600,5,0,NA
JE140N1,JE140,50.45649,-126.16619,2015-06-02 08:25:00 PDT,500,10,500,0,5,NA
JE141N1,JE141,NA,NA,2015-06-02 11:00:00 PDT,0,0,0,0,0,NA
JE142N1,JE142,50.48189,-126.01128,2015-06-03 06:15:00 PDT,100,0,100,0,3,NA
JE143N1,JE143,50.48072,-126.40915,2015-06-03 10:15:00 PDT,15000,0,2000,0,1,NA
JE145N1,JE145,50.53944,-126.78254,2015-06-03 14:55:00 PDT,100,0,200,0,5,NA
JE146N1,JE146,50.52232,-126.39556,2015-06-04 06:30:00 PDT,300,0,500,0,2,NA
JE147N1,JE147,50.54216,-126.63511,2015-06-04 10:00:00 PDT,200,7,300,0,15,NA
JE148N2,JE148,NA,NA,NA,0,NA,NA,NA,NA,NA
JE148N1,JE148,NA,NA,NA,0,NA,NA,NA,NA,NA
JE148N3,JE148,50.5956,-126.69022,2015-06-04 13:40:00 PDT,300,1,300,6,0,NA
JE149N1,JE149,50.55855,-126.73248,2015-06-05 05:25:00 PDT,300,0,200,1,0,NA
JE150N1,JE150,50.56784,-126.69728,2015-06-05 08:20:00 PDT,1000,3,400,3,2,NA
JE152N1,JE152,50.45987,-126.16961,2015-06-06 06:20:00 PDT,100,3,100,0,0,NA
JE153N1,JE153,NA,NA,2015-06-06 08:25:00 PDT,0,NA,NA,NA,NA,NA
JE154N1,JE154,50.47794,-126.02803,2015-06-07 05:05:00 PDT,100,0,200,4,2,NA
JE155N1,JE155,50.49983,-126.20581,2015-06-07 07:45:00 PDT,300,0,300,1,0,NA
JE157N1,JE157,NA,NA,NA,0,NA,NA,NA,NA,NA
JE157N2,JE157,50.47923,-126.41485,2015-06-07 11:00:00 PDT,200,3,4000,0,1,NA
JE159N1,JE159,50.539,-126.7781,2015-06-07 14:35:00 PDT,400,30,600,1,0,NA
JE160N1,JE160,50.52411,-126.39107,2015-06-08 06:05:00 PDT,300,2,300,1,3,NA
JE161N1,JE161,50.54418,-126.63202,2015-06-08 10:20:00 PDT,200,1,200,0,3,NA
JE162N1,JE162,50.57687,-126.72184,2015-06-08 13:34:00 PDT,200,30,300,3,0,NA
JE163N1,JE163,50.59537,-126.69062,2015-06-09 07:00:00 PDT,200,0,200,7,2,NA
JE165N1,JE165,50.50008,-126.20937,2015-06-11 07:12:00 PDT,500,20,500,0,5,NA
JE166N1,JE166,50.45951,-126.16958,2015-06-11 11:45:00 PDT,2000,50,4000,0,60,NA
JE168N1,JE168,50.47959,-126.02629,2015-06-12 05:37:00 PDT,4,0,50,1,11,NA
JE171N1,JE171,NA,NA,NA,0,NA,NA,NA,NA,NA
JE171N2,JE171,50.53988,-126.78291,2015-06-13 11:50:00 PDT,1000,0,900,6,0,NA
JE172N3,JE172,NA,NA,NA,0,NA,NA,NA,NA,NA
JE172N2,JE172,NA,NA,NA,0,NA,NA,NA,NA,NA
JE172N1,JE172,NA,NA,NA,0,NA,NA,NA,NA,NA
JE172N4,JE172,50.47679,-126.02843,2015-06-14 08:50:00 PDT,600,30,600,0,1,NA
JE173N1,JE173,50.45698,-126.16944,2015-06-14 11:20:00 PDT,1000,7,3000,0,20,NA
JE174N1,JE174,50.49881,-126.21349,2015-06-14 14:05:00 PDT,300,2,700,0,0,NA
JE175N1,JE175,50.52618,-126.38632,2015-06-15 05:20:00 PDT,7,0,1000,0,0,NA
JE176N1,JE176,NA,NA,NA,0,NA,NA,NA,NA,NA
JE176N2,JE176,50.48035,-126.41265,2015-06-15 07:50:00 PDT,100,60,1000,0,1,NA
JE177N1,JE177,NA,NA,NA,0,NA,NA,NA,NA,NA
JE177N2,JE177,50.54719,-126.67487,2015-06-15 11:30:00 PDT,100,0,500,0,0,NA
JE178N1,JE178,50.55792,-126.73617,2015-06-15 14:00:00 PDT,300,40,500,1,6,NA
JE179N1,JE179,50.58185,-126.71983,2015-06-16 06:12:00 PDT,100,200,200,0,0,NA
JE180N1,JE180,NA,NA,NA,0,NA,NA,NA,NA,NA
JE180N2,JE180,50.59549,-126.69036,2015-06-16 08:30:00 PDT,6,200,400,3,1,NA
JE181N1,JE181,NA,NA,NA,0,NA,NA,NA,NA,NA
JE181N2,JE181,50.54327,-126.81252,2015-06-16 15:30:00 PDT,700,200,1500,8,20,NA
JE182N1,JE182,50.52491,-126.38617,2015-06-17 06:02:00 PDT,3,50,300,0,0,NA
JE183N1,JE183,50.47943,-126.41631,2015-06-17 07:51:00 PDT,35,4,100,0,2,NA
JE184N1,JE184,50.5463,-126.66727,2015-06-17 11:50:00 PDT,3,80,500,0,20,NA
JE185N1,JE185,50.47909,-126.02584,2015-06-18 05:35:00 PDT,20,2,300,0,0,NA
JE186N1,JE186,50.45747,-126.16879,2015-06-18 08:47:00 PDT,300,2,3000,1,0,NA
JE187N1,JE187,50.49921,-126.20961,2015-06-18 11:15:00 PDT,17,20,300,0,0,NA
JE188N1,JE188,50.58086,-126.72272,2015-06-18 13:23:00 PDT,4,200,6000,0,10,NA
JE189N1,JE189,NA,NA,NA,0,NA,NA,NA,NA,NA
JE189N2,JE189,50.54362,-126.81951,2015-06-19 06:35:00 PDT,200,50,1000,0,1,NA
JE190N1,JE190,50.55814,-126.73386,2015-06-19 09:51:00 PDT,200,20,400,0,8,NA
JE191N1,JE191,50.60263,-126.70188,2015-06-19 14:19:00 PDT,50,100,200,1,6,NA
JE192N1,JE192,50.5194,-126.40831,2015-06-20 06:20:00 PDT,30,200,300,0,4,NA
JE193N1,JE193,50.48001,-126.41469,2015-06-20 09:21:00 PDT,5,100,200,0,0,NA
JE195N1,JE195,50.45804,-126.16997,2015-06-20 15:30:00 PDT,24,50,250,0,0,NA
JE196N1,JE196,50.4763,-126.02838,2015-06-21 05:55:00 PDT,1200,20,1500,1,80,NA
JE197N1,JE197,50.49608,-126.21645,2015-06-21 09:07:00 PDT,200,1,200,0,2,NA
JE198N1,JE198,NA,NA,NA,0,NA,NA,NA,NA,NA
JE198N2,JE198,50.55821,-126.73327,2015-06-21 13:02:00 PDT,100,8,600,0,1,NA
JE199N1,JE199,NA,NA,NA,0,NA,NA,NA,NA,NA
JE199N2,JE199,50.54774,-126.67774,2015-06-23 06:20:00 PDT,50,20,300,1,5,NA
JE200N1,JE200,50.58209,-126.71978,2015-06-23 09:36:00 PDT,18,2,200,0,0,NA
JE201N2,JE201,NA,NA,NA,0,NA,NA,NA,NA,NA
JE201N1,JE201,NA,NA,NA,0,NA,NA,NA,NA,NA
JE201N3,JE201,50.60237,-126.70219,2015-06-23 12:30:00 PDT,18,10,70,0,0,NA
JE202N1,JE202,50.54414,-126.81843,2015-06-23 15:45:00 PDT,500,300,300,2,30,NA
JE203N1,JE203,50.47705,-126.02871,2015-06-24 05:30:00 PDT,8,20,200,1,70,NA
JE204N1,JE204,NA,NA,NA,0,NA,NA,NA,NA,NA
JE204N2,JE204,50.45524,-126.11718,2015-06-24 08:05:00 PDT,37,4,13,0,0,NA
JE205N1,JE205,50.49837,-126.21404,2015-06-24 10:20:00 PDT,60,20,400,0,1,NA
JE206N1,JE206,NA,NA,NA,0,NA,NA,NA,NA,NA
JE206N2,JE206,50.4787,-126.41567,2015-06-24 13:55:00 PDT,19,100,300,0,300,NA
JE207N1,JE207,NA,NA,NA,0,NA,NA,NA,NA,NA
JE207N2,JE207,50.55961,-126.7542,2015-06-27 07:00:00 PDT,10,115,115,4,0,NA
JE208N1,JE208,NA,NA,NA,0,NA,NA,NA,NA,NA
JE208N2,JE208,50.58165,-126.71952,2015-06-27 11:15:00 PDT,10,100,400,0,2,NA
JE209N1,JE209,50.5438,-126.81988,2015-06-27 15:00:00 PDT,100,800,1200,0,10,NA
JE210N1,JE210,NA,NA,NA,0,NA,NA,NA,NA,NA
JE210N2,JE210,50.60255,-126.70201,2015-06-28 06:05:00 PDT,0,300,200,20,5,NA
JE211N1,JE211,50.54277,-126.64149,2015-06-28 10:50:00 PDT,0,100,100,1,15,NA
JE212N1,JE212,50.47895,-126.41667,2015-06-29 05:45:00 PDT,0,100,100,0,2,NA
JE213N1,JE213,50.45942,-126.16916,2015-06-29 08:40:00 PDT,400,100,500,0,6,NA
JE216N1,JE216,50.55809,-126.73246,2015-07-01 06:50:00 PDT,3,20,400,0,2,NA
JE217N1,JE217,50.54703,-126.67197,2015-07-01 08:40:00 PDT,3,60,8,0,5,NA
JE218N1,JE218,50.54329,-126.8169,2015-07-01 13:00:00 PDT,40,200,100,10,20,NA
JE219N1,JE219,NA,NA,2015-07-02 07:30:00 PDT,0,300,300,0,0,0
JE220N1,JE220,NA,NA,2015-07-02 09:18:00 PDT,0,100,100,5,20,10
JE221N1,JE221,NA,NA,2015-07-07 05:54:00 PDT,0,0,40,10,0,2
JE224N1,JE224,NA,NA,2015-07-07 09:10:00 PDT,0,10,300,5,1,0
JE225N1,JE225,NA,NA,2015-07-07 10:30:00 PDT,30,300,10,1,0,NA
JE227N1,JE227,NA,NA,2015-07-10 07:35:00 PDT,0,100,100,0,0,0
JE228N1,JE228,NA,NA,2015-07-10 08:40:00 PDT,0,0,0,0,0,0
JE229N1,JE229,NA,NA,NA,0,NA,NA,NA,NA,NA
JE229N2,JE229,NA,NA,2015-07-10 10:00:00 PDT,0,20,100,0,0,0
JE231N1,JE231,50.506881,-126.247378,2016-05-20 11:43:00 PDT,2000,1,2,0,0,NA
JE232N1,JE232,50.458043,-126.152637,2016-05-20 14:48:00 PDT,0,50,50,10,0,NA
JE233N1,JE233,50.473969,-126.247378,2016-05-21 05:22:00 PDT,2000,0,0,0,1,NA
JE234N1,JE234,NA,NA,NA,0,NA,NA,NA,NA,NA
JE234N2,JE234,50.458043,-126.152637,2016-05-21 08:58:00 PDT,150,15,0,1,0,NA
JE235N2,JE235,NA,NA,NA,0,NA,NA,NA,NA,NA
JE235N1,JE235,NA,NA,NA,0,NA,NA,NA,NA,NA
JE235N3,JE235,50.526493,-126.38718,2016-05-21 12:00:00 PDT,0,0,0,0,0,NA
JE236N1,JE236,50.480359,-126.412275,2016-05-21 14:35:00 PDT,25,2,0,3,1,NA
JE237N1,JE237,50.543296,-126.816816,2016-05-22 05:06:00 PDT,40,20,9,5,1,NA
JE238N1,JE238,50.558361,-126.732241,2016-05-22 08:21:00 PDT,300,6,7,0,0,NA
JE239N1,JE239,NA,NA,NA,0,NA,NA,NA,NA,NA
JE239N2,JE239,50.54692,-126.67193,2016-05-22 10:55:00 PDT,0,0,0,0,0,NA
JE240N1,JE240,50.601718,-126.701857,2016-05-22 12:45:00 PDT,500,15,8,1,0,NA
JE243N1,JE243,NA,NA,NA,0,NA,NA,NA,NA,NA
JE243N2,JE243,50.522967,-126.377383,2016-05-26 07:50:00 PDT,400,5,7,6,0,NA
JE244N1,JE244,50.495266,-126.211667,2016-05-26 11:00:00 PDT,400,500,100,0,0,NA
JE245N1,JE245,NA,NA,NA,0,NA,NA,NA,NA,NA
JE245N2,JE245,50.477037,-126.028592,2016-05-27 05:45:00 PDT,300,9,30,7,0,NA
JE246N1,JE246,50.4559,-126.1191,2016-05-27 07:55:00 PDT,70,0,0,16,0,NA
JE248N1,JE248,50.543432,-126.8134,2016-05-27 14:20:00 PDT,400,2,1,1,0,NA
JE249N1,JE249,50.576696,-126.721158,2016-05-27 16:40:00 PDT,200,10,50,1,0,NA
JE250N1,JE250,NA,NA,NA,0,NA,NA,NA,NA,NA
JE250N2,JE250,50.60125,-126.704457,2016-05-28 05:15:00 PDT,750,6,15,0,0,NA
JE251N1,JE251,50.545897,-126.668909,2016-05-28 09:10:00 PDT,100,0,1,85,0,NA
JE252N1,JE252,50.60125,-126.704457,2016-06-01 10:22:00 PDT,2000,100,900,4,7,NA
JE253N1,JE253,50.576696,-126.721158,2016-06-01 13:35:00 PDT,18,200,100,0,0,NA
JE254N1,JE254,50.477038,-126.028566,2016-06-02 05:37:00 PDT,80,1,5,1,0,NA
JE255N1,JE255,NA,NA,NA,0,NA,NA,NA,NA,NA
JE255N2,JE255,50.543432,-126.8134,2016-06-02 09:49:00 PDT,600,6,400,6,1,NA
JE256N1,JE256,50.540979,-126.78085,2016-06-02 14:51:00 PDT,300,100,100,0,2,NA
JE257N1,JE257,50.507301,-126.24325,2016-06-03 13:17:00 PDT,4000,300,700,0,1,NA
JE258N1,JE258,50.459012,-126.1695,2016-06-03 16:22:00 PDT,400,100,100,0,0,NA
JE259N2,JE259,NA,NA,NA,0,NA,NA,NA,NA,NA
JE259N1,JE259,NA,NA,NA,0,NA,NA,NA,NA,NA
JE259N3,JE259,50.458983,-126.169594,2016-06-04 06:13:00 PDT,3000,0,100,0,0,NA
JE260N1,JE260,50.525287,-126.390347,2016-06-04 10:14:00 PDT,0,0,0,0,0,NA
JE261N1,JE261,50.543029,-126.632233,2016-06-04 13:44:00 PDT,700,100,100,2,0,NA
JE262N1,JE262,50.544941,-126.816489,2016-06-09 07:22:00 PDT,600,300,300,1,1,NA
JE263N1,JE263,50.55543,-126.724521,2016-06-09 12:26:00 PDT,50,50,100,8,0,NA
JE264N1,JE264,50.602327,-126.701507,2016-06-09 13:19:00 PDT,200,80,100,2,2,NA
JE265N1,JE265,50.5771,-126.721684,2016-06-10 05:34:00 PDT,27,200,200,0,0,NA
JE266N1,JE266,50.547475,-126.676942,2016-06-10 08:07:00 PDT,100,50,50,1,0,NA
JE267N1,JE267,50.51821,-126.406079,2016-06-10 10:34:00 PDT,200,9,13,0,0,NA
JE268N1,JE268,50.480214,-126.4142,2016-06-10 13:45:00 PDT,1000,2000,2000,0,100,NA
JE269N1,JE269,50.476173,-126.029443,2016-06-11 05:13:00 PDT,2000,2000,2000,1,2,NA
JE270N1,JE270,50.456683,-126.153895,2016-06-11 08:47:00 PDT,300,700,500,0,6,NA
JE271N1,JE271,50.500269,-126.209365,2016-06-11 11:45:00 PDT,1000,200,1000,0,0,NA
JE272N1,JE272,NA,NA,NA,0,NA,NA,NA,NA,NA
JE272N2,JE272,50.602051,-126.704553,2016-06-17 07:35:00 PDT,2000,100,100,3,3,NA
JE273N1,JE273,50.579213,-126.71432,2016-06-17 13:15:00 PDT,80,2000,1000,0,1,NA
JE274N1,JE274,NA,NA,NA,0,NA,NA,NA,NA,NA
JE274N2,JE274,50.579393,-126.714162,2016-06-18 06:37:00 PDT,100,400,400,7,0,NA
JE276N1,JE276,50.546326,-126.669166,2016-06-18 13:42:00 PDT,6,100,20,0,2,NA
JE278N3,JE278,50.483183,-126.403858,2016-06-19 07:53:00 PDT,0,80,10,2,8,NA
JE278N2,JE278,50.483183,-126.403858,2016-06-19 07:53:00 PDT,3,80,30,0,1,NA
JE278N1,JE278,50.483183,-126.403858,2016-06-19 07:53:00 PDT,3,80,75,0,2,NA
JE281N1,JE281,50.506302,-126.24142,2016-06-19 11:05:00 PDT,0,0,0,0,0,NA
JE282N1,JE282,50.506323,-126.241304,2016-06-19 13:20:00 PDT,500,3000,500,0,7,NA
JE283N1,JE283,50.455728,-126.116461,2016-06-20 05:47:00 PDT,300,100,100,0,0,NA
JE284N1,JE284,50.54401,-126.81461,2016-06-23 11:20:00 PDT,1,300,300,1,0,NA
JE285N1,JE285,50.55803,-126.73463,2016-06-23 13:20:00 PDT,100,100,100,50,5,NA
JE286N1,JE286,50.55803,-126.73463,2016-06-23 16:17:00 PDT,27,1000,700,2,7,NA
JE288N1,JE288,50.6017,-126.70318,2016-06-24 06:30:00 PDT,4,20,20,1,0,NA
JE290N1,JE290,NA,NA,NA,0,NA,NA,NA,NA,NA
JE290N2,JE290,50.4806,-126.40961,2016-06-24 15:05:00 PDT,10,300,300,0,2,NA
JE291N1,JE291,50.47508,-126.03392,2016-06-25 05:21:00 PDT,300,600,300,1,1,NA
JE292N1,JE292,50.45733,-126.16553,2016-06-25 07:52:00 PDT,50,400,20,0,0,NA
JE293N1,JE293,NA,NA,NA,0,NA,NA,NA,NA,NA
JE293N2,JE293,50.49874,-126.21257,2016-06-25 11:40:00 PDT,28,300,300,0,0,NA
JE294N1,JE294,NA,NA,NA,0,NA,NA,NA,NA,NA
JE294N2,JE294,50.601529,-126.703784,2016-07-04 06:15:00 PDT,2,20,20,2,0,NA
JE295N1,JE295,50.580247,-126.721745,2016-07-04 07:51:00 PDT,0,500,300,0,0,NA
JE298N1,JE298,50.543818,-126.794456,2016-07-04 13:35:00 PDT,50,200,200,7,0,NA
JE300N1,JE300,50.47779,-126.429726,2016-07-05 07:38:00 PDT,0,20,80,1,0,10
JE302N1,JE302,50.456886,-126.162647,2016-07-05 12:45:00 PDT,200,300,300,0,1,NA
JE303N1,JE303,50.457049,-126.162651,2016-07-06 07:05:00 PDT,22,300,300,2,0,NA
JE304N1,JE304,NA,NA,NA,0,NA,NA,NA,NA,NA
JE304N2,JE304,50.54522,-126.65949,2017-06-06 08:20:00 PDT,23,0,59,8,0,0
JE305N1,JE305,50.6022,-126.70567,2017-06-06 15:27:00 PDT,600,0,100,100,10,0
JE306N2,JE306,50.54393,-126.8131,2017-06-13 11:20:00 PDT,130,10,10,10,1,0
JE306N1,JE306,50.5438,-126.80927,2017-06-13 07:10:00 PDT,325,0,50,45,0,0
JE307N1,JE307,50.54411,-126.65398,2017-06-14 06:23:00 PDT,300,0,250,25,25,1
JE308N2,JE308,50.60224,-126.70529,2017-06-20 14:22:00 PDT,40,0,160,0,3,1
JE308N1,JE308,50.60233,-126.70309,2017-06-20 09:37:00 PDT,200,4,500,5,30,1
JE309N2,JE309,50.54628,-126.81474,2017-06-21 11:11:00 PDT,120,0,180,0,1,0
JE309N1,JE309,50.54487,-126.81252,2017-06-21 06:37:00 PDT,175,0,75,0,2,0
JE310N2,JE310,50.54582,-126.81618,2017-06-27 11:17:00 PDT,390,60,660,10,10,0
JE310N1,JE310,50.54574,-126.81679,2017-06-27 07:10:00 PDT,26,3,58,2,1,0
JE311N4,JE311,NA,NA,NA,0,NA,NA,NA,NA,NA
JE311N3,JE311,NA,NA,NA,0,NA,NA,NA,NA,NA
JE311N2,JE311,NA,NA,NA,0,NA,NA,NA,NA,NA
JE311N1,JE311,NA,NA,NA,0,NA,NA,NA,NA,NA
JE311N5,JE311,50.60278,-126.70284,2017-06-28 10:27:00 PDT,43,15,530,4,5,2
JE314N2,JE314,50.54454,-126.81227,2017-07-06 09:59:00 PDT,0,20,230,0,0,0
JE314N1,JE314,50.54372,-126.81769,2017-07-06 06:45:00 PDT,1,15,580,4,2,0
JE312N1,JE312,50.54505,-126.65729,2017-07-07 06:56:00 PDT,0,6,425,0,20,0
JE313N1,JE313,50.60144,-126.70046,2017-07-07 10:16:00 PDT,0,1,119,6,2,2
JE316N1,JE316,50.546,-126.81509,2017-07-12 07:13:00 PDT,0,3,95,1,1,0
JE315N1,JE315,50.54533,-126.65855,2017-07-12 11:06:00 PDT,0,90,450,0,60,0
DE505N2,DE505,50.3154,-125.053,2018-05-11 10:55:00 PDT,0,1,0,0,0,0
DE505N1,DE505,50.316217,-125.052033,2018-05-11 10:30:00 PDT,0,0,2,0,0,0
DE506N1,DE506,50.18167,-125.1523,2018-05-14 07:25:00 PDT,0,30,70,2,0,0
DE510N1,DE510,50.309206,-125.323291,2018-05-15 10:15:00 PDT,0,117,217,0,0,0
JE411N1,JE411,50.54526,-126.8154,2018-05-17 07:00:00 PDT,0,0,0,1,0,0
JE412N1,JE412,50.53912,-126.77893,2018-05-17 08:25:00 PDT,0,0,0,39,3,2
DE516N2,DE516,50.316117,-125.052167,2018-05-17 09:46:00 PDT,0,30,0,15,0,1
DE516N1,DE516,50.316983,-125.049967,2018-05-17 09:10:00 PDT,0,0,0,0,0,0
JE401N1,JE401,50.5429,-126.81615,2018-05-21 07:12:00 PDT,0,0,0,0,0,0
JE402N1,JE402,50.53927,-126.78078,2018-05-21 08:49:00 PDT,3,0,0,87,6,0
DE517N2,DE517,50.31006,-125.317963,2018-05-22 08:15:00 PDT,40,50,10,1,2,0
DE517N1,DE517,NA,NA,2018-05-22 07:30:00 PDT,0,0,0,0,0,0
DE531N1,DE531,50.271333,-125.368,2018-05-23 09:00:00 PDT,1564,1956,391,0,2,1
DE512N1,DE512,50.316807,-125.050581,2018-05-24 10:06:00 PDT,0,8,9,0,0,0
DE513N2,DE513,50.30705,-125.332333,2018-05-28 08:00:00 PDT,189,21,10,0,4,2
DE513N1,DE513,50.30785,-125.328333,2018-05-28 07:25:00 PDT,4,14,0,0,0,0
DE519N1,DE519,50.27045,-125.3656,2018-05-29 07:35:00 PDT,8,104,21,0,0,0
DE514N1,DE514,50.440686,-125.294356,2018-05-30 09:00:00 PDT,4,24,266,0,0,1
JE417N1,JE417,50.54342,-126.81474,2018-05-31 07:22:00 PDT,146,49,39,20,0,1
JE418N1,JE418,50.54561,-126.66166,2018-06-03 06:57:00 PDT,113,28,22,1,5,0
DE520N3,DE520,50.306917,-125.3288,2018-06-04 08:35:00 PDT,8,56,56,0,0,0
DE520N2,DE520,50.307767,-125.32905,2018-06-04 08:15:00 PDT,3,3,16,0,0,0
DE520N1,DE520,50.305683,-125.336917,2018-06-04 07:43:00 PDT,7,0,7,0,0,0
DE521N1,DE521,50.267967,-125.358733,2018-06-05 06:50:00 PDT,48,302,132,0,55,0
JE414N1,JE414,50.54387,-126.80852,2018-06-07 07:03:00 PDT,488,203,81,33,8,0
DE522N1,DE522,50.443485,-125.28775,2018-06-07 07:43:00 PDT,450,1060,1060,30,460,0
DE523N3,DE523,50.30345,-125.33885,2018-06-11 08:45:00 PDT,31,340,150,2,1,0
DE523N2,DE523,50.307183,-125.335133,2018-06-11 08:08:00 PDT,7,0,0,0,0,0
DE523N1,DE523,50.3099,-125.319633,2018-06-11 07:05:00 PDT,14,1080,257,0,0,0
JE415N2,JE415,50.60197,-126.70232,2018-06-12 07:41:00 PDT,8,26,22,0,3,0
JE415N1,JE415,50.60207,-126.70187,2018-06-12 06:54:00 PDT,40,480,240,0,40,0
DE524N4,DE524,50.26805,-125.358833,2018-06-12 09:22:00 PDT,0,22,100,3,1,0
DE524N3,DE524,50.270667,-125.365017,2018-06-12 07:57:00 PDT,0,21,115,0,2,0
DE524N2,DE524,50.268817,-125.359533,2018-06-12 07:42:00 PDT,0,95,96,0,1,0
DE524N1,DE524,50.27095,-125.365483,2018-06-12 07:04:00 PDT,5,235,235,1,1,0
DE525N1,DE525,50.233733,-125.395717,2018-06-12 11:15:00 PDT,20,4060,1740,1,6,0
DE526N1,DE526,338575.5,-125.273467,2018-06-13 08:35:00 PDT,1,360,40,0,0,1
JE419N1,JE419,50.54416,-126.80831,2018-06-14 07:25:00 PDT,27,537,537,0,10,0
DE527N3,DE527,50.308417,-125.3309,2018-06-18 09:10:00 PDT,0,513,37,0,0,0
DE527N2,DE527,50.303167,-125.3387,2018-06-18 08:40:00 PDT,0,20,5,0,0,0
DE527N1,DE527,50.30915,-125.32305,2018-06-18 08:03:00 PDT,0,70,30,0,0,0
DE528N1,DE528,50.29,-125.317433,2018-06-18 12:35:00 PDT,0,286,430,0,1,0
DE529N2,DE529,50.2693,-125.360467,2018-06-19 07:58:00 PDT,0,90,210,2,0,1
DE529N1,DE529,50.268067,-125.35845,2018-06-19 07:05:00 PDT,0,88,87,2,0,1
DE530N2,DE530,50.239,-125.401233,2018-06-19 10:51:00 PDT,0,613,412,0,1,1
DE530N1,DE530,50.2351,-125.397083,2018-06-19 09:50:00 PDT,0,1,0,0,0,0
JE420N1,JE420,50.60216,-126.70131,2018-06-20 09:34:00 PDT,8,46,34,0,0,0
DE532N3,DE532,50.435,-125.263767,2018-06-20 09:45:00 PDT,15,1242,2288,0,9,0
DE532N2,DE532,50.434567,-125.261567,2018-06-20 09:00:00 PDT,0,0,0,0,1,0
DE532N1,DE532,50.434567,-125.261567,2018-06-20 08:15:00 PDT,0,0,0,0,0,0
JE421N2,JE421,50.54314,-126.81464,2018-06-21 12:14:00 PDT,376,909,545,0,0,0
JE421N1,JE421,50.54372,-126.81902,2018-06-21 08:24:00 PDT,17,359,359,0,19,0
JE422N2,JE422,50.54267,-126.65017,2018-06-23 10:28:00 PDT,12,131,87,0,1,0
JE422N1,JE422,50.54477,-126.65859,2018-06-23 07:18:00 PDT,5,219,99,3,0,0
DE533N2,DE533,50.29995,-125.341167,2018-06-25 09:14:00 PDT,0,78,17,0,0,0
DE533N1,DE533,50.305567,-125.337083,2018-06-25 07:22:00 PDT,0,60,140,0,0,0
DE534N2,DE534,50.26815,-125.360967,2018-06-26 08:55:00 PDT,1,212,12,0,0,1
DE534N1,DE534,50.267517,-125.35945,2018-06-26 08:20:00 PDT,0,0,0,0,0,0
DE535N1,DE535,50.438867,-125.267883,2018-06-27 07:20:00 PDT,0,183,68,0,0,0
DE536N1,DE536,50.298867,-125.337917,2018-06-27 11:00:00 PDT,2,100,151,0,0,0
JE423N2,JE423,50.54343,-126.81577,2018-06-28 08:59:00 PDT,4,297,208,0,0,1
JE423N1,JE423,50.54327,-126.81796,2018-06-28 06:50:00 PDT,1,45,3,0,0,0
JE425N1,JE425,50.60151,-126.70567,2018-06-29 08:43:00 PDT,100,200,200,0,0,0
DE537N1,DE537,50.3092,-125.325,2018-07-03 07:09:00 PDT,0,85,1,0,0,0
JE426N1,JE426,50.54591,-126.6658,2018-07-03 07:14:00 PDT,1,185,185,0,1,0
DE538N2,DE538,50.268783,-125.358283,2018-07-04 07:55:00 PDT,0,6,1,0,1,2
DE538N1,DE538,50.268383,-125.357783,2018-07-04 07:03:00 PDT,0,5,1,0,0,0
JE427N2,JE427,50.54412,-126.81375,2018-07-04 09:10:00 PDT,0,35,35,0,0,0
JE427N1,JE427,50.54367,-126.81252,2018-07-04 07:14:00 PDT,0,198,136,0,0,0
DE539N2,DE539,50.435883,-125.264217,2018-07-05 07:45:00 PDT,0,168,77,0,0,0
DE539N1,DE539,50.437217,-125.265083,2018-07-05 07:15:00 PDT,0,0,0,0,0,0
JE428N1,JE428,50.54549,-126.6642,2018-07-09 06:51:00 PDT,1,179,52,1,0,0
JE429N1,JE429,50.54308,-126.81553,2018-07-09 09:45:00 PDT,1,209,60,0,0,0
DE540N1,DE540,50.309033,-125.323467,2018-07-17 08:28:00 PDT,0,50,0,0,0,1
DE541N1,DE541,50.30655,-125.33625,2018-08-01 08:50:00 PDT,0,110,6,0,0,0
DE546N2,DE546,50.300047,-125.340866,2018-08-08 09:50:00 PDT,0,0,0,0,0,0
DE546N1,DE546,50.307068,-125.331276,2018-08-08 08:50:00 PDT,0,0,1,0,0,0
DE542N2,DE542,50.308983,-125.325167,2018-08-15 08:45:00 PDT,0,0,0,0,0,0
DE542N1,DE542,50.30865,-125.3255,2018-08-15 08:20:00 PDT,0,0,0,0,0,0
DE543N1,DE543,50.30945,-125.324067,2018-08-22 08:47:00 PDT,0,0,0,0,0,0
DE601N1,DE601,50.3056,-125.33005,2019-05-10 10:55:00 PDT,0,0,0,0,0,0
DE602N1,DE602,50.3081,-125.32895,2019-05-13 09:25:00 PDT,0,0,0,0,0,0
JE501N1,JE501,50.54511,-126.65926,2019-05-17 07:11:00 PDT,0,0,0,0,0,0
JE502N1,JE502,50.60154,-126.70369,2019-05-17 10:05:00 PDT,0,0,0,0,0,0
JE503N1,JE503,50.53936,-126.78008,2019-05-20 07:27:00 PDT,0,0,0,0,0,0
JE503N2,JE503,50.55895,-126.77763,2019-05-20 08:15:00 PDT,0,0,0,0,0,0
JE503N3,JE503,50.53912,-126.77922,2019-05-20 09:00:00 PDT,0,0,0,0,0,0
JE504N1,JE504,50.54301,-126.81448,2019-05-20 11:40:00 PDT,0,0,0,0,0,0
